Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
Tanzania,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.2,0.0
Equatorial Guinea,12.0,3.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0
Ethiopia,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.1,0.0
Djibouti,11.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
Dominica,11.0,0.0,0.0,0.0,0.0,11.0,0.0,153.0,0.0
Mongolia,11.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0
Saint Martin,11.0,0.0,0.0,0.0,0.0,11.0,0.0,284.0,0.0
Cayman Islands,8.0,0.0,1.0,0.0,0.0,7.0,0.0,122.0,15.0
Haiti,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7,0.0
Namibia,8.0,1.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0
Suriname,8.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0
Gabon,7.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.4
Niger,7.0,0.0,1.0,0.0,0.0,6.0,0.0,0.3,0.04
Bermuda,7.0,0.0,0.0,0.0,2.0,5.0,0.0,112.0,0.0
Mozambique,7.0,2.0,0.0,0.0,0.0,7.0,0.0,0.2,0.0
Seychelles,7.0,0.0,0.0,0.0,0.0,7.0,0.0,71.0,0.0
Curaçao,6.0,0.0,1.0,0.0,2.0,3.0,0.0,37.0,6.0
Benin,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0
Greenland,6.0,0.0,0.0,0.0,2.0,4.0,0.0,106.0,0.0
Laos,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.8,0.0
Guyana,5.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,1.0
Bahamas,5.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,0.0
Fiji,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0
Syria,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.0
Cabo Verde,4.0,0.0,1.0,0.0,0.0,3.0,0.0,7.0,2.0
Angola,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.0
Congo,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.0
Eritrea,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Guinea,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.0
Vatican City,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4994.0,0.0
Mali,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.0
Eswatini,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
Gambia,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.4
Sudan,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.07,0.02
Zimbabwe,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.2,0.07
Nepal,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.1,0.0
Antigua and Barbuda,3.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0
CAR,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Chad,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Liberia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Mauritania,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0
Myanmar,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.06,0.0
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0,0.0
Saint Lucia,3.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0
Sint Maarten,3.0,0.0,0.0,0.0,0.0,3.0,0.0,70.0,0.0
Belize,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
Bhutan,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
British Virgin Islands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,66.0,0.0
Guinea-Bissau,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Montserrat,2.0,1.0,0.0,0.0,0.0,2.0,0.0,401.0,0.0
Nicaragua,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Saint Kitts and Nevis,2.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0
Somalia,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0
Turks and Caicos,2.0,1.0,0.0,0.0,0.0,2.0,0.0,52.0,0.0
Grenada,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
Libya,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Papua New Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0
Timor-Leste,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0
