Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
USA,215357.0,354.0,5113.0,11.0,8878.0,201366.0,5005.0,651.0,15.0
Italy,110574.0,0.0,13155.0,0.0,16847.0,80572.0,4035.0,1829.0,218.0
Spain,110238.0,6120.0,10003.0,616.0,26743.0,73492.0,6092.0,2358.0,214.0
Germany,78983.0,1002.0,948.0,17.0,19175.0,58860.0,3408.0,943.0,11.0
France,56989.0,0.0,4032.0,0.0,10935.0,42022.0,6017.0,873.0,62.0
Iran,50468.0,2875.0,3160.0,124.0,16711.0,30597.0,3956.0,601.0,38.0
UK,29474.0,0.0,2352.0,0.0,135.0,26987.0,163.0,434.0,35.0
Switzerland,18267.0,499.0,505.0,17.0,4013.0,13749.0,348.0,2111.0,58.0
Turkey,15679.0,0.0,277.0,0.0,333.0,15069.0,979.0,186.0,3.0
Belgium,15348.0,1384.0,1011.0,183.0,2495.0,11842.0,1144.0,1324.0,87.0
Netherlands,14697.0,1083.0,1339.0,166.0,250.0,13108.0,1053.0,858.0,78.0
Austria,10927.0,216.0,158.0,12.0,1749.0,9020.0,227.0,1213.0,18.0
S. Korea,9976.0,89.0,169.0,4.0,5828.0,3979.0,55.0,195.0,3.0
Canada,9731.0,0.0,129.0,15.0,1736.0,7866.0,120.0,258.0,3.0
Portugal,9034.0,783.0,209.0,22.0,68.0,8757.0,230.0,886.0,20.0
Brazil,6932.0,52.0,246.0,4.0,127.0,6559.0,296.0,33.0,1.0
Israel,6211.0,119.0,33.0,7.0,289.0,5889.0,107.0,718.0,4.0
Sweden,5466.0,519.0,282.0,43.0,103.0,5081.0,429.0,541.0,28.0
Australia,5137.0,89.0,25.0,2.0,345.0,4767.0,50.0,201.0,1.0
Norway,5071.0,194.0,46.0,2.0,13.0,5012.0,105.0,935.0,8.0
Czechia,3604.0,15.0,40.0,1.0,61.0,3503.0,72.0,337.0,4.0
Russia,3548.0,771.0,30.0,6.0,235.0,3283.0,8.0,24.0,0.2
Ireland,3447.0,0.0,85.0,0.0,5.0,3357.0,103.0,698.0,17.0
Denmark,3355.0,248.0,123.0,19.0,1089.0,2143.0,153.0,579.0,21.0
Malaysia,3116.0,208.0,50.0,5.0,767.0,2299.0,105.0,96.0,2.0
Chile,3031.0,0.0,16.0,0.0,234.0,2781.0,31.0,159.0,0.8
Ecuador,2758.0,0.0,98.0,0.0,58.0,2602.0,100.0,156.0,6.0
Romania,2738.0,278.0,94.0,2.0,267.0,2377.0,78.0,142.0,5.0
Philippines,2633.0,322.0,107.0,11.0,51.0,2475.0,1.0,24.0,1.0
Poland,2633.0,79.0,45.0,2.0,56.0,2532.0,50.0,70.0,1.0
Japan,2384.0,0.0,57.0,0.0,472.0,1855.0,69.0,19.0,0.5
Luxembourg,2319.0,0.0,29.0,0.0,80.0,2210.0,31.0,3705.0,46.0
Pakistan,2291.0,173.0,31.0,4.0,107.0,2153.0,12.0,10.0,0.1
India,2032.0,34.0,58.0,0.0,150.0,1824.0,0.0,1.0,0.04
Thailand,1875.0,104.0,15.0,3.0,505.0,1355.0,23.0,27.0,0.2
Indonesia,1790.0,113.0,170.0,13.0,112.0,1508.0,0.0,7.0,0.6
Saudi Arabia,1720.0,0.0,16.0,0.0,264.0,1440.0,31.0,49.0,0.5
Finland,1518.0,72.0,17.0,0.0,300.0,1201.0,62.0,274.0,3.0
Greece,1415.0,0.0,52.0,1.0,52.0,1311.0,90.0,136.0,5.0
South Africa,1380.0,0.0,5.0,0.0,50.0,1325.0,7.0,23.0,0.08
Mexico,1378.0,163.0,37.0,8.0,35.0,1306.0,1.0,11.0,0.3
Peru,1323.0,0.0,47.0,9.0,394.0,882.0,49.0,40.0,1.0
Panama,1317.0,0.0,32.0,0.0,9.0,1276.0,50.0,305.0,7.0
Dominican Republic,1284.0,0.0,57.0,0.0,9.0,1218.0,147.0,118.0,5.0
Iceland,1220.0,0.0,2.0,0.0,236.0,982.0,12.0,3575.0,6.0
Argentina,1133.0,0.0,33.0,1.0,248.0,852.0,0.0,25.0,0.7
Colombia,1065.0,0.0,17.0,0.0,39.0,1009.0,47.0,21.0,0.3
Serbia,1060.0,0.0,28.0,0.0,42.0,990.0,62.0,121.0,3.0
Croatia,1011.0,48.0,7.0,1.0,88.0,916.0,34.0,246.0,2.0
Singapore,1000.0,0.0,4.0,1.0,245.0,751.0,24.0,171.0,0.7
Slovenia,897.0,56.0,17.0,2.0,70.0,810.0,31.0,431.0,8.0
Estonia,858.0,79.0,11.0,6.0,45.0,802.0,16.0,647.0,8.0
Algeria,847.0,0.0,58.0,0.0,61.0,728.0,0.0,19.0,1.0
Qatar,835.0,0.0,2.0,0.0,71.0,762.0,37.0,290.0,0.7
UAE,814.0,0.0,8.0,0.0,61.0,745.0,2.0,82.0,0.8
Ukraine,804.0,10.0,20.0,0.0,13.0,771.0,0.0,18.0,0.5
Hong Kong,802.0,36.0,4.0,0.0,154.0,644.0,8.0,107.0,0.5
New Zealand,797.0,89.0,1.0,0.0,92.0,704.0,2.0,165.0,0.2
Egypt,779.0,0.0,52.0,0.0,179.0,548.0,0.0,8.0,0.5
Iraq,728.0,0.0,52.0,0.0,182.0,494.0,0.0,18.0,1.0
Diamond Princess,712.0,0.0,11.0,0.0,619.0,82.0,15.0,0.0,0.0
Morocco,676.0,22.0,40.0,1.0,29.0,607.0,1.0,18.0,1.0
Armenia,663.0,92.0,5.0,1.0,33.0,625.0,30.0,224.0,2.0
Lithuania,649.0,68.0,9.0,1.0,7.0,633.0,11.0,238.0,3.0
Bahrain,635.0,66.0,4.0,0.0,341.0,290.0,3.0,373.0,2.0
Hungary,585.0,60.0,21.0,1.0,42.0,522.0,17.0,61.0,2.0
Bosnia and Herzegovina,518.0,59.0,15.0,2.0,20.0,483.0,4.0,158.0,5.0
Lebanon,494.0,15.0,16.0,2.0,43.0,435.0,3.0,72.0,2.0
Latvia,458.0,12.0,0.0,0.0,1.0,457.0,3.0,243.0,0.0
Bulgaria,449.0,27.0,10.0,0.0,25.0,414.0,17.0,65.0,1.0
Andorra,428.0,38.0,15.0,1.0,10.0,403.0,12.0,5539.0,194.0
Slovakia,426.0,26.0,1.0,0.0,3.0,422.0,3.0,78.0,0.2
Tunisia,423.0,0.0,12.0,0.0,5.0,406.0,10.0,36.0,1.0
Moldova,423.0,0.0,5.0,0.0,23.0,395.0,65.0,105.0,1.0
Kazakhstan,423.0,43.0,3.0,0.0,27.0,393.0,6.0,23.0,0.2
Azerbaijan,400.0,41.0,5.0,0.0,26.0,369.0,7.0,39.0,0.5
North Macedonia,384.0,30.0,11.0,0.0,17.0,356.0,4.0,184.0,5.0
Costa Rica,375.0,0.0,2.0,0.0,4.0,369.0,9.0,74.0,0.4
Uruguay,350.0,0.0,2.0,0.0,62.0,286.0,15.0,101.0,0.6
Kuwait,342.0,25.0,0.0,0.0,81.0,261.0,15.0,80.0,0.0
Taiwan,339.0,10.0,5.0,0.0,50.0,284.0,0.0,14.0,0.2
Cyprus,320.0,0.0,9.0,0.0,28.0,283.0,11.0,265.0,7.0
Cameroon,284.0,51.0,7.0,1.0,10.0,267.0,0.0,11.0,0.3
Burkina Faso,282.0,0.0,16.0,0.0,46.0,220.0,0.0,13.0,0.8
Réunion,281.0,0.0,0.0,0.0,40.0,241.0,3.0,314.0,0.0
Jordan,278.0,0.0,5.0,0.0,36.0,237.0,5.0,27.0,0.5
Albania,277.0,18.0,16.0,1.0,67.0,194.0,7.0,96.0,6.0
Afghanistan,239.0,2.0,4.0,0.0,5.0,230.0,0.0,6.0,0.1
San Marino,236.0,0.0,28.0,0.0,13.0,195.0,16.0,6955.0,825.0
Oman,231.0,21.0,1.0,0.0,57.0,173.0,3.0,45.0,0.2
Vietnam,227.0,9.0,0.0,0.0,75.0,152.0,3.0,2.0,0.0
Honduras,219.0,47.0,14.0,4.0,3.0,202.0,4.0,22.0,1.0
Cuba,212.0,0.0,6.0,0.0,12.0,194.0,3.0,19.0,0.5
Malta,196.0,8.0,0.0,0.0,2.0,194.0,2.0,444.0,0.0
Ghana,195.0,0.0,5.0,0.0,31.0,159.0,1.0,6.0,0.2
Senegal,195.0,5.0,1.0,0.0,55.0,139.0,0.0,12.0,0.06
Uzbekistan,190.0,9.0,2.0,0.0,25.0,163.0,8.0,6.0,0.06
Ivory Coast,190.0,0.0,1.0,0.0,9.0,180.0,0.0,7.0,0.04
Faeroe Islands,177.0,4.0,0.0,0.0,81.0,96.0,1.0,3622.0,0.0
Nigeria,174.0,0.0,2.0,0.0,9.0,163.0,0.0,0.8,0.01
Channel Islands,172.0,0.0,3.0,0.0,0.0,169.0,0.0,989.0,17.0
Belarus,163.0,0.0,2.0,0.0,53.0,108.0,2.0,17.0,0.2
Mauritius,161.0,0.0,7.0,1.0,0.0,154.0,1.0,127.0,6.0
Palestine,155.0,21.0,1.0,0.0,18.0,136.0,0.0,30.0,0.2
Sri Lanka,150.0,4.0,3.0,0.0,21.0,126.0,5.0,7.0,0.1
Venezuela,144.0,0.0,3.0,0.0,43.0,98.0,6.0,5.0,0.1
Montenegro,140.0,17.0,2.0,0.0,0.0,138.0,4.0,223.0,3.0
Martinique,135.0,0.0,3.0,0.0,27.0,105.0,16.0,360.0,8.0
Brunei ,133.0,2.0,1.0,0.0,56.0,76.0,3.0,304.0,2.0
Georgia,130.0,13.0,0.0,0.0,26.0,104.0,6.0,33.0,0.0
Guadeloupe,125.0,0.0,6.0,0.0,24.0,95.0,14.0,312.0,15.0
DRC,123.0,14.0,11.0,2.0,3.0,109.0,0.0,1.0,0.1
Bolivia,123.0,8.0,7.0,0.0,1.0,115.0,3.0,11.0,0.6
Mayotte,116.0,15.0,1.0,0.0,10.0,105.0,3.0,425.0,4.0
Kyrgyzstan,116.0,5.0,0.0,0.0,5.0,111.0,5.0,18.0,0.0
Cambodia,110.0,1.0,0.0,0.0,34.0,76.0,1.0,7.0,0.0
Trinidad and Tobago,90.0,0.0,5.0,0.0,1.0,84.0,0.0,64.0,4.0
Rwanda,82.0,0.0,0.0,0.0,0.0,82.0,0.0,6.0,0.0
Kenya,81.0,0.0,1.0,0.0,3.0,77.0,2.0,2.0,0.02
Gibraltar,81.0,0.0,0.0,0.0,34.0,47.0,0.0,2404.0,0.0
Paraguay,77.0,8.0,3.0,0.0,2.0,72.0,4.0,11.0,0.4
Isle of Man,75.0,7.0,1.0,0.0,0.0,74.0,0.0,882.0,12.0
