Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
USA,142793.0,333.0,2490.0,6.0,4562.0,135741.0,2970.0,431.0,8.0
Italy,97689.0,0.0,10779.0,0.0,13030.0,73880.0,3906.0,1616.0,178.0
Spain,85195.0,5085.0,7340.0,537.0,16780.0,61075.0,5231.0,1822.0,157.0
Germany,62435.0,0.0,541.0,0.0,9211.0,52683.0,1979.0,745.0,6.0
Iran,41495.0,3186.0,2757.0,117.0,13911.0,24827.0,3511.0,494.0,33.0
France,40174.0,0.0,2606.0,0.0,7202.0,30366.0,4632.0,615.0,40.0
UK,19522.0,0.0,1228.0,0.0,135.0,18159.0,163.0,288.0,18.0
Switzerland,15069.0,240.0,312.0,12.0,1823.0,12934.0,301.0,1741.0,36.0
Belgium,11899.0,1063.0,513.0,82.0,1527.0,9859.0,927.0,1027.0,44.0
Netherlands,10866.0,0.0,771.0,0.0,250.0,9845.0,972.0,634.0,45.0
S. Korea,9661.0,78.0,158.0,6.0,5228.0,4275.0,59.0,188.0,3.0
Turkey,9217.0,0.0,131.0,0.0,105.0,8981.0,568.0,109.0,2.0
Austria,9200.0,412.0,108.0,22.0,636.0,8456.0,193.0,1021.0,12.0
Portugal,6408.0,446.0,140.0,21.0,43.0,6225.0,164.0,628.0,14.0
Canada,6320.0,0.0,65.0,0.0,573.0,5682.0,120.0,167.0,2.0
Norway,4393.0,109.0,31.0,5.0,12.0,4350.0,97.0,810.0,6.0
Israel,4347.0,100.0,16.0,1.0,134.0,4197.0,80.0,502.0,2.0
Brazil,4316.0,60.0,139.0,3.0,120.0,4057.0,296.0,20.0,0.7
Australia,4245.0,82.0,18.0,1.0,244.0,3983.0,28.0,166.0,0.7
Sweden,3700.0,0.0,110.0,0.0,16.0,3574.0,281.0,366.0,11.0
Czechia,2866.0,49.0,17.0,1.0,11.0,2838.0,52.0,268.0,2.0
Malaysia,2626.0,156.0,37.0,2.0,479.0,2110.0,94.0,81.0,1.0
Ireland,2615.0,0.0,46.0,0.0,5.0,2564.0,59.0,530.0,9.0
Denmark,2555.0,160.0,77.0,5.0,1.0,2477.0,113.0,441.0,13.0
Chile,2139.0,0.0,7.0,0.0,75.0,2057.0,7.0,112.0,0.4
Romania,1952.0,137.0,46.0,3.0,206.0,1700.0,31.0,101.0,2.0
Luxembourg,1950.0,0.0,21.0,0.0,40.0,1889.0,25.0,3115.0,34.0
Ecuador,1924.0,0.0,58.0,0.0,3.0,1863.0,58.0,109.0,3.0
Poland,1905.0,43.0,26.0,4.0,7.0,1872.0,3.0,50.0,0.7
Japan,1866.0,0.0,54.0,0.0,424.0,1388.0,56.0,15.0,0.4
Russia,1836.0,302.0,9.0,1.0,66.0,1761.0,8.0,13.0,0.06
Pakistan,1625.0,28.0,20.0,6.0,29.0,1576.0,11.0,7.0,0.09
Philippines,1546.0,128.0,78.0,7.0,42.0,1426.0,1.0,14.0,0.7
Thailand,1524.0,136.0,9.0,2.0,229.0,1286.0,11.0,22.0,0.1
Indonesia,1414.0,129.0,122.0,8.0,75.0,1217.0,0.0,5.0,0.4
Finland,1352.0,112.0,13.0,2.0,10.0,1329.0,32.0,244.0,2.0
Saudi Arabia,1299.0,0.0,8.0,0.0,66.0,1225.0,12.0,37.0,0.2
South Africa,1280.0,0.0,2.0,0.0,31.0,1247.0,7.0,22.0,0.03
Greece,1156.0,0.0,39.0,0.0,52.0,1065.0,66.0,111.0,4.0
India,1071.0,47.0,29.0,2.0,100.0,942.0,0.0,0.8,0.02
Iceland,1020.0,0.0,2.0,0.0,135.0,883.0,25.0,2989.0,6.0
Mexico,993.0,145.0,20.0,4.0,35.0,938.0,1.0,8.0,0.2
Panama,989.0,0.0,24.0,0.0,4.0,961.0,36.0,229.0,6.0
Dominican Republic,859.0,0.0,39.0,0.0,3.0,817.0,0.0,79.0,4.0
Peru,852.0,0.0,18.0,0.0,16.0,818.0,40.0,26.0,0.5
Singapore,844.0,0.0,3.0,0.0,212.0,629.0,19.0,144.0,0.5
Argentina,820.0,0.0,20.0,0.0,91.0,709.0,0.0,18.0,0.4
Slovenia,756.0,26.0,11.0,0.0,10.0,735.0,28.0,364.0,5.0
Serbia,741.0,0.0,14.0,1.0,42.0,685.0,25.0,85.0,2.0
Croatia,715.0,2.0,6.0,0.0,55.0,654.0,26.0,174.0,1.0
Estonia,715.0,36.0,3.0,0.0,20.0,692.0,10.0,539.0,2.0
Diamond Princess,712.0,0.0,10.0,0.0,603.0,99.0,15.0,0.0,0.0
Colombia,702.0,0.0,10.0,0.0,10.0,682.0,29.0,14.0,0.2
Hong Kong,642.0,0.0,4.0,0.0,118.0,520.0,5.0,86.0,0.5
Qatar,634.0,0.0,1.0,0.0,48.0,585.0,6.0,220.0,0.3
Egypt,609.0,0.0,40.0,0.0,132.0,437.0,0.0,6.0,0.4
New Zealand,589.0,75.0,1.0,0.0,63.0,525.0,2.0,122.0,0.2
UAE,570.0,0.0,3.0,0.0,58.0,509.0,2.0,58.0,0.3
