Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,"465,524","+1,306","15,747",+120,"28,572","421,205","10,230",0,0,0,0
Europe,"758,189","+13,273","62,415","+1,149","174,454","521,320","30,537",0,0,0,0
Asia,"257,967","+4,658","9,739",+211,"128,283","119,945","6,383",0,0,0,0
South America,"35,997",+535,"1,414",+20,"3,734","30,849","1,116",0,0,0,0
Oceania,"7,429",+81,52,+1,"3,305","4,072",85,0,0,0,0
Africa,"12,137",+151,580,+4,"1,490","10,067",154,0,0,0,0
0,721,0,13,0,619,89,10,0,0,0,0
World,"1,537,964","+20,004","89,960","+1,505","340,457","1,107,547","48,515",197,11.5,0,0
USA,"435,780",+853,"14,865 ",+77,"22,941","397,974","9,279","1,317",45,"2,239,494","6,766"
Spain,"152,446","+4,226","15,238 ",+446,"52,165","85,043","7,371","3,261",326,"355,000","7,593"
Italy,"139,422",0,"17,669 ",0,"26,491","95,262","3,693","2,306",292,"807,125","13,349"
Germany,"113,615",+319,"2,349 ",0,"46,300","64,966","4,895","1,356",28,"1,317,887","15,730"
France,"112,950",0,"10,869 ",0,"21,254","80,827","7,148","1,730",167,"224,254","3,436"
Iran,"66,220","+1,634","4,110 ",+117,"32,309","29,801","3,918",788,49,"231,393","2,755"
UK,"60,733",0,"7,097 ",0,135,"53,501","1,559",895,105,"282,074","4,155"
Turkey,"38,226",0,812 ,0,"1,846","35,568","1,492",453,10,"247,768","2,938"
Belgium,"24,983","+1,580","2,523 ",+283,"5,164","17,296","1,285","2,156",218,"84,248","7,269"
Switzerland,"23,612",+332,926 ,+31,"9,900","12,786",391,"2,728",107,"178,500","20,625"
Netherlands,"21,762","+1,213","2,396 ",+148,250,"19,116","1,424","1,270",140,"101,534","5,926"
Canada,"19,438",0,435 ,+8,"4,653","14,350",518,515,12,"370,315","9,812"
