Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,998393.0,2056.0,56389.0,194.0,135476.0,806528.0,16346.0,0.0,0.0,0.0,0.0
Europe,1234729.0,9415.0,117695.0,371.0,399080.0,717954.0,26121.0,0.0,0.0,0.0,0.0
Asia,453082.0,4866.0,16757.0,154.0,215279.0,221046.0,6016.0,0.0,0.0,0.0,0.0
South America,121322.0,1156.0,5573.0,35.0,45573.0,70176.0,9620.0,0.0,0.0,0.0,0.0
Oceania,8257.0,25.0,98.0,2.0,6558.0,1601.0,46.0,0.0,0.0,0.0,0.0
Africa,30072.0,232.0,1332.0,4.0,9172.0,19568.0,148.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,2846576.0,17750.0,197859.0,760.0,811783.0,1836934.0,58301.0,365.0,25.4,0.0,0.0
USA,925758.0,526.0,52217.0,24.0,110432.0,763109.0,15097.0,2797.0,158.0,5037473.0,15219.0
Spain,219764.0,0.0,22524.0,0.0,92355.0,104885.0,7705.0,4700.0,482.0,930230.0,19896.0
Italy,192994.0,0.0,25969.0,0.0,60498.0,106527.0,2173.0,3192.0,430.0,1642356.0,27164.0
France,159828.0,0.0,22245.0,0.0,43493.0,94090.0,4870.0,2449.0,341.0,463662.0,7103.0
Germany,155054.0,55.0,5767.0,7.0,109800.0,39487.0,2908.0,1851.0,69.0,2072669.0,24738.0
UK,143464.0,0.0,19506.0,0.0,0.0,123614.0,1559.0,2113.0,287.0,612031.0,9016.0
Turkey,104912.0,0.0,2600.0,0.0,21737.0,80575.0,1790.0,1244.0,31.0,830257.0,9844.0
Iran,89328.0,1134.0,5650.0,76.0,68193.0,15485.0,3096.0,1064.0,67.0,410075.0,4882.0
Russia,74588.0,5966.0,681.0,66.0,6250.0,67657.0,2300.0,511.0,5.0,2721500.0,18649.0
Brazil,54043.0,1048.0,3704.0,34.0,27655.0,22684.0,8318.0,254.0,17.0,291922.0,1373.0
