Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
China,80967.0,39.0,3248.0,3.0,71150.0,6569.0,2136.0,56.0
Italy,41035.0,0.0,3405.0,0.0,4440.0,33190.0,2498.0,679.0
Spain,19980.0,1903.0,1002.0,171.0,1588.0,17390.0,939.0,427.0
Iran,19644.0,1237.0,1433.0,149.0,5979.0,12232.0,0.0,234.0
Germany,17372.0,2052.0,44.0,0.0,115.0,17213.0,2.0,207.0
USA,14366.0,577.0,217.0,10.0,125.0,14024.0,64.0,43.0
France,10995.0,0.0,372.0,0.0,1295.0,9328.0,1122.0,168.0
S. Korea,8652.0,87.0,94.0,3.0,2233.0,6325.0,59.0,169.0
Switzerland,4898.0,676.0,43.0,0.0,15.0,4840.0,0.0,566.0
UK,3269.0,0.0,144.0,0.0,65.0,3060.0,20.0,48.0
Netherlands,2460.0,0.0,76.0,0.0,2.0,2382.0,45.0,144.0
Belgium,2257.0,462.0,37.0,16.0,204.0,2016.0,164.0,195.0
Austria,2203.0,24.0,6.0,0.0,9.0,2188.0,13.0,245.0
Norway,1835.0,45.0,7.0,0.0,1.0,1827.0,27.0,338.0
Sweden,1456.0,17.0,11.0,0.0,16.0,1429.0,21.0,144.0
Denmark,1226.0,75.0,9.0,3.0,1.0,1216.0,37.0,212.0
Malaysia,1030.0,130.0,2.0,0.0,87.0,941.0,26.0,32.0
Portugal,1020.0,234.0,6.0,2.0,5.0,1009.0,26.0,100.0
Japan,963.0,20.0,33.0,0.0,215.0,715.0,50.0,8.0
Australia,876.0,120.0,7.0,0.0,46.0,823.0,2.0,34.0
Canada,873.0,0.0,12.0,0.0,11.0,850.0,1.0,23.0
Czechia,774.0,80.0,0.0,0.0,4.0,770.0,6.0,72.0
Diamond Princess,712.0,0.0,7.0,0.0,527.0,178.0,14.0,0.0
Israel,705.0,28.0,0.0,0.0,15.0,690.0,10.0,81.0
Brazil,647.0,7.0,7.0,0.0,2.0,638.0,18.0,3.0
Ireland,557.0,0.0,3.0,0.0,5.0,549.0,6.0,113.0
Luxembourg,484.0,149.0,4.0,0.0,6.0,474.0,1.0,773.0
Pakistan,467.0,13.0,3.0,1.0,13.0,451.0,0.0,2.0
Greece,464.0,0.0,6.0,0.0,19.0,439.0,16.0,45.0
Qatar,460.0,0.0,0.0,0.0,10.0,450.0,6.0,160.0
Finland,430.0,30.0,0.0,0.0,10.0,420.0,2.0,78.0
Iceland,409.0,79.0,0.0,0.0,5.0,404.0,1.0,1199.0
Singapore,385.0,40.0,0.0,0.0,124.0,261.0,14.0,66.0
Poland,378.0,23.0,6.0,1.0,13.0,359.0,3.0,10.0
Indonesia,369.0,60.0,32.0,7.0,17.0,320.0,0.0,1.0
Turkey,359.0,0.0,4.0,0.0,0.0,355.0,0.0,4.0
