Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1315748.0,24667.0,76317.0,1163.0,228041.0,1011390.0,17288.0,0.0,0.0,0.0,0.0
Europe,1469659.0,22156.0,142092.0,1489.0,554844.0,772723.0,16949.0,0.0,0.0,0.0,0.0
Asia,572638.0,13836.0,20029.0,412.0,304902.0,247707.0,5287.0,0.0,0.0,0.0,0.0
South America,221114.0,9302.0,11202.0,362.0,75551.0,134361.0,9939.0,0.0,0.0,0.0,0.0
Africa,47640.0,2260.0,1842.0,40.0,16214.0,29584.0,129.0,0.0,0.0,0.0,0.0
Oceania,8414.0,24.0,115.0,0.0,7223.0,1076.0,30.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3635934.0,72245.0,251612.0,3466.0,1187420.0,2196902.0,49626.0,466.0,32.3,0.0,0.0
USA,1209702.0,21580.0,69476.0,878.0,184354.0,955872.0,16043.0,3655.0,210.0,7419006.0,22414.0
Spain,248301.0,1179.0,25428.0,164.0,151633.0,71240.0,2254.0,5311.0,544.0,1932455.0,41332.0
Italy,211938.0,1221.0,29079.0,195.0,82879.0,99980.0,1479.0,3505.0,481.0,2191403.0,36244.0
UK,190584.0,3985.0,28734.0,288.0,0.0,161506.0,1559.0,2807.0,423.0,1291591.0,19026.0
France,169462.0,769.0,25201.0,306.0,51371.0,92890.0,3696.0,2596.0,386.0,1100228.0,16856.0
Germany,165940.0,276.0,6943.0,77.0,132700.0,26297.0,1949.0,1981.0,83.0,2547052.0,30400.0
Russia,145268.0,10581.0,1356.0,76.0,18095.0,125817.0,2300.0,995.0,9.0,4300000.0,29465.0
Turkey,127659.0,1614.0,3461.0,64.0,68166.0,56032.0,1384.0,1514.0,41.0,1171138.0,13886.0
Brazil,105222.0,4075.0,7288.0,263.0,42991.0,54943.0,8318.0,495.0,34.0,339552.0,1597.0
Iran,98647.0,1223.0,6277.0,74.0,79379.0,12991.0,2676.0,1174.0,75.0,508288.0,6052.0
Canada,60616.0,1142.0,3842.0,160.0,25422.0,31352.0,557.0,1606.0,102.0,919368.0,24359.0
Belgium,50267.0,361.0,7924.0,80.0,12378.0,29965.0,655.0,4337.0,684.0,440700.0,38025.0
Peru,47372.0,1444.0,1344.0,58.0,14427.0,31601.0,694.0,1437.0,41.0,385492.0,11692.0
India,46437.0,3932.0,1566.0,175.0,12847.0,32024.0,0.0,34.0,1.0,1107233.0,802.0
Netherlands,40770.0,199.0,5082.0,26.0,0.0,35438.0,683.0,2379.0,297.0,235909.0,13768.0
Ecuador,31881.0,2343.0,1569.0,5.0,3433.0,26879.0,159.0,1807.0,89.0,80171.0,4544.0
Switzerland,29981.0,76.0,1784.0,22.0,25200.0,2997.0,141.0,3464.0,206.0,282750.0,32670.0
Saudi Arabia,28656.0,1645.0,191.0,7.0,4476.0,23989.0,143.0,823.0,5.0,365093.0,10487.0
Portugal,25524.0,242.0,1063.0,20.0,1712.0,22749.0,143.0,2503.0,104.0,450000.0,44132.0
Mexico,23471.0,1383.0,2154.0,93.0,13447.0,7870.0,378.0,182.0,17.0,93791.0,727.0
Sweden,22721.0,404.0,2769.0,90.0,4074.0,15878.0,455.0,2250.0,274.0,119500.0,11833.0
Ireland,21772.0,266.0,1319.0,16.0,13386.0,7067.0,93.0,4409.0,267.0,169377.0,34302.0
Pakistan,20941.0,857.0,476.0,19.0,5635.0,14830.0,111.0,95.0,2.0,212511.0,962.0
Chile,20643.0,980.0,270.0,10.0,10415.0,9958.0,464.0,1080.0,14.0,214131.0,11202.0
Singapore,18778.0,573.0,18.0,0.0,1457.0,17303.0,22.0,3210.0,3.0,143919.0,24600.0
Belarus,17489.0,784.0,103.0,4.0,3259.0,14127.0,92.0,1851.0,11.0,211369.0,22369.0
Israel,16246.0,38.0,235.0,3.0,10064.0,5947.0,70.0,1877.0,27.0,404285.0,46708.0
Qatar,16191.0,640.0,12.0,0.0,1810.0,14369.0,72.0,5620.0,4.0,106795.0,37068.0
Austria,15621.0,24.0,600.0,2.0,13316.0,1705.0,111.0,1734.0,67.0,279071.0,30986.0
Japan,14877.0,0.0,487.0,0.0,3981.0,10409.0,321.0,118.0,4.0,183251.0,1449.0
UAE,14730.0,567.0,137.0,11.0,2966.0,11627.0,1.0,1489.0,14.0,1200000.0,121330.0
Poland,14006.0,313.0,698.0,20.0,4095.0,9213.0,160.0,370.0,18.0,383804.0,10141.0
Romania,13512.0,349.0,818.0,28.0,5269.0,7425.0,243.0,702.0,43.0,199068.0,10348.0
Ukraine,12331.0,418.0,303.0,15.0,1619.0,10409.0,160.0,282.0,7.0,134592.0,3078.0
Indonesia,11587.0,395.0,864.0,19.0,1954.0,8769.0,0.0,42.0,3.0,116861.0,427.0
S. Korea,10801.0,8.0,252.0,2.0,9217.0,1332.0,55.0,211.0,5.0,633921.0,12365.0
Bangladesh,10143.0,688.0,182.0,5.0,1209.0,8752.0,1.0,62.0,1.0,87694.0,532.0
Denmark,9670.0,147.0,493.0,9.0,7088.0,2089.0,57.0,1669.0,85.0,244791.0,42262.0
Serbia,9557.0,93.0,197.0,4.0,1574.0,7786.0,53.0,1094.0,23.0,106461.0,12185.0
Philippines,9485.0,262.0,623.0,16.0,1315.0,7547.0,31.0,87.0,6.0,126164.0,1151.0
Dominican Republic,8235.0,281.0,346.0,13.0,1771.0,6118.0,144.0,759.0,32.0,33377.0,3077.0
Colombia,7973.0,305.0,358.0,18.0,1807.0,5808.0,122.0,157.0,7.0,118801.0,2335.0
Norway,7884.0,37.0,214.0,3.0,32.0,7638.0,27.0,1454.0,39.0,182285.0,33624.0
Czechia,7799.0,18.0,251.0,3.0,3786.0,3762.0,58.0,728.0,23.0,261548.0,24423.0
South Africa,7220.0,437.0,138.0,7.0,2746.0,4336.0,36.0,122.0,2.0,257541.0,4342.0
Panama,7197.0,107.0,200.0,3.0,641.0,6356.0,91.0,1668.0,46.0,34459.0,7986.0
Australia,6825.0,24.0,95.0,0.0,5859.0,871.0,28.0,268.0,4.0,650214.0,25499.0
Egypt,6813.0,348.0,436.0,7.0,1632.0,4745.0,0.0,67.0,4.0,90000.0,879.0
Malaysia,6353.0,55.0,105.0,0.0,4484.0,1764.0,28.0,196.0,3.0,205598.0,6352.0
Finland,5327.0,73.0,240.0,10.0,3500.0,1587.0,49.0,961.0,43.0,103500.0,18680.0
Kuwait,5278.0,295.0,40.0,2.0,1947.0,3291.0,79.0,1236.0,9.0,196397.0,45988.0
Morocco,5053.0,150.0,179.0,5.0,1653.0,3221.0,1.0,137.0,5.0,45302.0,1227.0
Argentina,4783.0,0.0,249.0,3.0,1442.0,3092.0,157.0,106.0,6.0,67920.0,1503.0
Algeria,4648.0,174.0,465.0,2.0,1998.0,2185.0,22.0,106.0,11.0,6500.0,148.0
Moldova,4248.0,127.0,132.0,7.0,1423.0,2693.0,237.0,1053.0,33.0,20447.0,5069.0
Kazakhstan,4049.0,129.0,29.0,2.0,1173.0,2847.0,40.0,216.0,2.0,306861.0,16343.0
Luxembourg,3828.0,4.0,96.0,0.0,3405.0,327.0,21.0,6115.0,153.0,48339.0,77222.0
Bahrain,3533.0,150.0,8.0,0.0,1744.0,1781.0,1.0,2076.0,5.0,149586.0,87910.0
Hungary,3035.0,37.0,351.0,11.0,630.0,2054.0,55.0,314.0,36.0,83958.0,8691.0
Thailand,2987.0,18.0,54.0,0.0,2740.0,193.0,61.0,43.0,0.8,227860.0,3264.0
Afghanistan,2894.0,190.0,90.0,5.0,397.0,2407.0,7.0,74.0,2.0,11068.0,284.0
Ghana,2719.0,550.0,18.0,0.0,294.0,2407.0,4.0,88.0,0.6,129461.0,4166.0
Oman,2637.0,69.0,12.0,0.0,816.0,1809.0,17.0,516.0,2.0,40459.0,7923.0
Greece,2632.0,6.0,146.0,2.0,1374.0,1112.0,35.0,253.0,14.0,80951.0,7767.0
Nigeria,2558.0,0.0,87.0,0.0,400.0,2071.0,4.0,12.0,0.4,18536.0,90.0
Armenia,2507.0,121.0,39.0,4.0,1071.0,1397.0,10.0,846.0,13.0,24942.0,8417.0
Iraq,2346.0,50.0,98.0,1.0,1544.0,704.0,0.0,58.0,2.0,107586.0,2675.0
Uzbekistan,2189.0,40.0,10.0,0.0,1405.0,774.0,8.0,65.0,0.3,325000.0,9710.0
Croatia,2101.0,5.0,80.0,1.0,1522.0,499.0,15.0,512.0,19.0,39040.0,9510.0
Cameroon,2077.0,0.0,64.0,0.0,953.0,1060.0,12.0,78.0,2.0,0.0,0.0
Azerbaijan,1984.0,52.0,26.0,1.0,1480.0,478.0,18.0,196.0,3.0,157932.0,15576.0
Bosnia and Herzegovina,1926.0,69.0,78.0,1.0,855.0,993.0,4.0,587.0,24.0,34378.0,10478.0
Iceland,1799.0,0.0,10.0,0.0,1723.0,66.0,0.0,5272.0,29.0,50477.0,147921.0
Guinea,1710.0,124.0,9.0,2.0,450.0,1251.0,0.0,130.0,0.7,0.0,0.0
Estonia,1703.0,3.0,55.0,0.0,259.0,1389.0,6.0,1284.0,41.0,55784.0,42052.0
Cuba,1668.0,19.0,69.0,2.0,876.0,723.0,9.0,147.0,6.0,55542.0,4904.0
Bulgaria,1652.0,34.0,78.0,5.0,321.0,1253.0,37.0,238.0,11.0,49145.0,7073.0
Bolivia,1594.0,124.0,76.0,5.0,166.0,1352.0,3.0,137.0,7.0,7651.0,655.0
North Macedonia,1518.0,7.0,85.0,1.0,992.0,441.0,21.0,729.0,41.0,17359.0,8332.0
New Zealand,1487.0,0.0,20.0,0.0,1276.0,191.0,0.0,308.0,4.0,152696.0,31665.0
Slovenia,1439.0,0.0,97.0,1.0,241.0,1101.0,20.0,692.0,47.0,57504.0,27660.0
Ivory Coast,1432.0,34.0,17.0,0.0,693.0,722.0,0.0,54.0,0.6,10778.0,409.0
Lithuania,1419.0,9.0,46.0,0.0,638.0,735.0,17.0,521.0,17.0,144029.0,52907.0
Slovakia,1413.0,5.0,25.0,1.0,643.0,745.0,7.0,259.0,5.0,97804.0,17914.0
Senegal,1271.0,89.0,10.0,1.0,415.0,846.0,6.0,76.0,0.6,17787.0,1062.0
Djibouti,1116.0,4.0,2.0,0.0,713.0,401.0,0.0,1130.0,2.0,14222.0,14395.0
Honduras,1055.0,45.0,82.0,6.0,118.0,855.0,10.0,107.0,8.0,4810.0,486.0
Hong Kong,1041.0,1.0,4.0,0.0,900.0,137.0,1.0,139.0,0.5,154989.0,20674.0
Tunisia,1018.0,5.0,43.0,1.0,406.0,569.0,18.0,86.0,4.0,24853.0,2103.0
Latvia,896.0,17.0,16.0,0.0,348.0,532.0,4.0,475.0,8.0,65464.0,34707.0
Cyprus,874.0,2.0,15.0,0.0,296.0,563.0,15.0,724.0,12.0,65725.0,54437.0
Kyrgyzstan,830.0,35.0,10.0,0.0,575.0,245.0,13.0,127.0,2.0,56488.0,8658.0
Albania,803.0,8.0,31.0,0.0,543.0,229.0,7.0,279.0,11.0,9006.0,3129.0
Somalia,756.0,34.0,35.0,3.0,61.0,660.0,2.0,48.0,2.0,0.0,0.0
Niger,755.0,5.0,37.0,1.0,534.0,184.0,0.0,31.0,2.0,5309.0,219.0
Sri Lanka,751.0,33.0,8.0,1.0,194.0,549.0,1.0,35.0,0.4,26842.0,1254.0
Andorra,750.0,2.0,45.0,0.0,499.0,206.0,16.0,9707.0,582.0,1673.0,21653.0
Costa Rica,742.0,3.0,6.0,0.0,399.0,337.0,5.0,146.0,1.0,13988.0,2746.0
Lebanon,740.0,3.0,25.0,0.0,200.0,515.0,43.0,108.0,4.0,41014.0,6009.0
Diamond Princess,712.0,0.0,13.0,0.0,645.0,54.0,4.0,0.0,0.0,0.0,0.0
Guatemala,703.0,15.0,17.0,0.0,72.0,614.0,5.0,39.0,0.9,7200.0,402.0
Mayotte,686.0,36.0,6.0,0.0,352.0,328.0,6.0,2515.0,22.0,3400.0,12463.0
DRC,682.0,8.0,34.0,1.0,80.0,568.0,0.0,8.0,0.4,0.0,0.0
Sudan,678.0,86.0,41.0,0.0,61.0,576.0,0.0,15.0,0.9,0.0,0.0
Burkina Faso,672.0,10.0,46.0,1.0,545.0,81.0,0.0,32.0,2.0,0.0,0.0
Uruguay,655.0,0.0,17.0,0.0,442.0,196.0,10.0,189.0,5.0,21939.0,6316.0
Georgia,593.0,4.0,9.0,0.0,223.0,361.0,6.0,149.0,2.0,15904.0,3987.0
San Marino,582.0,0.0,41.0,0.0,86.0,455.0,5.0,17152.0,1208.0,2457.0,72412.0
Mali,580.0,17.0,29.0,2.0,223.0,328.0,0.0,29.0,1.0,2172.0,107.0
El Salvador,555.0,65.0,13.0,2.0,180.0,362.0,3.0,86.0,2.0,30387.0,4685.0
Channel Islands,544.0,0.0,41.0,0.0,406.0,97.0,0.0,3129.0,236.0,5342.0,30725.0
Maldives,541.0,14.0,1.0,0.0,18.0,522.0,2.0,1001.0,2.0,8327.0,15405.0
Kenya,490.0,25.0,24.0,0.0,173.0,293.0,2.0,9.0,0.4,24784.0,461.0
Tanzania,480.0,0.0,16.0,0.0,167.0,297.0,7.0,8.0,0.3,0.0,0.0
Malta,480.0,3.0,4.0,0.0,399.0,77.0,1.0,1087.0,9.0,36204.0,81994.0
Jamaica,469.0,6.0,9.0,1.0,38.0,422.0,2.0,158.0,3.0,5633.0,1902.0
Jordan,465.0,4.0,9.0,0.0,370.0,86.0,5.0,46.0,0.9,87618.0,8587.0
Taiwan,438.0,6.0,6.0,0.0,334.0,98.0,0.0,18.0,0.3,64436.0,2705.0
Réunion,424.0,1.0,0.0,0.0,300.0,124.0,2.0,474.0,0.0,0.0,0.0
Paraguay,396.0,26.0,10.0,0.0,126.0,260.0,7.0,56.0,1.0,10766.0,1509.0
Gabon,367.0,32.0,6.0,1.0,93.0,268.0,1.0,165.0,3.0,724.0,325.0
Palestine,362.0,9.0,2.0,0.0,102.0,258.0,0.0,71.0,0.4,32200.0,6312.0
Venezuela,357.0,0.0,10.0,0.0,158.0,189.0,1.0,13.0,0.4,482953.0,16984.0
Mauritius,332.0,0.0,10.0,0.0,316.0,6.0,3.0,261.0,8.0,18398.0,14466.0
Isle of Man,325.0,4.0,23.0,1.0,271.0,31.0,21.0,3822.0,270.0,3339.0,39267.0
Montenegro,323.0,1.0,8.0,0.0,253.0,62.0,2.0,514.0,13.0,7816.0,12445.0
Equatorial Guinea,315.0,0.0,3.0,2.0,13.0,299.0,0.0,225.0,2.0,854.0,609.0
Vietnam,271.0,0.0,0.0,0.0,219.0,52.0,8.0,3.0,0.0,261004.0,2681.0
Rwanda,261.0,2.0,0.0,0.0,128.0,133.0,0.0,20.0,0.0,35096.0,2710.0
Guinea-Bissau,257.0,0.0,1.0,0.0,19.0,237.0,0.0,131.0,0.5,1500.0,762.0
Congo,236.0,7.0,10.0,1.0,26.0,200.0,0.0,43.0,2.0,0.0,0.0
Tajikistan,230.0,102.0,3.0,1.0,0.0,227.0,0.0,24.0,0.3,0.0,0.0
Faeroe Islands,187.0,0.0,0.0,0.0,185.0,2.0,0.0,3827.0,0.0,8066.0,165074.0
Martinique,181.0,2.0,14.0,0.0,83.0,84.0,5.0,482.0,37.0,0.0,0.0
Sierra Leone,178.0,12.0,9.0,1.0,37.0,132.0,0.0,22.0,1.0,0.0,0.0
Cabo Verde,175.0,10.0,2.0,0.0,37.0,136.0,0.0,315.0,4.0,791.0,1423.0
Liberia,166.0,8.0,18.0,0.0,58.0,90.0,0.0,33.0,4.0,0.0,0.0
Myanmar,161.0,6.0,6.0,0.0,49.0,106.0,0.0,3.0,0.1,9025.0,166.0
Guadeloupe,152.0,0.0,12.0,0.0,98.0,42.0,5.0,380.0,30.0,0.0,0.0
Madagascar,149.0,0.0,0.0,0.0,99.0,50.0,1.0,5.0,0.0,3772.0,136.0
Gibraltar,144.0,0.0,0.0,0.0,133.0,11.0,0.0,4274.0,0.0,2931.0,86997.0
Ethiopia,140.0,5.0,3.0,0.0,75.0,62.0,0.0,1.0,0.03,24088.0,210.0
