Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,465685.0,1467.0,15747.0,120.0,28572.0,421366.0,10232.0,0.0,0.0,0.0,0.0
Europe,758498.0,13582.0,62427.0,1161.0,174454.0,521617.0,30532.0,0.0,0.0,0.0,0.0
Asia,257967.0,4658.0,9739.0,211.0,128337.0,119891.0,6383.0,0.0,0.0,0.0,0.0
South America,36034.0,572.0,1417.0,23.0,3734.0,30883.0,1116.0,0.0,0.0,0.0,0.0
Oceania,7429.0,81.0,52.0,1.0,3305.0,4072.0,85.0,0.0,0.0,0.0,0.0
Africa,12152.0,166.0,580.0,4.0,1500.0,10072.0,154.0,0.0,0.0,0.0,0.0
0,721.0,0.0,13.0,0.0,619.0,89.0,10.0,0.0,0.0,0.0,0.0
World,1538486.0,20526.0,89975.0,1520.0,340521.0,1107990.0,48512.0,197.0,11.5,0.0,0.0
USA,435941.0,1014.0,14865.0,77.0,22941.0,398135.0,9281.0,1317.0,45.0,2242703.0,6775.0
Spain,152446.0,4226.0,15238.0,446.0,52165.0,85043.0,7371.0,3261.0,326.0,355000.0,7593.0
Italy,139422.0,0.0,17669.0,0.0,26491.0,95262.0,3693.0,2306.0,292.0,807125.0,13349.0
Germany,113615.0,319.0,2349.0,0.0,46300.0,64966.0,4895.0,1356.0,28.0,1317887.0,15730.0
France,112950.0,0.0,10869.0,0.0,21254.0,80827.0,7148.0,1730.0,167.0,224254.0,3436.0
Iran,66220.0,1634.0,4110.0,117.0,32309.0,29801.0,3918.0,788.0,49.0,231393.0,2755.0
UK,60733.0,0.0,7097.0,0.0,135.0,53501.0,1559.0,895.0,105.0,282074.0,4155.0
Turkey,38226.0,0.0,812.0,0.0,1846.0,35568.0,1492.0,453.0,10.0,247768.0,2938.0
Belgium,24983.0,1580.0,2523.0,283.0,5164.0,17296.0,1285.0,2156.0,218.0,84248.0,7269.0
Switzerland,23799.0,519.0,937.0,42.0,9900.0,12962.0,386.0,2750.0,108.0,178500.0,20625.0
