Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,629095.0,2031.0,25226.0,114.0,47808.0,556061.0,13881.0,0.0,0.0,0.0,0.0
Europe,923280.0,15894.0,81787.0,1798.0,240179.0,601314.0,29269.0,0.0,0.0,0.0,0.0
Asia,315341.0,5101.0,11570.0,219.0,154325.0,149446.0,6458.0,0.0,0.0,0.0,0.0
South America,55255.0,561.0,2286.0,38.0,9915.0,43054.0,1167.0,0.0,0.0,0.0,0.0
Oceania,7857.0,58.0,70.0,4.0,4227.0,3560.0,85.0,0.0,0.0,0.0,0.0
Africa,16306.0,362.0,840.0,2.0,3136.0,12330.0,178.0,0.0,0.0,0.0,0.0
0,721.0,0.0,14.0,0.0,639.0,68.0,7.0,0.0,0.0,0.0,0.0
World,1947855.0,24007.0,121793.0,2175.0,460229.0,1365833.0,51045.0,250.0,15.6,0.0,0.0
USA,588465.0,1524.0,23711.0,71.0,37326.0,527428.0,12772.0,1778.0,72.0,2961818.0,8948.0
Spain,172541.0,2442.0,18056.0,300.0,67504.0,86981.0,7371.0,3690.0,386.0,600000.0,12833.0
Italy,159516.0,0.0,20465.0,0.0,35435.0,103616.0,3260.0,2638.0,338.0,1046910.0,17315.0
France,136779.0,0.0,14967.0,0.0,27718.0,94094.0,6821.0,2095.0,229.0,333807.0,5114.0
Germany,130434.0,362.0,3220.0,26.0,68200.0,59014.0,4288.0,1557.0,38.0,1317887.0,15730.0
UK,93873.0,5252.0,12107.0,778.0,0.0,81422.0,1559.0,1383.0,178.0,382650.0,5637.0
Iran,74877.0,1574.0,4683.0,98.0,48129.0,22065.0,3691.0,891.0,56.0,287359.0,3421.0
Turkey,61049.0,0.0,1296.0,0.0,3957.0,55796.0,1786.0,724.0,15.0,410556.0,4868.0
Belgium,31119.0,530.0,4157.0,254.0,6868.0,20094.0,1223.0,2685.0,359.0,102151.0,8814.0
Netherlands,27419.0,868.0,2945.0,122.0,250.0,24224.0,1358.0,1600.0,172.0,134972.0,7877.0
Switzerland,25913.0,225.0,1162.0,24.0,13700.0,11051.0,386.0,2994.0,134.0,199000.0,22993.0
Canada,25680.0,0.0,780.0,0.0,7756.0,17144.0,557.0,680.0,21.0,437475.0,11591.0
Brazil,23955.0,525.0,1361.0,33.0,2979.0,19615.0,296.0,113.0,6.0,62985.0,296.0
Russia,21102.0,2774.0,170.0,22.0,1694.0,19238.0,8.0,145.0,1.0,1400000.0,9593.0
Portugal,17448.0,514.0,567.0,32.0,347.0,16534.0,218.0,1711.0,56.0,182707.0,17918.0
Austria,14159.0,118.0,384.0,16.0,7633.0,6142.0,243.0,1572.0,43.0,151796.0,16854.0
Israel,11868.0,282.0,117.0,1.0,2000.0,9751.0,181.0,1371.0,14.0,117339.0,13557.0
Sweden,11445.0,497.0,1033.0,114.0,381.0,10031.0,915.0,1133.0,102.0,54700.0,5416.0
Ireland,10647.0,0.0,365.0,0.0,25.0,10257.0,194.0,2156.0,74.0,72000.0,14581.0
S. Korea,10564.0,27.0,222.0,5.0,7534.0,2808.0,55.0,206.0,4.0,527438.0,10288.0
India,10541.0,88.0,358.0,0.0,1205.0,8978.0,0.0,8.0,0.3,206212.0,149.0
Peru,9784.0,0.0,216.0,0.0,2642.0,6926.0,143.0,297.0,7.0,87116.0,2642.0
Japan,7645.0,27.0,143.0,0.0,799.0,6703.0,135.0,60.0,1.0,78702.0,622.0
Ecuador,7529.0,0.0,355.0,0.0,597.0,6577.0,121.0,427.0,20.0,24553.0,1392.0
Chile,7525.0,0.0,82.0,0.0,2367.0,5076.0,387.0,394.0,4.0,85035.0,4448.0
Poland,7049.0,115.0,251.0,6.0,618.0,6180.0,160.0,186.0,7.0,148321.0,3919.0
Romania,6879.0,246.0,351.0,20.0,1051.0,5477.0,241.0,358.0,18.0,70097.0,3644.0
Norway,6623.0,20.0,139.0,5.0,32.0,6452.0,59.0,1222.0,26.0,128569.0,23716.0
Denmark,6496.0,178.0,299.0,14.0,2515.0,3682.0,100.0,1122.0,52.0,73919.0,12762.0
