Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 Armenia ,15.0,7.0,0.0,0.0,0.0,15.0,0.0,5.1
 North Macedonia ,13.0,0.0,0.0,0.0,1.0,12.0,0.0,6.2
 Moldova ,12.0,6.0,0.0,0.0,0.0,12.0,0.0,3.0
 Afghanistan ,11.0,4.0,0.0,0.0,0.0,11.0,0.0,0.3
 Dominican Republic ,11.0,6.0,0.0,0.0,0.0,11.0,0.0,1.0
 Macao ,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
 Sri Lanka ,10.0,4.0,0.0,0.0,1.0,9.0,0.0,0.5
 Bolivia ,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9
 Maldives ,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0
 Faeroe Islands ,9.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0
 Lithuania ,8.0,2.0,0.0,0.0,1.0,7.0,0.0,2.9
 Jamaica ,8.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7
 Cambodia ,7.0,0.0,0.0,0.0,1.0,6.0,0.0,0.4
 French Guiana ,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
 Paraguay ,7.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0
 New Zealand ,6.0,0.0,0.0,0.0,0.0,6.0,0.0,1.2
 Kazakhstan ,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.3
 Martinique ,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
 Bangladesh ,5.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0
 Réunion ,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
 Turkey ,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1
 Cuba ,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4
 Liechtenstein ,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
 Uruguay ,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2
 Ukraine ,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1
 Channel Islands ,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
 French Polynesia ,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
 Honduras ,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3
 Puerto Rico ,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
 Monaco ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Nigeria ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Aruba ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Burkina Faso ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 Cameroon ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 DRC ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Ghana ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 Namibia ,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.8
 Saint Martin ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
 Trinidad and Tobago ,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.4
 Venezuela ,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
 Guyana ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Sudan ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Andorra ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Jordan ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
 Nepal ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 Antigua and Barbuda ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Bhutan ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Cayman Islands ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Ivory Coast ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Curaçao ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Ethiopia ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Gabon ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4
 Gibraltar ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
 Guadeloupe ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Guatemala ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
 Guinea ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
 Vatican City ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Kenya ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Mauritania ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
 Mongolia ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3
 Rwanda ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1
 St. Barth ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Saint Lucia ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 St. Vincent Grenadines ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Suriname ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
 Eswatini ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9
 Togo ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
 U.S. Virgin Islands ,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
