Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,847126.0,27043.0,45172.0,1835.0,88105.0,713849.0,14720.0,0.0,0.0,0.0,0.0
Europe,1112592.0,23336.0,104335.0,2499.0,321520.0,686737.0,26126.0,0.0,0.0,0.0,0.0
Asia,395655.0,12498.0,15105.0,319.0,186195.0,194355.0,6310.0,0.0,0.0,0.0,0.0
South America,86013.0,3761.0,4320.0,471.0,36951.0,44742.0,9053.0,0.0,0.0,0.0,0.0
Oceania,8157.0,17.0,83.0,0.0,5252.0,2822.0,53.0,0.0,0.0,0.0,0.0
Africa,23790.0,824.0,1161.0,36.0,6352.0,16277.0,175.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2474054.0,67479.0,170191.0,5160.0,645019.0,1658844.0,56444.0,317.0,21.8,0.0,0.0
USA,788690.0,24054.0,42263.0,1688.0,71781.0,674646.0,13634.0,2383.0,128.0,3993124.0,12064.0
Spain,200210.0,1536.0,20852.0,399.0,80587.0,98771.0,7371.0,4282.0,446.0,930230.0,19896.0
Italy,181228.0,2256.0,24114.0,454.0,48877.0,108237.0,2573.0,2997.0,399.0,1398024.0,23122.0
France,155383.0,2489.0,20265.0,547.0,37409.0,97709.0,5683.0,2380.0,310.0,463662.0,7103.0
Germany,146653.0,911.0,4706.0,64.0,91500.0,50447.0,2889.0,1750.0,56.0,1728357.0,20629.0
UK,124743.0,4676.0,16509.0,449.0,0.0,107890.0,1559.0,1838.0,243.0,501379.0,7386.0
Turkey,90980.0,4674.0,2140.0,123.0,13430.0,75410.0,1909.0,1079.0,25.0,673980.0,7991.0
Iran,83505.0,1294.0,5209.0,91.0,59273.0,19023.0,3389.0,994.0,62.0,353012.0,4203.0
Russia,47121.0,4268.0,405.0,44.0,3446.0,43270.0,700.0,323.0,3.0,2053319.0,14070.0
Brazil,40581.0,1927.0,2845.0,383.0,22130.0,15606.0,7919.0,191.0,13.0,62985.0,296.0
Belgium,39983.0,1487.0,5828.0,145.0,8895.0,25260.0,1071.0,3450.0,503.0,161896.0,13969.0
Canada,36670.0,1614.0,1680.0,93.0,12197.0,22793.0,557.0,972.0,45.0,549349.0,14555.0
Netherlands,33405.0,750.0,3751.0,67.0,250.0,29404.0,1158.0,1950.0,219.0,171415.0,10004.0
Switzerland,27944.0,204.0,1429.0,36.0,18600.0,7915.0,386.0,3229.0,165.0,224442.0,25933.0
Portugal,20863.0,657.0,735.0,21.0,610.0,19518.0,215.0,2046.0,72.0,235878.0,23133.0
India,18539.0,924.0,592.0,33.0,3273.0,14674.0,0.0,13.0,0.4,401586.0,291.0
Peru,16325.0,697.0,445.0,45.0,6968.0,8912.0,385.0,495.0,13.0,148011.0,4489.0
Ireland,15652.0,401.0,687.0,77.0,77.0,14888.0,294.0,3170.0,139.0,90646.0,18358.0
Austria,14795.0,46.0,470.0,18.0,10631.0,3694.0,194.0,1643.0,52.0,182949.0,20313.0
Sweden,14777.0,392.0,1580.0,40.0,550.0,12647.0,521.0,1463.0,156.0,74600.0,7387.0
Israel,13713.0,222.0,177.0,5.0,4049.0,9487.0,149.0,1584.0,20.0,240303.0,27763.0
Japan,10797.0,0.0,236.0,0.0,1159.0,9402.0,217.0,85.0,2.0,112816.0,892.0
S. Korea,10674.0,13.0,236.0,2.0,8114.0,2324.0,55.0,208.0,5.0,563035.0,10982.0
Chile,10507.0,419.0,139.0,6.0,4676.0,5692.0,377.0,550.0,7.0,118827.0,6216.0
Saudi Arabia,10484.0,1122.0,103.0,6.0,1490.0,8891.0,88.0,301.0,3.0,180000.0,5170.0
Ecuador,10128.0,660.0,507.0,33.0,1150.0,8471.0,124.0,574.0,29.0,32453.0,1839.0
Poland,9593.0,306.0,380.0,20.0,1133.0,8080.0,160.0,253.0,10.0,214236.0,5661.0
Romania,8936.0,190.0,478.0,27.0,2017.0,6441.0,261.0,465.0,25.0,98491.0,5120.0
Pakistan,8418.0,70.0,176.0,8.0,1970.0,6272.0,46.0,38.0,0.8,104302.0,472.0
