Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1287572.0,28970.0,75044.0,1264.0,220927.0,991601.0,17386.0,0.0,0.0,0.0,0.0
Europe,1447338.0,22952.0,140578.0,1168.0,540667.0,766093.0,17271.0,0.0,0.0,0.0,0.0
Asia,558476.0,12666.0,19604.0,265.0,294315.0,244557.0,5366.0,0.0,0.0,0.0,0.0
South America,211312.0,11562.0,10819.0,576.0,71856.0,128637.0,9853.0,0.0,0.0,0.0,0.0
Oceania,8390.0,22.0,115.0,2.0,7165.0,1110.0,31.0,0.0,0.0,0.0,0.0
Africa,45027.0,1293.0,1795.0,32.0,15050.0,28182.0,130.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3558836.0,77465.0,247970.0,3307.0,1150625.0,2160241.0,50041.0,457.0,31.8,0.0,0.0
USA,1184711.0,23937.0,68489.0,1045.0,178219.0,938003.0,16139.0,3579.0,207.0,7174746.0,21676.0
Spain,247122.0,1533.0,25264.0,164.0,148558.0,73300.0,2386.0,5285.0,540.0,1633066.0,34928.0
Italy,210717.0,1389.0,28884.0,174.0,81654.0,100179.0,1501.0,3485.0,478.0,2153772.0,35622.0
UK,186599.0,4339.0,28446.0,315.0,0.0,157809.0,1559.0,2749.0,419.0,1206405.0,17771.0
France,168693.0,297.0,24895.0,135.0,50784.0,93014.0,3819.0,2584.0,381.0,1100228.0,16856.0
Germany,165532.0,565.0,6845.0,33.0,130600.0,28087.0,1979.0,1976.0,82.0,2547052.0,30400.0
Russia,134687.0,10633.0,1280.0,58.0,16639.0,116768.0,2300.0,923.0,9.0,4100000.0,28095.0
Turkey,126045.0,1670.0,3397.0,61.0,63151.0,59497.0,1424.0,1495.0,40.0,1135367.0,13462.0
Brazil,101147.0,4588.0,7025.0,275.0,40937.0,53185.0,8318.0,476.0,33.0,339552.0,1597.0
Iran,97424.0,976.0,6203.0,47.0,78422.0,12799.0,2690.0,1160.0,74.0,496273.0,5909.0
Canada,59378.0,2664.0,3681.0,115.0,24729.0,30968.0,557.0,1573.0,98.0,893490.0,23674.0
Belgium,49906.0,389.0,7844.0,79.0,12309.0,29753.0,674.0,4306.0,677.0,423971.0,36582.0
Peru,45928.0,3394.0,1286.0,86.0,13550.0,31092.0,679.0,1393.0,39.0,375096.0,11376.0
India,42505.0,2806.0,1391.0,68.0,11775.0,29339.0,0.0,31.0,1.0,1046450.0,758.0
Netherlands,40571.0,335.0,5056.0,69.0,0.0,35265.0,688.0,2368.0,295.0,225899.0,13184.0
Switzerland,29905.0,88.0,1762.0,0.0,24500.0,3643.0,141.0,3455.0,204.0,280220.0,32378.0
Ecuador,29538.0,2074.0,1564.0,193.0,3300.0,24674.0,149.0,1674.0,89.0,78659.0,4458.0
Saudi Arabia,27011.0,1552.0,184.0,8.0,4134.0,22693.0,139.0,776.0,5.0,352555.0,10127.0
Portugal,25282.0,92.0,1043.0,20.0,1689.0,22550.0,144.0,2479.0,102.0,426836.0,41860.0
Sweden,22317.0,235.0,2679.0,10.0,1005.0,18633.0,403.0,2210.0,265.0,119500.0,11833.0
Mexico,22088.0,1349.0,2061.0,89.0,13447.0,6580.0,378.0,171.0,16.0,93791.0,727.0
Ireland,21506.0,330.0,1303.0,17.0,13386.0,6817.0,98.0,4355.0,264.0,169377.0,34302.0
Pakistan,20084.0,1062.0,457.0,20.0,5114.0,14513.0,111.0,91.0,2.0,203025.0,919.0
