Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1062250.0,27236.0,59899.0,1300.0,145909.0,856442.0,16394.0,0.0,0.0,0.0,0.0
Europe,1276495.0,23998.0,121853.0,1735.0,435694.0,718948.0,25260.0,0.0,0.0,0.0,0.0
Asia,472033.0,11369.0,17232.0,281.0,227906.0,226895.0,6041.0,0.0,0.0,0.0,0.0
South America,136598.0,5449.0,6207.0,203.0,49582.0,80809.0,9699.0,0.0,0.0,0.0,0.0
Oceania,8282.0,25.0,101.0,3.0,6751.0,1430.0,45.0,0.0,0.0,0.0,0.0
Africa,32562.0,1460.0,1421.0,42.0,10001.0,21140.0,140.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,2988941.0,69537.0,206728.0,3564.0,876488.0,1905725.0,57583.0,383.0,26.5,0.0,0.0
USA,985060.0,24409.0,55357.0,1101.0,118735.0,810968.0,15135.0,2976.0,167.0,5453126.0,16475.0
Spain,226629.0,2870.0,23190.0,288.0,117727.0,85712.0,7764.0,4847.0,496.0,1199548.0,25656.0
Italy,197675.0,2324.0,26644.0,260.0,64928.0,106103.0,2009.0,3269.0,441.0,1757659.0,29071.0
France,162100.0,612.0,22856.0,242.0,44903.0,94341.0,4682.0,2483.0,350.0,463662.0,7103.0
Germany,157495.0,982.0,5944.0,67.0,112000.0,39551.0,2570.0,1880.0,71.0,2072669.0,24738.0
UK,152840.0,4463.0,20732.0,413.0,0.0,131764.0,1559.0,2251.0,305.0,669850.0,9867.0
Turkey,110130.0,2357.0,2805.0,99.0,29140.0,78185.0,1776.0,1306.0,33.0,898742.0,10656.0
Iran,90481.0,1153.0,5710.0,60.0,69657.0,15114.0,3079.0,1077.0,68.0,421313.0,5016.0
Russia,80949.0,6361.0,747.0,66.0,6767.0,73435.0,2300.0,555.0,5.0,2877699.0,19719.0
Brazil,61888.0,2692.0,4205.0,160.0,30152.0,27531.0,8318.0,291.0,20.0,291922.0,1373.0
Canada,46644.0,1290.0,2560.0,95.0,17239.0,26845.0,557.0,1236.0,68.0,684271.0,18130.0
Belgium,46134.0,809.0,7094.0,177.0,10785.0,28255.0,891.0,3981.0,612.0,189067.0,16313.0
Netherlands,37845.0,655.0,4475.0,66.0,0.0,33120.0,934.0,2209.0,261.0,193950.0,11319.0
Switzerland,29061.0,167.0,1610.0,11.0,21300.0,6151.0,204.0,3358.0,186.0,245300.0,28343.0
India,27890.0,1607.0,882.0,57.0,6523.0,20485.0,0.0,20.0,0.6,625309.0,453.0
Peru,27517.0,2186.0,728.0,28.0,8088.0,18701.0,554.0,835.0,22.0,232747.0,7059.0
Portugal,23864.0,472.0,903.0,23.0,1329.0,21632.0,182.0,2340.0,89.0,330512.0,32414.0
Ecuador,22719.0,0.0,576.0,0.0,1366.0,20777.0,127.0,1288.0,33.0,56513.0,3203.0
Ireland,19262.0,701.0,1087.0,24.0,9233.0,8942.0,142.0,3901.0,220.0,127319.0,25785.0
Sweden,18640.0,463.0,2194.0,2.0,1005.0,15441.0,399.0,1846.0,217.0,94500.0,9357.0
Saudi Arabia,17522.0,1223.0,139.0,3.0,2357.0,15026.0,115.0,503.0,4.0,200000.0,5745.0
Israel,15443.0,145.0,201.0,2.0,6731.0,8511.0,133.0,1784.0,23.0,302691.0,34971.0
Austria,15225.0,77.0,542.0,6.0,12282.0,2401.0,145.0,1690.0,60.0,227631.0,25274.0
Mexico,13842.0,970.0,1305.0,84.0,7149.0,5388.0,378.0,107.0,10.0,65500.0,508.0
Singapore,13624.0,931.0,12.0,0.0,1060.0,12552.0,22.0,2329.0,2.0,121774.0,20815.0
Chile,13331.0,473.0,189.0,8.0,7024.0,6118.0,418.0,697.0,10.0,155975.0,8159.0
Pakistan,13328.0,605.0,281.0,12.0,2936.0,10111.0,111.0,60.0,1.0,144365.0,654.0
Japan,13231.0,0.0,360.0,0.0,1656.0,11215.0,287.0,105.0,3.0,147454.0,1166.0
Poland,11617.0,344.0,535.0,11.0,2265.0,8817.0,160.0,307.0,14.0,290633.0,7679.0
