Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80849.0,25.0,3199.0,10.0,66931.0,10719.0,3226.0,56.2
 Italy ,24747.0,3590.0,1809.0,368.0,2335.0,20603.0,1672.0,409.3
 Iran ,13938.0,1209.0,724.0,113.0,4590.0,8624.0,0.0,165.9
 S. Korea ,8162.0,76.0,75.0,3.0,834.0,7253.0,59.0,159.2
 Spain ,7798.0,1407.0,292.0,96.0,517.0,6989.0,272.0,166.8
 Germany ,5813.0,1214.0,11.0,2.0,46.0,5756.0,2.0,69.4
 France ,5423.0,954.0,127.0,36.0,12.0,5284.0,400.0,83.1
 USA ,3377.0,434.0,63.0,6.0,59.0,3255.0,10.0,10.2
 Switzerland ,2217.0,842.0,14.0,1.0,4.0,2199.0,0.0,256.2
 UK ,1372.0,232.0,35.0,14.0,20.0,1317.0,20.0,20.2
 Norway ,1246.0,137.0,3.0,0.0,1.0,1242.0,27.0,229.8
 Netherlands ,1135.0,176.0,20.0,8.0,2.0,1113.0,45.0,66.2
 Sweden ,1040.0,79.0,3.0,1.0,1.0,1036.0,2.0,103.0
 Belgium ,886.0,197.0,4.0,0.0,1.0,881.0,33.0,76.4
 Denmark ,864.0,28.0,2.0,1.0,1.0,861.0,2.0,149.2
 Austria ,860.0,205.0,1.0,0.0,6.0,853.0,1.0,95.5
 Japan ,839.0,35.0,24.0,2.0,144.0,671.0,36.0,6.6
 Diamond Princess ,696.0,0.0,7.0,0.0,456.0,233.0,15.0,0.0
 Malaysia ,428.0,190.0,0.0,0.0,42.0,386.0,9.0,13.2
 Qatar ,401.0,64.0,0.0,0.0,4.0,397.0,0.0,139.2
 Greece ,331.0,103.0,4.0,1.0,8.0,319.0,5.0,31.8
 Canada ,317.0,65.0,1.0,0.0,11.0,305.0,1.0,8.4
 Australia ,300.0,52.0,5.0,2.0,27.0,268.0,1.0,11.8
 Czechia ,253.0,64.0,0.0,0.0,0.0,253.0,2.0,23.6
 Portugal ,245.0,76.0,0.0,0.0,2.0,243.0,9.0,24.0
 Finland ,244.0,19.0,0.0,0.0,10.0,234.0,0.0,44.0
 Singapore ,226.0,14.0,0.0,0.0,105.0,121.0,11.0,38.6
 Slovenia ,219.0,38.0,1.0,0.0,0.0,218.0,3.0,105.3
 Bahrain ,214.0,2.0,0.0,0.0,60.0,154.0,2.0,125.8
 Israel ,213.0,20.0,0.0,0.0,4.0,209.0,2.0,24.6
 Estonia ,171.0,56.0,0.0,0.0,1.0,170.0,0.0,128.9
 Iceland ,171.0,10.0,0.0,0.0,0.0,171.0,1.0,0.0
 Ireland ,170.0,41.0,2.0,0.0,1.0,167.0,6.0,34.4
 Hong Kong ,149.0,7.0,4.0,0.0,81.0,64.0,4.0,19.9
 Philippines ,140.0,29.0,11.0,3.0,2.0,127.0,1.0,1.3
 Romania ,139.0,16.0,0.0,0.0,9.0,130.0,1.0,7.2
 Iraq ,124.0,14.0,10.0,0.0,26.0,88.0,0.0,3.1
 Poland ,123.0,19.0,3.0,0.0,13.0,107.0,3.0,3.2
 Brazil ,121.0,0.0,0.0,0.0,1.0,120.0,2.0,0.6
 Saudi Arabia ,118.0,15.0,0.0,0.0,2.0,116.0,0.0,3.4
 Indonesia ,117.0,21.0,5.0,0.0,8.0,104.0,0.0,0.4
 Thailand ,114.0,32.0,1.0,0.0,35.0,78.0,1.0,1.6
 India ,112.0,12.0,2.0,0.0,13.0,97.0,0.0,0.1
 Kuwait ,112.0,8.0,0.0,0.0,9.0,103.0,4.0,26.2
 Egypt ,110.0,0.0,2.0,0.0,27.0,81.0,0.0,1.1
 San Marino ,101.0,0.0,5.0,0.0,4.0,92.0,3.0,0.0
 Lebanon ,99.0,6.0,3.0,0.0,1.0,95.0,3.0,14.5
 UAE ,98.0,13.0,0.0,0.0,20.0,78.0,2.0,9.9
 Chile ,75.0,14.0,0.0,0.0,0.0,75.0,0.0,3.9
 Peru ,71.0,28.0,0.0,0.0,0.0,71.0,0.0,2.2
 Russia ,63.0,4.0,0.0,0.0,8.0,55.0,0.0,0.4
 Slovakia ,61.0,17.0,0.0,0.0,0.0,61.0,0.0,11.2
 South Africa ,61.0,23.0,0.0,0.0,0.0,61.0,0.0,1.0
 Luxembourg ,59.0,8.0,1.0,0.0,0.0,58.0,0.0,0.0
 Taiwan ,59.0,6.0,1.0,0.0,20.0,38.0,0.0,2.5
 Vietnam ,56.0,3.0,0.0,0.0,16.0,40.0,0.0,0.6
 Pakistan ,53.0,20.0,0.0,0.0,2.0,51.0,0.0,0.2
 Bulgaria ,51.0,10.0,2.0,0.0,0.0,49.0,0.0,7.3
 Brunei ,50.0,10.0,0.0,0.0,0.0,50.0,0.0,0.0
 Croatia ,49.0,10.0,0.0,0.0,2.0,47.0,0.0,11.9
 Algeria ,48.0,9.0,4.0,1.0,10.0,34.0,0.0,1.1
 Serbia ,48.0,2.0,0.0,0.0,1.0,47.0,1.0,5.5
 Argentina ,45.0,0.0,2.0,0.0,0.0,43.0,1.0,1.0
 Panama ,43.0,0.0,1.0,0.0,0.0,42.0,0.0,10.0
 Mexico ,43.0,17.0,0.0,0.0,4.0,39.0,1.0,0.3
 Albania ,42.0,4.0,1.0,0.0,0.0,41.0,2.0,14.6
 Cyprus ,39.0,13.0,0.0,0.0,0.0,39.0,1.0,32.3
 Palestine ,38.0,0.0,0.0,0.0,0.0,38.0,0.0,7.4
 Colombia ,34.0,10.0,0.0,0.0,0.0,34.0,0.0,0.7
 Georgia ,33.0,3.0,0.0,0.0,1.0,32.0,1.0,8.3
 Hungary ,32.0,2.0,1.0,1.0,1.0,30.0,0.0,3.3
 Latvia ,30.0,4.0,0.0,0.0,1.0,29.0,0.0,15.9
 Ecuador ,28.0,0.0,2.0,0.0,0.0,26.0,1.0,1.6
 Morocco ,28.0,10.0,1.0,0.0,1.0,26.0,1.0,0.8
 Belarus ,27.0,0.0,0.0,0.0,3.0,24.0,0.0,2.9
 Costa Rica ,27.0,0.0,0.0,0.0,0.0,27.0,1.0,5.3
 Armenia ,26.0,6.0,0.0,0.0,0.0,26.0,0.0,8.8
 Senegal ,24.0,0.0,0.0,0.0,2.0,22.0,0.0,1.4
 Bosnia and Herzegovina ,24.0,3.0,0.0,0.0,0.0,24.0,0.0,7.3
 Azerbaijan ,23.0,4.0,1.0,0.0,6.0,16.0,0.0,2.3
 Moldova ,23.0,11.0,0.0,0.0,0.0,23.0,0.0,5.7
 Oman ,22.0,2.0,0.0,0.0,9.0,13.0,0.0,4.3
 Malta ,21.0,3.0,0.0,0.0,2.0,19.0,0.0,0.0
 Tunisia ,20.0,2.0,0.0,0.0,0.0,20.0,2.0,1.7
 North Macedonia ,19.0,0.0,0.0,0.0,1.0,18.0,0.0,9.1
 Sri Lanka ,18.0,8.0,0.0,0.0,1.0,17.0,0.0,0.8
 Afghanistan ,16.0,5.0,0.0,0.0,1.0,15.0,0.0,0.4
 Maldives ,13.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0
 Cambodia ,12.0,5.0,0.0,0.0,1.0,11.0,0.0,0.7
 Lithuania ,12.0,3.0,0.0,0.0,1.0,11.0,0.0,4.4
 Macao ,11.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0
 Dominican Republic ,11.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
 Faeroe Islands ,11.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0
 Jordan ,10.0,9.0,0.0,0.0,1.0,9.0,0.0,1.0
