Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
Asia,310329.0,11485.0,11351.0,347.0,150686.0,148292.0,6650.0,0.0,0.0,0.0,0.0
North America,627064.0,28769.0,25112.0,1636.0,47293.0,554659.0,13863.0,0.0,0.0,0.0,0.0
Europe,907386.0,26276.0,79989.0,3221.0,231946.0,595451.0,29807.0,0.0,0.0,0.0,0.0
South America,54694.0,4113.0,2248.0,167.0,7061.0,45385.0,1153.0,0.0,0.0,0.0,0.0
Oceania,7799.0,67.0,66.0,3.0,4041.0,3692.0,84.0,0.0,0.0,0.0,0.0
Africa,15944.0,862.0,838.0,47.0,3045.0,12061.0,178.0,0.0,0.0,0.0,0.0
0,721.0,0.0,14.0,0.0,639.0,68.0,7.0,0.0,0.0,0.0,0.0
World,1923937.0,71572.0,119618.0,5421.0,444711.0,1359608.0,51742.0,247.0,15.3,0.0,0.0
China,82249.0,89.0,3341.0,0.0,77738.0,1170.0,116.0,57.0,2.0,0.0,0.0
USA,586941.0,26641.0,23640.0,1535.0,36948.0,526353.0,12772.0,1773.0,71.0,2943955.0,8894.0
Spain,170099.0,3268.0,17756.0,547.0,64727.0,87616.0,7371.0,3638.0,380.0,600000.0,12833.0
Italy,159516.0,3153.0,20465.0,566.0,35435.0,103616.0,3260.0,2638.0,338.0,1046910.0,17315.0
France,136779.0,4188.0,14967.0,574.0,27718.0,94094.0,6821.0,2095.0,229.0,333807.0,5114.0
Germany,130072.0,2218.0,3194.0,172.0,64300.0,62578.0,4895.0,1552.0,38.0,1317887.0,15730.0
UK,88621.0,4342.0,11329.0,717.0,0.0,76948.0,1559.0,1305.0,167.0,367667.0,5416.0
Iran,73303.0,1617.0,4585.0,111.0,45983.0,22735.0,3877.0,873.0,55.0,275427.0,3279.0
Turkey,61049.0,4093.0,1296.0,98.0,3957.0,55796.0,1786.0,724.0,15.0,410556.0,4868.0
Belgium,30589.0,942.0,3903.0,303.0,6707.0,19979.0,1234.0,2639.0,337.0,102151.0,8814.0
Netherlands,26551.0,964.0,2823.0,86.0,250.0,23478.0,1358.0,1550.0,165.0,115992.0,6769.0
Switzerland,25688.0,273.0,1138.0,32.0,13700.0,10850.0,386.0,2968.0,131.0,193800.0,22393.0
