Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1343983.0,24946.0,79222.0,2448.0,246929.0,1017832.0,17420.0,0.0,0.0,0.0,0.0
Europe,1493626.0,23715.0,144100.0,1957.0,568515.0,781011.0,16507.0,0.0,0.0,0.0,0.0
Asia,587017.0,14178.0,20428.0,350.0,315845.0,250744.0,5281.0,0.0,0.0,0.0,0.0
South America,231480.0,7206.0,11521.0,253.0,79683.0,140276.0,9959.0,0.0,0.0,0.0,0.0
Africa,49739.0,1664.0,1907.0,59.0,16820.0,31012.0,129.0,0.0,0.0,0.0,0.0
Oceania,8437.0,23.0,116.0,1.0,7283.0,1038.0,29.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3715003.0,71732.0,257309.0,5068.0,1235720.0,2221974.0,49329.0,477.0,33.0,0.0,0.0
USA,1234487.0,21652.0,72054.0,2133.0,199148.0,963285.0,16174.0,3730.0,218.0,7686462.0,23222.0
Spain,250561.0,2260.0,25613.0,185.0,154718.0,70230.0,2254.0,5359.0,548.0,1932455.0,41332.0
Italy,213013.0,1075.0,29315.0,236.0,85231.0,98467.0,1427.0,3523.0,485.0,2246666.0,37158.0
UK,194990.0,4406.0,29427.0,693.0,0.0,165219.0,1559.0,2872.0,433.0,1383842.0,20385.0
France,170551.0,1089.0,25531.0,330.0,52736.0,92284.0,3430.0,2613.0,391.0,1100228.0,16856.0
Germany,166706.0,554.0,6993.0,0.0,135100.0,24613.0,1937.0,1990.0,83.0,2547052.0,30400.0
Russia,155370.0,10102.0,1451.0,95.0,19865.0,134054.0,2300.0,1065.0,10.0,4460357.0,30564.0
Turkey,129491.0,1832.0,3520.0,59.0,73285.0,52686.0,1338.0,1535.0,42.0,1204421.0,14281.0
Brazil,110156.0,1890.0,7485.0,142.0,45815.0,56856.0,8318.0,518.0,35.0,339552.0,1597.0
Iran,99970.0,1323.0,6340.0,63.0,80475.0,13155.0,2685.0,1190.0,75.0,519543.0,6186.0
Canada,61981.0,1209.0,4037.0,183.0,26661.0,31283.0,557.0,1642.0,107.0,919368.0,24359.0
Peru,51189.0,3817.0,1444.0,100.0,15413.0,34332.0,709.0,1553.0,44.0,406579.0,12331.0
Belgium,50509.0,242.0,8016.0,92.0,12441.0,30052.0,646.0,4358.0,692.0,456194.0,39362.0
India,49400.0,2963.0,1693.0,127.0,14142.0,33565.0,0.0,36.0,1.0,1191946.0,864.0
Netherlands,41087.0,317.0,5168.0,86.0,0.0,35669.0,644.0,2398.0,302.0,235909.0,13768.0
Ecuador,31881.0,0.0,1569.0,0.0,3433.0,26879.0,159.0,1807.0,89.0,80171.0,4544.0
Saudi Arabia,30251.0,1595.0,200.0,9.0,5431.0,24620.0,143.0,869.0,6.0,376607.0,10818.0
Switzerland,30009.0,28.0,1795.0,11.0,25400.0,2814.0,121.0,3467.0,207.0,286403.0,33092.0
Portugal,25702.0,178.0,1074.0,11.0,1743.0,22885.0,134.0,2521.0,105.0,450000.0,44132.0
