Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
China,81340.0,55.0,3292.0,5.0,74588.0,3460.0,1034.0,57.0,2.0
USA,100514.0,15079.0,1546.0,251.0,2465.0,96503.0,2463.0,304.0,5.0
Italy,86498.0,5909.0,9134.0,919.0,10950.0,66414.0,3732.0,1431.0,151.0
Spain,64285.0,6499.0,4940.0,575.0,9357.0,49988.0,4165.0,1375.0,106.0
Germany,50871.0,6933.0,342.0,75.0,6658.0,43871.0,23.0,607.0,4.0
France,32964.0,3809.0,1995.0,299.0,5700.0,25269.0,3787.0,505.0,31.0
Iran,32332.0,2926.0,2378.0,144.0,11133.0,18821.0,2893.0,385.0,28.0
UK,14543.0,2885.0,759.0,181.0,135.0,13649.0,163.0,214.0,11.0
Switzerland,12928.0,1117.0,231.0,39.0,1530.0,11167.0,203.0,1494.0,27.0
S. Korea,9332.0,91.0,139.0,8.0,4528.0,4665.0,59.0,182.0,3.0
Netherlands,8603.0,1172.0,546.0,112.0,3.0,8054.0,761.0,502.0,32.0
Austria,7657.0,748.0,58.0,9.0,225.0,7374.0,128.0,850.0,6.0
Belgium,7284.0,1049.0,289.0,69.0,858.0,6137.0,690.0,628.0,25.0
Turkey,5698.0,2069.0,92.0,17.0,42.0,5564.0,241.0,68.0,1.0
Canada,4633.0,590.0,53.0,14.0,228.0,4352.0,120.0,123.0,1.0
Portugal,4268.0,724.0,76.0,16.0,43.0,4149.0,71.0,419.0,7.0
Norway,3755.0,383.0,19.0,5.0,6.0,3730.0,70.0,693.0,4.0
Brazil,3417.0,432.0,92.0,15.0,6.0,3319.0,296.0,16.0,0.4
Australia,3180.0,130.0,13.0,0.0,170.0,2997.0,23.0,125.0,0.5
Sweden,3069.0,229.0,105.0,28.0,16.0,2948.0,214.0,304.0,10.0
Israel,3035.0,342.0,12.0,4.0,79.0,2944.0,49.0,351.0,1.0
Czechia,2279.0,354.0,9.0,0.0,11.0,2259.0,34.0,213.0,0.8
Malaysia,2161.0,130.0,26.0,3.0,259.0,1876.0,54.0,67.0,0.8
Ireland,2121.0,302.0,22.0,3.0,5.0,2094.0,47.0,430.0,4.0
