Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
Asia,520050.0,12722.0,18610.0,333.0,265535.0,235905.0,5729.0,0.0,0.0,0.0,0.0
North America,1185074.0,34148.0,69519.0,2573.0,188950.0,926605.0,16485.0,0.0,0.0,0.0,0.0
Europe,1373145.0,25765.0,135235.0,2288.0,503699.0,734211.0,18773.0,0.0,0.0,0.0,0.0
South America,176814.0,11000.0,8696.0,552.0,60095.0,108023.0,9802.0,0.0,0.0,0.0,0.0
Oceania,8332.0,10.0,111.0,3.0,7035.0,1186.0,37.0,0.0,0.0,0.0,0.0
Africa,39785.0,2093.0,1638.0,46.0,13070.0,25077.0,126.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3303921.0,85738.0,233824.0,5795.0,1039029.0,2031068.0,50956.0,424.0,30.0,0.0,0.0
China,82862.0,4.0,4633.0,0.0,77610.0,619.0,41.0,58.0,3.0,0.0,0.0
USA,1095023.0,30829.0,63856.0,2201.0,152324.0,878843.0,15226.0,3308.0,193.0,6391887.0,19311.0
Spain,239340.0,2441.0,24543.0,268.0,137955.0,76842.0,2676.0,5119.0,525.0,1455306.0,31126.0
Italy,205463.0,1872.0,27967.0,285.0,75945.0,101551.0,1694.0,3398.0,463.0,1979217.0,32735.0
UK,171253.0,6032.0,26771.0,674.0,0.0,144138.0,1559.0,2523.0,394.0,901905.0,13286.0
France,167178.0,758.0,24376.0,289.0,49476.0,93326.0,4019.0,2561.0,373.0,724574.0,11101.0
Germany,163009.0,1470.0,6623.0,156.0,123500.0,32886.0,2415.0,1946.0,79.0,2547052.0,30400.0
Turkey,120204.0,2615.0,3174.0,93.0,48886.0,68144.0,1514.0,1425.0,38.0,1033617.0,12255.0
Russia,106498.0,7099.0,1073.0,101.0,11619.0,93806.0,2300.0,730.0,7.0,3490000.0,23915.0
Iran,94640.0,983.0,6028.0,71.0,75103.0,13509.0,2976.0,1127.0,72.0,463295.0,5516.0
Brazil,85380.0,6019.0,5901.0,390.0,35935.0,43544.0,8318.0,402.0,28.0,339552.0,1597.0
Canada,53236.0,1639.0,3184.0,188.0,21423.0,28629.0,557.0,1411.0,84.0,806449.0,21367.0
Belgium,48519.0,660.0,7594.0,93.0,11576.0,29349.0,769.0,4186.0,655.0,237963.0,20532.0
Netherlands,39316.0,514.0,4795.0,84.0,0.0,34271.0,783.0,2295.0,280.0,219744.0,12824.0
Peru,36976.0,3045.0,1051.0,108.0,10405.0,25520.0,651.0,1121.0,32.0,318252.0,9652.0
India,34863.0,1801.0,1154.0,75.0,9068.0,24641.0,0.0,25.0,0.8,830201.0,602.0
Switzerland,29586.0,179.0,1737.0,21.0,23400.0,4449.0,167.0,3419.0,201.0,266200.0,30758.0
Portugal,25045.0,540.0,989.0,16.0,1519.0,22537.0,172.0,2456.0,97.0,395771.0,38814.0
Ecuador,24934.0,259.0,900.0,17.0,1558.0,22476.0,146.0,1413.0,51.0,69054.0,3914.0
Saudi Arabia,22753.0,1351.0,162.0,5.0,3163.0,19428.0,123.0,654.0,5.0,200000.0,5745.0
Sweden,21092.0,790.0,2586.0,124.0,1005.0,17501.0,531.0,2088.0,256.0,119500.0,11833.0
Ireland,20612.0,359.0,1232.0,42.0,13386.0,5994.0,123.0,4174.0,250.0,153954.0,31179.0
Mexico,17799.0,1047.0,1732.0,163.0,11423.0,4644.0,378.0,138.0,13.0,81912.0,635.0
Pakistan,16473.0,948.0,361.0,18.0,4105.0,12007.0,111.0,75.0,2.0,174160.0,788.0
Singapore,16169.0,528.0,15.0,1.0,1244.0,14910.0,22.0,2764.0,3.0,143919.0,24600.0
Chile,16023.0,1138.0,227.0,11.0,8580.0,7216.0,392.0,838.0,12.0,180517.0,9443.0
Israel,15946.0,112.0,222.0,7.0,8561.0,7163.0,105.0,1842.0,26.0,364467.0,42108.0
Austria,15452.0,50.0,584.0,4.0,12907.0,1961.0,128.0,1716.0,65.0,256399.0,28469.0
Japan,14088.0,193.0,430.0,17.0,2460.0,11198.0,308.0,111.0,3.0,165609.0,1309.0
Belarus,14027.0,846.0,89.0,5.0,2386.0,11552.0,92.0,1484.0,9.0,176625.0,18692.0
Qatar,13409.0,845.0,10.0,0.0,1372.0,12027.0,72.0,4654.0,3.0,94500.0,32801.0
Poland,12877.0,237.0,644.0,20.0,3236.0,8997.0,160.0,340.0,17.0,338027.0,8931.0
UAE,12481.0,552.0,105.0,7.0,2429.0,9947.0,1.0,1262.0,11.0,1122000.0,113443.0
Romania,12240.0,262.0,717.0,24.0,4017.0,7506.0,221.0,636.0,37.0,175374.0,9116.0
S. Korea,10765.0,4.0,247.0,1.0,9059.0,1459.0,55.0,210.0,5.0,619881.0,12091.0
Ukraine,10406.0,540.0,261.0,11.0,1238.0,8907.0,138.0,238.0,6.0,111859.0,2558.0
Indonesia,10118.0,347.0,792.0,8.0,1522.0,7804.0,0.0,37.0,3.0,94599.0,346.0
Denmark,9158.0,150.0,452.0,9.0,6546.0,2160.0,62.0,1581.0,78.0,193165.0,33349.0
Serbia,9009.0,285.0,179.0,6.0,1343.0,7487.0,71.0,1031.0,20.0,85645.0,9802.0
Philippines,8488.0,276.0,568.0,10.0,1043.0,6877.0,31.0,77.0,5.0,104146.0,950.0
Norway,7738.0,28.0,210.0,3.0,32.0,7496.0,37.0,1427.0,39.0,172586.0,31835.0
Czechia,7682.0,103.0,236.0,9.0,3314.0,4132.0,68.0,717.0,22.0,242088.0,22606.0
Bangladesh,7667.0,564.0,168.0,5.0,160.0,7339.0,1.0,47.0,1.0,64666.0,393.0
Dominican Republic,6972.0,320.0,301.0,8.0,1301.0,5370.0,144.0,643.0,28.0,25368.0,2339.0
Australia,6754.0,8.0,92.0,3.0,5715.0,947.0,34.0,265.0,4.0,563641.0,22104.0
Colombia,6507.0,300.0,293.0,15.0,1439.0,4775.0,118.0,128.0,6.0,104657.0,2057.0
Panama,6378.0,178.0,178.0,2.0,527.0,5673.0,92.0,1478.0,41.0,29837.0,6915.0
Malaysia,6002.0,57.0,102.0,2.0,4171.0,1729.0,40.0,185.0,3.0,160296.0,4953.0
South Africa,5647.0,297.0,103.0,0.0,2073.0,3471.0,36.0,95.0,2.0,207530.0,3499.0
Egypt,5537.0,269.0,392.0,12.0,1381.0,3764.0,0.0,54.0,4.0,90000.0,879.0
Finland,4995.0,89.0,211.0,5.0,3000.0,1784.0,48.0,902.0,38.0,93900.0,16947.0
Argentina,4428.0,143.0,218.0,4.0,1256.0,2954.0,157.0,98.0,5.0,58685.0,1298.0
Morocco,4423.0,102.0,170.0,2.0,984.0,3269.0,1.0,120.0,5.0,34841.0,944.0
Kuwait,4024.0,284.0,26.0,2.0,1539.0,2459.0,66.0,942.0,6.0,179000.0,41915.0
Algeria,4006.0,158.0,450.0,6.0,1779.0,1777.0,22.0,91.0,10.0,6500.0,148.0
Moldova,3897.0,126.0,116.0,5.0,1182.0,2599.0,237.0,966.0,29.0,11763.0,2916.0
Luxembourg,3784.0,15.0,90.0,1.0,3213.0,481.0,23.0,6045.0,144.0,42643.0,68122.0
Kazakhstan,3402.0,264.0,25.0,0.0,866.0,2511.0,41.0,181.0,1.0,249527.0,13289.0
Bahrain,3040.0,119.0,8.0,0.0,1500.0,1532.0,1.0,1787.0,5.0,129694.0,76220.0
Thailand,2954.0,7.0,54.0,0.0,2687.0,213.0,61.0,42.0,0.8,178083.0,2551.0
Hungary,2775.0,48.0,312.0,12.0,581.0,1882.0,54.0,287.0,32.0,72951.0,7552.0
Greece,2591.0,15.0,140.0,1.0,1374.0,1077.0,38.0,249.0,13.0,75170.0,7212.0
Oman,2348.0,74.0,11.0,1.0,495.0,1842.0,17.0,460.0,2.0,40459.0,7923.0
Afghanistan,2171.0,232.0,64.0,4.0,260.0,1847.0,7.0,56.0,2.0,10022.0,257.0
Iraq,2085.0,82.0,93.0,1.0,1375.0,617.0,0.0,52.0,2.0,92061.0,2289.0
Croatia,2076.0,14.0,69.0,2.0,1348.0,659.0,20.0,506.0,17.0,36221.0,8823.0
Ghana,2074.0,403.0,17.0,1.0,212.0,1845.0,4.0,67.0,0.5,113497.0,3653.0
Armenia,2066.0,134.0,32.0,2.0,929.0,1105.0,10.0,697.0,11.0,21125.0,7129.0
Uzbekistan,2039.0,37.0,9.0,0.0,1133.0,897.0,8.0,61.0,0.3,242536.0,7247.0
Nigeria,1932.0,204.0,58.0,7.0,319.0,1555.0,2.0,9.0,0.3,12828.0,62.0
Cameroon,1832.0,0.0,61.0,0.0,934.0,837.0,12.0,69.0,2.0,0.0,0.0
Azerbaijan,1804.0,38.0,24.0,1.0,1325.0,455.0,17.0,178.0,2.0,143079.0,14112.0
Iceland,1797.0,0.0,10.0,0.0,1670.0,117.0,0.0,5266.0,29.0,48413.0,141873.0
Bosnia and Herzegovina,1757.0,80.0,69.0,4.0,727.0,961.0,4.0,536.0,21.0,30793.0,9386.0
Estonia,1689.0,23.0,52.0,2.0,249.0,1388.0,9.0,1273.0,39.0,52741.0,39758.0
Bulgaria,1506.0,59.0,66.0,2.0,266.0,1174.0,40.0,217.0,9.0,45208.0,6506.0
Cuba,1501.0,34.0,61.0,3.0,681.0,759.0,10.0,133.0,5.0,47347.0,4180.0
Guinea,1495.0,144.0,7.0,0.0,329.0,1159.0,0.0,114.0,0.5,0.0,0.0
New Zealand,1476.0,2.0,19.0,0.0,1241.0,216.0,1.0,306.0,4.0,134570.0,27906.0
North Macedonia,1465.0,23.0,77.0,4.0,738.0,650.0,13.0,703.0,37.0,16050.0,7704.0
Slovenia,1429.0,11.0,91.0,2.0,233.0,1105.0,22.0,687.0,44.0,52948.0,25469.0
Slovakia,1396.0,5.0,23.0,1.0,524.0,849.0,8.0,256.0,4.0,85922.0,15738.0
Lithuania,1385.0,10.0,45.0,0.0,589.0,751.0,17.0,509.0,17.0,125555.0,46121.0
Ivory Coast,1275.0,37.0,14.0,0.0,574.0,687.0,0.0,48.0,0.5,9657.0,366.0
Bolivia,1110.0,57.0,59.0,4.0,117.0,934.0,3.0,95.0,5.0,5791.0,496.0
Djibouti,1089.0,12.0,2.0,0.0,642.0,445.0,0.0,1102.0,2.0,13422.0,13585.0
Hong Kong,1038.0,0.0,4.0,0.0,846.0,188.0,4.0,138.0,0.5,154989.0,20674.0
Tunisia,994.0,14.0,41.0,1.0,305.0,648.0,24.0,84.0,3.0,22957.0,1942.0
Senegal,933.0,51.0,9.0,0.0,334.0,590.0,1.0,56.0,0.5,466.0,28.0
Latvia,858.0,9.0,15.0,0.0,348.0,495.0,3.0,455.0,8.0,57886.0,30689.0
Cyprus,850.0,7.0,15.0,0.0,296.0,539.0,15.0,704.0,12.0,58109.0,48129.0
Albania,773.0,7.0,31.0,1.0,470.0,272.0,4.0,269.0,11.0,8253.0,2868.0
