Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1066567.0,1964.0,60024.0,69.0,147312.0,859231.0,16406.0,0.0,0.0,0.0,0.0
Europe,1289906.0,13098.0,122640.0,755.0,443387.0,723879.0,25224.0,0.0,0.0,0.0,0.0
Asia,478528.0,6261.0,17404.0,161.0,230582.0,230542.0,6019.0,0.0,0.0,0.0,0.0
South America,138483.0,563.0,6321.0,32.0,49664.0,82498.0,9700.0,0.0,0.0,0.0,0.0
Oceania,8290.0,4.0,102.0,1.0,6838.0,1350.0,46.0,0.0,0.0,0.0,0.0
Africa,32803.0,146.0,1427.0,0.0,10115.0,21261.0,140.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3015298.0,22036.0,207933.0,1018.0,888543.0,1918822.0,57539.0,387.0,26.7,0.0,0.0
USA,987916.0,756.0,55425.0,12.0,118781.0,813710.0,15143.0,2985.0,167.0,5476021.0,16544.0
Spain,229422.0,2793.0,23521.0,331.0,120832.0,85069.0,7764.0,4907.0,503.0,1345560.0,28779.0
Italy,197675.0,0.0,26644.0,0.0,64928.0,106103.0,2009.0,3269.0,441.0,1757659.0,29071.0
France,162100.0,0.0,22856.0,0.0,44903.0,94341.0,4682.0,2483.0,350.0,463662.0,7103.0
Germany,157946.0,176.0,5984.0,8.0,114500.0,37462.0,2570.0,1885.0,71.0,2072669.0,24738.0
UK,152840.0,0.0,20732.0,0.0,0.0,131764.0,1559.0,2251.0,305.0,669850.0,9867.0
Turkey,110130.0,0.0,2805.0,0.0,29140.0,78185.0,1776.0,1306.0,33.0,898742.0,10656.0
Iran,91472.0,991.0,5806.0,96.0,70933.0,14733.0,3011.0,1089.0,69.0,432329.0,5147.0
Russia,87147.0,6198.0,794.0,47.0,7346.0,79007.0,2300.0,597.0,5.0,3019434.0,20690.0
Brazil,63328.0,469.0,4298.0,27.0,30152.0,28878.0,8318.0,298.0,20.0,291922.0,1373.0
Canada,46895.0,0.0,2560.0,0.0,17321.0,27014.0,557.0,1243.0,68.0,707508.0,18746.0
Belgium,46687.0,553.0,7207.0,113.0,10878.0,28602.0,903.0,4028.0,622.0,214042.0,18468.0
Netherlands,38245.0,400.0,4518.0,43.0,0.0,33477.0,934.0,2232.0,264.0,193950.0,11319.0
Switzerland,29164.0,103.0,1640.0,30.0,21800.0,5724.0,185.0,3370.0,189.0,245300.0,28343.0
India,28380.0,490.0,886.0,5.0,6523.0,20971.0,0.0,21.0,0.6,665819.0,482.0
Peru,27517.0,0.0,728.0,0.0,8088.0,18701.0,554.0,835.0,22.0,232747.0,7059.0
Portugal,24027.0,163.0,928.0,25.0,1357.0,21742.0,176.0,2356.0,91.0,330512.0,32414.0
Ecuador,22719.0,0.0,576.0,0.0,1366.0,20777.0,127.0,1288.0,33.0,56513.0,3203.0
Ireland,19262.0,0.0,1087.0,0.0,9233.0,8942.0,142.0,3901.0,220.0,127319.0,25785.0
Sweden,18926.0,286.0,2274.0,80.0,1005.0,15647.0,399.0,1874.0,225.0,94500.0,9357.0
Saudi Arabia,18811.0,1289.0,144.0,5.0,2531.0,16136.0,117.0,540.0,4.0,200000.0,5745.0
Israel,15466.0,23.0,202.0,1.0,6796.0,8468.0,129.0,1787.0,23.0,302691.0,34971.0
Austria,15274.0,49.0,549.0,7.0,12362.0,2363.0,140.0,1696.0,61.0,232537.0,25819.0
Mexico,14677.0,835.0,1351.0,46.0,8354.0,4972.0,378.0,114.0,10.0,67635.0,525.0
Singapore,14423.0,799.0,12.0,0.0,1060.0,13351.0,22.0,2465.0,2.0,121774.0,20815.0
Japan,13441.0,0.0,372.0,0.0,1809.0,11260.0,296.0,106.0,3.0,149074.0,1179.0
Chile,13331.0,0.0,189.0,0.0,7024.0,6118.0,418.0,697.0,10.0,155975.0,8159.0
Pakistan,13328.0,0.0,281.0,0.0,3029.0,10018.0,111.0,60.0,1.0,150756.0,682.0
Poland,11761.0,144.0,539.0,4.0,2466.0,8756.0,160.0,311.0,14.0,297859.0,7870.0
Romania,11339.0,303.0,631.0,12.0,3141.0,7567.0,227.0,589.0,33.0,143834.0,7477.0
Belarus,11289.0,826.0,75.0,3.0,1740.0,9474.0,92.0,1195.0,8.0,153845.0,16281.0
Qatar,11244.0,957.0,10.0,0.0,1066.0,10168.0,72.0,3903.0,3.0,85709.0,29749.0
S. Korea,10738.0,10.0,243.0,1.0,8764.0,1731.0,55.0,209.0,5.0,601660.0,11735.0
UAE,10349.0,0.0,76.0,0.0,1978.0,8295.0,1.0,1046.0,8.0,1057326.0,106904.0
Indonesia,9096.0,214.0,765.0,22.0,1151.0,7180.0,0.0,33.0,3.0,75157.0,275.0
Ukraine,9009.0,392.0,220.0,11.0,864.0,7925.0,110.0,206.0,5.0,93519.0,2138.0
Denmark,8698.0,123.0,427.0,5.0,5959.0,2312.0,72.0,1502.0,74.0,155810.0,26900.0
Serbia,8275.0,233.0,162.0,6.0,1209.0,6904.0,85.0,947.0,19.0,67917.0,7773.0
Philippines,7777.0,198.0,511.0,10.0,932.0,6334.0,31.0,71.0,5.0,89889.0,820.0
Norway,7527.0,0.0,202.0,1.0,32.0,7293.0,49.0,1388.0,37.0,155125.0,28614.0
Czechia,7408.0,4.0,221.0,1.0,2600.0,4587.0,73.0,692.0,21.0,218474.0,20401.0
Australia,6720.0,4.0,83.0,0.0,5586.0,1051.0,43.0,264.0,3.0,517063.0,20277.0
Dominican Republic,6135.0,0.0,278.0,0.0,910.0,4947.0,144.0,566.0,26.0,22498.0,2074.0
Bangladesh,5913.0,497.0,152.0,7.0,131.0,5630.0,1.0,36.0,0.9,50401.0,306.0
Malaysia,5820.0,40.0,99.0,1.0,3957.0,1764.0,37.0,180.0,3.0,144686.0,4470.0
Panama,5779.0,241.0,165.0,6.0,369.0,5245.0,85.0,1339.0,38.0,26642.0,6175.0
Colombia,5379.0,0.0,244.0,0.0,1133.0,4002.0,117.0,106.0,5.0,87199.0,1714.0
