Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80824.0,11.0,3189.0,13.0,65569.0,12066.0,3610.0,56.2
 Italy ,17660.0,0.0,1266.0,0.0,1439.0,14955.0,1328.0,292.1
 Iran ,12729.0,1365.0,611.0,97.0,4339.0,7779.0,0.0,151.5
 S. Korea ,8086.0,107.0,72.0,5.0,714.0,7300.0,59.0,157.7
 Spain ,5753.0,521.0,136.0,3.0,517.0,5100.0,272.0,123.0
 Germany ,3953.0,278.0,8.0,0.0,46.0,3899.0,9.0,47.2
 France ,3661.0,0.0,79.0,0.0,12.0,3570.0,154.0,56.1
 USA ,2340.0,93.0,50.0,1.0,41.0,2249.0,10.0,7.1
 Switzerland ,1375.0,236.0,13.0,2.0,4.0,1358.0,0.0,158.9
 Norway ,1032.0,36.0,1.0,0.0,1.0,1030.0,27.0,190.4
 Denmark ,827.0,23.0,0.0,0.0,1.0,826.0,2.0,142.8
 Sweden ,826.0,12.0,2.0,1.0,1.0,823.0,2.0,81.8
 Netherlands ,804.0,0.0,10.0,0.0,2.0,792.0,45.0,46.9
 UK ,798.0,0.0,11.0,0.0,18.0,769.0,20.0,11.8
 Japan ,754.0,20.0,21.0,0.0,118.0,615.0,32.0,6.0
 Diamond Princess ,696.0,0.0,7.0,0.0,325.0,364.0,32.0,0.0
 Belgium ,689.0,130.0,4.0,1.0,1.0,684.0,2.0,59.4
 Austria ,602.0,98.0,1.0,0.0,6.0,595.0,1.0,66.8
 Qatar ,337.0,17.0,0.0,0.0,0.0,337.0,0.0,117.0
 Australia ,248.0,49.0,3.0,0.0,26.0,219.0,1.0,9.7
 Malaysia ,238.0,41.0,0.0,0.0,35.0,203.0,4.0,7.4
 Finland ,215.0,60.0,0.0,0.0,1.0,214.0,0.0,38.8
 Bahrain ,211.0,1.0,0.0,0.0,60.0,151.0,1.0,124.0
 Canada ,200.0,2.0,1.0,0.0,11.0,188.0,1.0,5.3
 Singapore ,200.0,0.0,0.0,0.0,97.0,103.0,11.0,34.2
 Greece ,190.0,0.0,3.0,2.0,2.0,185.0,2.0,18.2
 Portugal ,169.0,57.0,0.0,0.0,2.0,167.0,10.0,16.6
 Israel ,164.0,21.0,0.0,0.0,4.0,160.0,3.0,18.9
 Brazil ,151.0,0.0,0.0,0.0,1.0,150.0,2.0,0.7
 Czechia ,150.0,9.0,0.0,0.0,0.0,150.0,2.0,14.0
 Slovenia ,141.0,0.0,0.0,0.0,0.0,141.0,4.0,67.8
 Hong Kong ,138.0,6.0,4.0,0.0,78.0,56.0,4.0,18.4
 Iceland ,138.0,4.0,0.0,0.0,0.0,138.0,0.0,0.0
 Estonia ,109.0,30.0,0.0,0.0,0.0,109.0,0.0,82.2
 Kuwait ,104.0,4.0,0.0,0.0,5.0,99.0,4.0,24.4
 Iraq ,101.0,0.0,10.0,1.0,24.0,67.0,0.0,2.5
 Romania ,99.0,4.0,0.0,0.0,7.0,92.0,1.0,5.1
 Philippines ,98.0,34.0,8.0,3.0,2.0,88.0,1.0,0.9
 Indonesia ,96.0,27.0,4.0,0.0,5.0,87.0,0.0,0.4
 Lebanon ,93.0,16.0,3.0,0.0,1.0,89.0,3.0,13.6
 Egypt ,93.0,0.0,2.0,0.0,27.0,64.0,0.0,0.9
 Ireland ,90.0,0.0,1.0,0.0,0.0,89.0,6.0,18.2
 Saudi Arabia ,86.0,0.0,0.0,0.0,1.0,85.0,0.0,2.5
 UAE ,85.0,0.0,0.0,0.0,20.0,65.0,2.0,8.6
 India ,84.0,2.0,2.0,0.0,10.0,72.0,0.0,0.1
 Poland ,84.0,16.0,2.0,0.0,0.0,82.0,3.0,2.2
 Thailand ,82.0,7.0,1.0,0.0,35.0,46.0,1.0,1.2
 San Marino ,80.0,0.0,5.0,0.0,2.0,73.0,3.0,0.0
 Taiwan ,53.0,3.0,1.0,0.0,20.0,32.0,0.0,2.2
 Vietnam ,53.0,9.0,0.0,0.0,16.0,37.0,0.0,0.5
 Russia ,47.0,2.0,0.0,0.0,8.0,39.0,0.0,0.3
 Chile ,43.0,0.0,0.0,0.0,0.0,43.0,0.0,2.2
 Serbia ,41.0,6.0,0.0,0.0,0.0,41.0,1.0,4.7
 Albania ,38.0,5.0,1.0,0.0,0.0,37.0,2.0,13.2
 Luxembourg ,38.0,0.0,1.0,0.0,0.0,37.0,0.0,0.0
 Peru ,38.0,0.0,0.0,0.0,0.0,38.0,0.0,1.2
 Algeria ,37.0,11.0,3.0,1.0,10.0,24.0,0.0,0.8
 Croatia ,37.0,5.0,0.0,0.0,1.0,36.0,0.0,9.0
 Brunei ,37.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0
