Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80881.0,21.0,3226.0,13.0,68715.0,8940.0,3226.0,56.2
 Italy ,31506.0,3526.0,2503.0,345.0,2941.0,26062.0,2060.0,0.0
 Iran ,16169.0,1178.0,988.0,135.0,5389.0,9792.0,0.0,192.5
 Spain ,11409.0,1467.0,510.0,168.0,1028.0,9871.0,563.0,244.0
 Germany ,9226.0,1954.0,24.0,7.0,67.0,9135.0,2.0,110.1
 S. Korea ,8320.0,84.0,81.0,6.0,1401.0,6838.0,59.0,162.3
 France ,7730.0,1097.0,175.0,27.0,602.0,6953.0,699.0,118.4
 USA ,5723.0,1060.0,97.0,11.0,74.0,5552.0,12.0,17.3
 Switzerland ,2742.0,389.0,27.0,8.0,15.0,2700.0,0.0,316.8
 UK ,1950.0,407.0,71.0,16.0,65.0,1814.0,20.0,28.7
 Netherlands ,1705.0,292.0,43.0,19.0,2.0,1660.0,45.0,99.5
 Norway ,1452.0,104.0,3.0,0.0,1.0,1448.0,27.0,267.8
 Austria ,1332.0,314.0,4.0,1.0,8.0,1320.0,12.0,147.9
 Belgium ,1243.0,185.0,10.0,0.0,14.0,1219.0,33.0,107.3
 Sweden ,1191.0,70.0,8.0,1.0,1.0,1182.0,12.0,117.9
 Denmark ,977.0,63.0,4.0,0.0,1.0,972.0,18.0,168.7
 Japan ,878.0,45.0,29.0,1.0,144.0,705.0,41.0,6.9
 Diamond Princess ,696.0,0.0,7.0,0.0,456.0,233.0,15.0,0.0
 Malaysia ,673.0,107.0,2.0,2.0,49.0,622.0,10.0,20.8
 Canada ,465.0,24.0,5.0,1.0,11.0,449.0,1.0,12.3
 Australia ,452.0,51.0,5.0,0.0,27.0,420.0,1.0,17.7
 Portugal ,448.0,117.0,1.0,0.0,3.0,444.0,18.0,43.9
 Qatar ,442.0,3.0,0.0,0.0,4.0,438.0,0.0,153.4
 Czechia ,434.0,90.0,0.0,0.0,3.0,431.0,2.0,40.5
 Greece ,387.0,35.0,5.0,1.0,14.0,368.0,11.0,37.1
 Israel ,324.0,26.0,0.0,0.0,11.0,313.0,5.0,37.4
 Finland ,322.0,44.0,0.0,0.0,10.0,312.0,2.0,58.1
 Brazil ,301.0,67.0,1.0,1.0,2.0,298.0,18.0,1.4
 Ireland ,292.0,69.0,2.0,0.0,5.0,285.0,6.0,59.1
 Slovenia ,275.0,22.0,1.0,0.0,0.0,274.0,4.0,132.3
 Singapore ,266.0,23.0,0.0,0.0,114.0,152.0,14.0,45.5
 Pakistan ,247.0,63.0,1.0,0.0,2.0,244.0,0.0,1.1
 Bahrain ,241.0,13.0,1.0,0.0,81.0,159.0,3.0,141.6
 Iceland ,240.0,41.0,1.0,1.0,5.0,234.0,1.0,0.0
 Estonia ,225.0,20.0,0.0,0.0,1.0,224.0,0.0,169.6
 Poland ,221.0,44.0,5.0,1.0,0.0,216.0,3.0,5.8
 Romania ,217.0,49.0,0.0,0.0,19.0,198.0,5.0,11.3
 Chile ,201.0,45.0,0.0,0.0,0.0,201.0,3.0,10.5
 Egypt ,196.0,30.0,6.0,2.0,26.0,164.0,0.0,1.9
 Philippines ,187.0,45.0,12.0,0.0,5.0,170.0,1.0,1.7
 Thailand ,177.0,30.0,1.0,0.0,41.0,135.0,1.0,2.5
 Indonesia ,172.0,38.0,7.0,2.0,8.0,157.0,0.0,0.6
 Saudi Arabia ,171.0,38.0,0.0,0.0,6.0,165.0,0.0,4.9
 Hong Kong ,168.0,13.0,4.0,0.0,81.0,83.0,4.0,22.4
 Iraq ,154.0,21.0,11.0,1.0,41.0,102.0,0.0,3.8
 India ,142.0,13.0,3.0,1.0,14.0,125.0,0.0,0.1
 Luxembourg ,140.0,59.0,1.0,0.0,0.0,139.0,10.0,0.0
 Kuwait ,130.0,7.0,0.0,0.0,12.0,118.0,4.0,30.4
 Lebanon ,120.0,11.0,3.0,0.0,4.0,113.0,3.0,17.6
 San Marino ,119.0,10.0,11.0,2.0,4.0,104.0,11.0,0.0
 Peru ,117.0,31.0,0.0,0.0,1.0,116.0,8.0,3.5
 Russia ,114.0,21.0,0.0,0.0,8.0,106.0,0.0,0.8
 Ecuador ,111.0,53.0,2.0,0.0,0.0,109.0,2.0,6.3
 UAE ,98.0,0.0,0.0,0.0,26.0,72.0,2.0,9.9
 Slovakia ,97.0,25.0,0.0,0.0,0.0,97.0,2.0,17.8
 Mexico ,82.0,29.0,0.0,0.0,4.0,78.0,1.0,0.6
 Bulgaria ,81.0,19.0,2.0,0.0,0.0,79.0,0.0,11.7
 Armenia ,78.0,26.0,0.0,0.0,1.0,77.0,2.0,26.3
 Taiwan ,77.0,10.0,1.0,0.0,20.0,56.0,0.0,3.2
 Serbia ,72.0,15.0,0.0,0.0,1.0,71.0,4.0,8.2
 Panama ,69.0,0.0,1.0,0.0,0.0,68.0,7.0,16.0
 Croatia ,69.0,12.0,0.0,0.0,5.0,64.0,0.0,16.8
 Argentina ,68.0,3.0,2.0,0.0,3.0,63.0,1.0,1.5
 Vietnam ,66.0,5.0,0.0,0.0,16.0,50.0,0.0,0.7
 Colombia ,65.0,11.0,0.0,0.0,1.0,64.0,0.0,1.3
 South Africa ,62.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0
 Algeria ,60.0,0.0,5.0,1.0,10.0,45.0,0.0,1.4
 Latvia ,60.0,26.0,0.0,0.0,1.0,59.0,0.0,31.8
 Brunei ,56.0,2.0,0.0,0.0,0.0,56.0,1.0,0.0
 Albania ,55.0,4.0,1.0,0.0,0.0,54.0,2.0,19.1
 Hungary ,50.0,11.0,1.0,0.0,2.0,47.0,0.0,5.2
