Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,740634.0,16074.0,38222.0,1513.0,71750.0,630662.0,14581.0,0.0,0.0,0.0,0.0
Europe,1024146.0,27606.0,95666.0,3442.0,287749.0,640731.0,27377.0,0.0,0.0,0.0,0.0
Asia,357110.0,11140.0,14032.0,1606.0,170813.0,172265.0,6407.0,0.0,0.0,0.0,0.0
South America,72319.0,4728.0,3309.0,252.0,26772.0,42238.0,7574.0,0.0,0.0,0.0,0.0
Oceania,8032.0,66.0,76.0,4.0,4651.0,3305.0,64.0,0.0,0.0,0.0,0.0
Africa,20278.0,1285.0,1008.0,40.0,4900.0,14370.0,187.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2223240.0,60899.0,152328.0,6857.0,567279.0,1503633.0,56197.0,285.0,19.5,0.0,0.0
USA,690900.0,13330.0,35955.0,1338.0,58263.0,596682.0,13466.0,2087.0,109.0,3468587.0,10479.0
Spain,188093.0,3145.0,19613.0,298.0,74797.0,93683.0,7371.0,4023.0,419.0,930230.0,19896.0
Italy,172434.0,3493.0,22745.0,575.0,42727.0,106962.0,2812.0,2852.0,376.0,1244108.0,20577.0
France,147969.0,1909.0,18681.0,761.0,34420.0,94868.0,6027.0,2267.0,286.0,463662.0,7103.0
Germany,139134.0,1436.0,4203.0,151.0,81800.0,53131.0,4288.0,1661.0,50.0,1728357.0,20629.0
UK,108692.0,5599.0,14576.0,847.0,0.0,93772.0,1559.0,1601.0,215.0,438991.0,6467.0
Iran,79494.0,1499.0,4958.0,89.0,54064.0,20472.0,3563.0,946.0,59.0,319879.0,3808.0
Turkey,78546.0,4353.0,1769.0,126.0,8631.0,68146.0,1845.0,931.0,21.0,558413.0,6621.0
Belgium,36138.0,1329.0,5163.0,306.0,7961.0,23014.0,1140.0,3118.0,445.0,139387.0,12027.0
Brazil,33682.0,2999.0,2141.0,194.0,14026.0,17515.0,6634.0,158.0,10.0,62985.0,296.0
Russia,32008.0,4070.0,273.0,41.0,2590.0,29145.0,8.0,219.0,2.0,1718019.0,11773.0
Canada,31642.0,1536.0,1310.0,115.0,10328.0,20004.0,557.0,838.0,35.0,503003.0,13327.0
Netherlands,30449.0,1235.0,3459.0,144.0,250.0,26740.0,1279.0,1777.0,202.0,154911.0,9041.0
Switzerland,27078.0,346.0,1325.0,44.0,16400.0,9353.0,386.0,3129.0,153.0,206400.0,23849.0
Portugal,19022.0,181.0,657.0,28.0,519.0,17846.0,222.0,1866.0,64.0,221049.0,21678.0
Austria,14586.0,110.0,410.0,0.0,9704.0,4472.0,227.0,1620.0,46.0,169272.0,18795.0
Ireland,13980.0,709.0,530.0,44.0,77.0,13373.0,156.0,2831.0,107.0,90646.0,18358.0
India,13835.0,405.0,452.0,4.0,1777.0,11606.0,0.0,10.0,0.3,302956.0,220.0
Peru,13489.0,998.0,300.0,26.0,6541.0,6648.0,137.0,409.0,9.0,127513.0,3867.0
Sweden,13216.0,676.0,1400.0,67.0,550.0,11266.0,482.0,1309.0,139.0,74600.0,7387.0
Israel,12982.0,224.0,151.0,9.0,3126.0,9705.0,168.0,1500.0,17.0,187250.0,21634.0
S. Korea,10635.0,22.0,230.0,1.0,7829.0,2576.0,55.0,207.0,4.0,546463.0,10659.0
Chile,9252.0,445.0,116.0,11.0,3621.0,5515.0,384.0,484.0,6.0,103873.0,5434.0
Japan,9231.0,0.0,190.0,0.0,935.0,8106.0,193.0,73.0,2.0,100703.0,796.0
Ecuador,8450.0,225.0,421.0,18.0,838.0,7191.0,168.0,479.0,24.0,27868.0,1580.0
Poland,8379.0,461.0,332.0,18.0,866.0,7181.0,160.0,221.0,9.0,179654.0,4747.0
Romania,8067.0,360.0,411.0,19.0,1508.0,6148.0,258.0,419.0,21.0,85805.0,4460.0
Saudi Arabia,7142.0,762.0,87.0,4.0,1049.0,6006.0,74.0,205.0,2.0,150000.0,4309.0
Denmark,7073.0,194.0,336.0,15.0,3389.0,3348.0,93.0,1221.0,58.0,87024.0,15024.0
Pakistan,7025.0,106.0,135.0,7.0,1765.0,5125.0,46.0,32.0,0.6,84704.0,383.0
