Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1430479.0,21161.0,86437.0,1476.0,274781.0,1069261.0,17967.0,0.0,0.0,0.0,0.0
Europe,1579465.0,25765.0,150433.0,1972.0,627895.0,801137.0,15213.0,0.0,0.0,0.0,0.0
South America,274674.0,7082.0,14055.0,472.0,94506.0,166113.0,9927.0,0.0,0.0,0.0,0.0
Asia,634780.0,16276.0,21501.0,296.0,349148.0,264131.0,5119.0,0.0,0.0,0.0,0.0
Africa,56693.0,1373.0,2123.0,40.0,19573.0,34997.0,201.0,0.0,0.0,0.0,0.0
Oceania,8508.0,19.0,118.0,0.0,7522.0,868.0,25.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3985320.0,71676.0,274682.0,4256.0,1374070.0,2336568.0,48456.0,511.0,35.2,0.0,0.0
USA,1309657.0,17034.0,77964.0,1036.0,220983.0,1010710.0,16798.0,3957.0,236.0,8511490.0,25714.0
Spain,260117.0,3262.0,26299.0,229.0,168408.0,65410.0,2075.0,5563.0,562.0,1932455.0,41332.0
Italy,217185.0,1327.0,30201.0,243.0,99023.0,87961.0,1168.0,3592.0,500.0,2445063.0,40440.0
UK,211364.0,4649.0,31241.0,626.0,0.0,179779.0,1559.0,3114.0,460.0,1631561.0,24034.0
Russia,187859.0,10699.0,1723.0,98.0,26608.0,159528.0,2300.0,1287.0,12.0,4980000.0,34125.0
France,174791.0,0.0,26230.0,243.0,55782.0,92779.0,2868.0,2678.0,402.0,1384633.0,21213.0
Germany,170114.0,684.0,7445.0,53.0,141700.0,20969.0,1712.0,2030.0,89.0,2755770.0,32891.0
Brazil,141088.0,5395.0,9637.0,449.0,55350.0,76101.0,8318.0,664.0,45.0,339552.0,1597.0
Turkey,135569.0,1848.0,3689.0,48.0,86396.0,45484.0,1219.0,1607.0,44.0,1298806.0,15400.0
Iran,104691.0,1556.0,6541.0,55.0,83837.0,14313.0,2711.0,1246.0,78.0,558899.0,6654.0
Canada,66313.0,1391.0,4567.0,159.0,29942.0,31804.0,502.0,1757.0,121.0,1032088.0,27346.0
India,59693.0,3342.0,1985.0,96.0,17883.0,39825.0,0.0,43.0,1.0,1437788.0,1042.0
Peru,58526.0,0.0,1627.0,0.0,18388.0,38511.0,722.0,1775.0,49.0,448020.0,13588.0
Belgium,52011.0,591.0,8521.0,106.0,13201.0,30289.0,508.0,4488.0,735.0,515233.0,44456.0
