Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80824.0,11.0,3189.0,13.0,65573.0,12062.0,3610.0,56.2
 Italy ,21157.0,3497.0,1441.0,175.0,1966.0,17750.0,1518.0,349.9
 Iran ,12729.0,1365.0,611.0,97.0,4339.0,7779.0,0.0,151.5
 S. Korea ,8086.0,107.0,72.0,5.0,714.0,7300.0,59.0,157.7
 Spain ,6391.0,1159.0,195.0,62.0,517.0,5679.0,293.0,136.7
 Germany ,4585.0,910.0,9.0,1.0,46.0,4530.0,9.0,54.7
 France ,4469.0,808.0,91.0,12.0,12.0,4366.0,154.0,68.5
 USA ,2499.0,252.0,55.0,6.0,49.0,2395.0,10.0,7.5
 Switzerland ,1375.0,236.0,13.0,2.0,4.0,1358.0,0.0,158.9
 UK ,1140.0,342.0,21.0,10.0,18.0,1101.0,20.0,16.8
 Norway ,1086.0,90.0,3.0,2.0,1.0,1082.0,27.0,200.3
 Sweden ,961.0,147.0,2.0,1.0,1.0,958.0,2.0,95.2
 Netherlands ,959.0,155.0,12.0,2.0,2.0,945.0,45.0,56.0
 Denmark ,827.0,23.0,1.0,1.0,1.0,825.0,2.0,142.8
 Japan ,804.0,70.0,22.0,1.0,144.0,638.0,35.0,6.4
 Diamond Princess ,696.0,0.0,7.0,0.0,456.0,233.0,15.0,0.0
 Belgium ,689.0,130.0,4.0,1.0,1.0,684.0,24.0,59.4
 Austria ,655.0,151.0,1.0,0.0,6.0,648.0,1.0,72.7
 Qatar ,337.0,17.0,0.0,0.0,4.0,333.0,0.0,117.0
 Australia ,248.0,49.0,3.0,0.0,27.0,218.0,1.0,9.7
 Malaysia ,238.0,41.0,0.0,0.0,35.0,203.0,4.0,7.4
 Greece ,228.0,38.0,3.0,2.0,8.0,217.0,5.0,21.9
 Canada ,225.0,27.0,1.0,0.0,11.0,213.0,1.0,6.0
 Finland ,225.0,70.0,0.0,0.0,1.0,224.0,0.0,40.6
 Bahrain ,212.0,2.0,0.0,0.0,60.0,152.0,2.0,124.6
 Singapore ,212.0,12.0,0.0,0.0,105.0,107.0,11.0,36.2
 Israel ,193.0,50.0,0.0,0.0,4.0,189.0,3.0,22.3
 Czechia ,189.0,48.0,0.0,0.0,0.0,189.0,2.0,17.6
 Slovenia ,181.0,40.0,1.0,1.0,0.0,180.0,3.0,87.1
 Portugal ,169.0,57.0,0.0,0.0,2.0,167.0,10.0,16.6
 Iceland ,156.0,22.0,0.0,0.0,0.0,156.0,0.0,0.0
 Brazil ,151.0,0.0,0.0,0.0,1.0,150.0,2.0,0.7
 Hong Kong ,142.0,10.0,4.0,0.0,81.0,57.0,4.0,18.9
 Ireland ,129.0,39.0,2.0,1.0,0.0,127.0,6.0,26.1
 Romania ,123.0,28.0,0.0,0.0,9.0,114.0,1.0,6.4
 Estonia ,115.0,36.0,0.0,0.0,0.0,115.0,0.0,86.7
 Philippines ,111.0,47.0,8.0,3.0,2.0,101.0,1.0,1.0
 Iraq ,110.0,9.0,10.0,1.0,26.0,74.0,0.0,2.7
 Egypt ,109.0,16.0,2.0,0.0,27.0,80.0,0.0,1.1
 Kuwait ,104.0,4.0,0.0,0.0,5.0,99.0,4.0,24.4
 Poland ,103.0,35.0,3.0,1.0,13.0,87.0,3.0,2.7
 Saudi Arabia ,103.0,17.0,0.0,0.0,1.0,102.0,0.0,3.0
 San Marino ,101.0,21.0,5.0,0.0,4.0,92.0,3.0,0.0
 India ,97.0,15.0,2.0,0.0,10.0,85.0,0.0,0.1
 Indonesia ,96.0,27.0,5.0,1.0,8.0,83.0,0.0,0.4
 Lebanon ,93.0,16.0,3.0,0.0,1.0,89.0,3.0,13.6
 UAE ,85.0,0.0,0.0,0.0,20.0,65.0,2.0,8.6
 Thailand ,82.0,7.0,1.0,0.0,35.0,46.0,1.0,1.2
 Chile ,61.0,18.0,0.0,0.0,0.0,61.0,0.0,3.2
 Russia ,59.0,14.0,0.0,0.0,8.0,51.0,0.0,0.4
 Taiwan ,53.0,3.0,1.0,0.0,20.0,32.0,0.0,2.2
