Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,876783.0,25387.0,48241.0,2808.0,100059.0,728483.0,15278.0,0.0,0.0,0.0,0.0
Europe,1139767.0,26671.0,107853.0,3362.0,344820.0,687094.0,26042.0,0.0,0.0,0.0,0.0
Asia,409881.0,13412.0,15491.0,359.0,191957.0,202433.0,6224.0,0.0,0.0,0.0,0.0
South America,90964.0,4478.0,4300.0,221.0,38407.0,48257.0,9475.0,0.0,0.0,0.0,0.0
Oceania,8189.0,25.0,84.0,1.0,5730.0,2375.0,54.0,0.0,0.0,0.0,0.0
Africa,25233.0,1062.0,1193.0,29.0,6739.0,17301.0,174.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2551538.0,71035.0,177177.0,6780.0,688356.0,1686005.0,57254.0,327.0,22.7,0.0,0.0
USA,815892.0,23133.0,45126.0,2612.0,82620.0,688146.0,14016.0,2465.0,136.0,4174472.0,12612.0
Spain,204178.0,3968.0,21282.0,430.0,82514.0,100382.0,7705.0,4367.0,455.0,930230.0,19896.0
Italy,183957.0,2729.0,24648.0,534.0,51600.0,107709.0,2471.0,3043.0,408.0,1450150.0,23985.0
France,158050.0,2667.0,20796.0,531.0,39181.0,98073.0,5433.0,2421.0,319.0,463662.0,7103.0
Germany,148291.0,1226.0,5033.0,171.0,95200.0,48058.0,2889.0,1770.0,60.0,1728357.0,20629.0
UK,129044.0,4301.0,17337.0,828.0,0.0,111363.0,1559.0,1901.0,255.0,535342.0,7886.0
Turkey,95591.0,4611.0,2259.0,119.0,14918.0,78414.0,1865.0,1133.0,27.0,713409.0,8459.0
Iran,84802.0,1297.0,5297.0,88.0,60965.0,18540.0,3357.0,1010.0,63.0,365723.0,4354.0
Russia,52763.0,5642.0,456.0,51.0,3873.0,48434.0,700.0,362.0,3.0,2142604.0,14682.0
Brazil,43079.0,2336.0,2741.0,154.0,22991.0,17347.0,8318.0,203.0,13.0,291922.0,1373.0
Belgium,40956.0,973.0,5998.0,170.0,9002.0,25956.0,1079.0,3534.0,518.0,167110.0,14419.0
Canada,38210.0,1381.0,1831.0,141.0,13143.0,23236.0,557.0,1012.0,49.0,565931.0,14995.0
Netherlands,34134.0,729.0,3916.0,165.0,0.0,29968.0,1087.0,1992.0,229.0,171415.0,10004.0
Switzerland,28063.0,119.0,1478.0,49.0,19400.0,7185.0,386.0,3243.0,171.0,227554.0,26293.0
Portugal,21379.0,516.0,762.0,27.0,917.0,19700.0,213.0,2097.0,75.0,271962.0,26672.0
India,20080.0,1541.0,645.0,53.0,3975.0,15460.0,0.0,15.0,0.5,447812.0,325.0
Peru,17837.0,1512.0,484.0,39.0,6982.0,10371.0,380.0,541.0,15.0,155724.0,4723.0
Ireland,16040.0,388.0,730.0,43.0,9233.0,6077.0,315.0,3248.0,148.0,111584.0,22598.0
Sweden,15322.0,545.0,1765.0,185.0,550.0,13007.0,515.0,1517.0,175.0,94500.0,9357.0
Austria,14873.0,78.0,491.0,21.0,10971.0,3411.0,196.0,1651.0,55.0,189018.0,20987.0
Israel,13942.0,229.0,184.0,7.0,4507.0,9251.0,139.0,1611.0,21.0,240303.0,27763.0
Saudi Arabia,11631.0,1147.0,109.0,6.0,1640.0,9882.0,81.0,334.0,3.0,500000.0,14362.0
Japan,11135.0,0.0,263.0,0.0,1239.0,9633.0,217.0,88.0,2.0,116725.0,923.0
Chile,10832.0,325.0,147.0,8.0,4969.0,5716.0,392.0,567.0,8.0,122357.0,6401.0
S. Korea,10683.0,9.0,237.0,1.0,8213.0,2233.0,55.0,208.0,5.0,571014.0,11138.0
Ecuador,10398.0,270.0,520.0,13.0,1207.0,8671.0,137.0,589.0,29.0,33389.0,1892.0
Poland,9856.0,263.0,401.0,21.0,1297.0,8158.0,160.0,260.0,11.0,224355.0,5928.0
Pakistan,9565.0,673.0,201.0,25.0,2073.0,7291.0,46.0,43.0,0.9,111806.0,506.0
Romania,9242.0,306.0,498.0,20.0,2153.0,6591.0,245.0,480.0,26.0,101552.0,5279.0
Singapore,9125.0,1111.0,11.0,0.0,839.0,8275.0,23.0,1560.0,2.0,94796.0,16203.0
Mexico,8772.0,511.0,712.0,26.0,2627.0,5433.0,378.0,68.0,6.0,49570.0,384.0
UAE,7755.0,490.0,46.0,3.0,1443.0,6266.0,1.0,784.0,5.0,790000.0,79875.0
Denmark,7695.0,180.0,370.0,6.0,4700.0,2625.0,81.0,1329.0,64.0,100543.0,17358.0
Norway,7191.0,35.0,182.0,1.0,32.0,6977.0,58.0,1326.0,34.0,145279.0,26798.0
Indonesia,7135.0,375.0,616.0,26.0,842.0,5677.0,0.0,26.0,2.0,50370.0,184.0
Czechia,6961.0,61.0,201.0,7.0,1753.0,5007.0,75.0,650.0,19.0,178617.0,16679.0
Serbia,6890.0,260.0,130.0,5.0,977.0,5783.0,101.0,789.0,15.0,45355.0,5191.0
Belarus,6723.0,459.0,55.0,4.0,577.0,6091.0,92.0,711.0,6.0,108545.0,11487.0
Australia,6645.0,20.0,71.0,0.0,4685.0,1889.0,49.0,261.0,3.0,439000.0,17216.0
Philippines,6599.0,140.0,437.0,9.0,654.0,5508.0,1.0,60.0,4.0,64845.0,592.0
Qatar,6533.0,518.0,9.0,0.0,614.0,5910.0,37.0,2268.0,3.0,66725.0,23160.0
Ukraine,6125.0,415.0,161.0,10.0,367.0,5597.0,45.0,140.0,4.0,61997.0,1418.0
Malaysia,5482.0,57.0,92.0,3.0,3349.0,2041.0,43.0,169.0,3.0,108216.0,3344.0
Dominican Republic,5044.0,80.0,245.0,10.0,463.0,4336.0,126.0,465.0,23.0,16973.0,1565.0
Panama,4658.0,191.0,136.0,10.0,204.0,4318.0,98.0,1080.0,32.0,20996.0,4866.0
Finland,4014.0,146.0,141.0,43.0,2000.0,1873.0,63.0,724.0,25.0,61800.0,11154.0
Colombia,3977.0,0.0,189.0,0.0,804.0,2984.0,98.0,78.0,4.0,65169.0,1281.0
Luxembourg,3618.0,60.0,78.0,3.0,670.0,2870.0,32.0,5780.0,125.0,34962.0,55852.0
Egypt,3490.0,157.0,264.0,14.0,870.0,2356.0,0.0,34.0,3.0,55000.0,537.0
South Africa,3465.0,165.0,58.0,0.0,1055.0,2352.0,36.0,58.0,1.0,126937.0,2140.0
Bangladesh,3382.0,434.0,110.0,9.0,87.0,3185.0,1.0,21.0,0.7,29578.0,180.0
Morocco,3209.0,163.0,145.0,2.0,393.0,2671.0,1.0,87.0,4.0,18100.0,490.0
Argentina,3031.0,0.0,147.0,5.0,840.0,2044.0,123.0,67.0,3.0,36611.0,810.0
Algeria,2811.0,93.0,392.0,8.0,1152.0,1267.0,40.0,64.0,9.0,6500.0,148.0
Thailand,2811.0,19.0,48.0,1.0,2108.0,655.0,61.0,40.0,0.7,142589.0,2043.0
Moldova,2614.0,66.0,72.0,2.0,505.0,2037.0,212.0,648.0,18.0,11763.0,2916.0
Greece,2401.0,156.0,121.0,5.0,577.0,1703.0,59.0,230.0,12.0,55666.0,5341.0
Hungary,2098.0,114.0,213.0,14.0,287.0,1598.0,82.0,217.0,22.0,50052.0,5181.0
Kuwait,2080.0,85.0,11.0,2.0,412.0,1657.0,46.0,487.0,3.0,0.0,0.0
Kazakhstan,1995.0,143.0,19.0,0.0,489.0,1487.0,22.0,106.0,1.0,126727.0,6749.0
Bahrain,1973.0,66.0,7.0,0.0,784.0,1182.0,2.0,1160.0,4.0,94380.0,55466.0
Croatia,1908.0,27.0,48.0,1.0,801.0,1059.0,18.0,465.0,12.0,26610.0,6482.0
Iceland,1778.0,5.0,10.0,0.0,1417.0,351.0,5.0,5210.0,29.0,43831.0,128445.0
Uzbekistan,1678.0,51.0,6.0,1.0,357.0,1315.0,8.0,50.0,0.2,150000.0,4482.0
Iraq,1602.0,28.0,83.0,1.0,1096.0,423.0,0.0,40.0,2.0,60837.0,1513.0
Estonia,1552.0,17.0,43.0,3.0,169.0,1340.0,9.0,1170.0,32.0,42213.0,31822.0
Oman,1508.0,98.0,8.0,1.0,238.0,1262.0,3.0,295.0,2.0,0.0,0.0
Azerbaijan,1480.0,44.0,20.0,1.0,865.0,595.0,16.0,146.0,2.0,102764.0,10135.0
New Zealand,1445.0,5.0,13.0,1.0,1006.0,426.0,3.0,300.0,3.0,89508.0,18562.0
Armenia,1401.0,62.0,24.0,2.0,609.0,768.0,30.0,473.0,8.0,13929.0,4701.0
Lithuania,1350.0,24.0,38.0,1.0,298.0,1014.0,17.0,496.0,14.0,70753.0,25990.0
Slovenia,1344.0,9.0,77.0,0.0,197.0,1070.0,25.0,646.0,37.0,42976.0,20672.0
Bosnia and Herzegovina,1342.0,33.0,51.0,2.0,437.0,854.0,4.0,409.0,16.0,19195.0,5851.0
North Macedonia,1231.0,6.0,55.0,1.0,224.0,952.0,9.0,591.0,26.0,12340.0,5923.0
Slovakia,1199.0,26.0,14.0,1.0,258.0,927.0,7.0,220.0,3.0,49428.0,9053.0
Cameroon,1163.0,0.0,43.0,1.0,329.0,791.0,33.0,44.0,2.0,0.0,0.0
Cuba,1137.0,50.0,38.0,2.0,309.0,790.0,18.0,100.0,3.0,30416.0,2685.0
Afghanistan,1092.0,66.0,36.0,0.0,150.0,906.0,7.0,28.0,0.9,6422.0,165.0
Ghana,1042.0,0.0,9.0,0.0,99.0,934.0,4.0,34.0,0.3,68591.0,2207.0
Hong Kong,1030.0,4.0,4.0,0.0,650.0,376.0,8.0,137.0,0.5,131786.0,17579.0
Bulgaria,975.0,46.0,45.0,2.0,170.0,760.0,34.0,140.0,6.0,26417.0,3802.0
Djibouti,945.0,99.0,2.0,0.0,112.0,831.0,0.0,956.0,2.0,8955.0,9064.0
Ivory Coast,916.0,37.0,13.0,3.0,303.0,600.0,0.0,35.0,0.5,0.0,0.0
Tunisia,884.0,0.0,38.0,0.0,148.0,698.0,35.0,75.0,3.0,17287.0,1463.0
Cyprus,784.0,12.0,12.0,0.0,98.0,674.0,15.0,649.0,10.0,37081.0,30712.0
Latvia,748.0,9.0,9.0,4.0,133.0,606.0,3.0,397.0,5.0,37972.0,20132.0
