Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,689843.0,1199.0,30468.0,91.0,60737.0,598638.0,14599.0,0.0,0.0,0.0,0.0
Europe,983970.0,13213.0,89586.0,1267.0,269545.0,624839.0,28622.0,0.0,0.0,0.0,0.0
Asia,338442.0,5245.0,12259.0,191.0,163678.0,162505.0,6411.0,0.0,0.0,0.0,0.0
South America,63764.0,462.0,2804.0,7.0,22427.0,38533.0,1222.0,0.0,0.0,0.0,0.0
Oceania,7961.0,37.0,72.0,0.0,4518.0,3371.0,71.0,0.0,0.0,0.0,0.0
Africa,18115.0,288.0,916.0,3.0,3890.0,13309.0,178.0,0.0,0.0,0.0,0.0
0,721.0,0.0,14.0,0.0,644.0,63.0,7.0,0.0,0.0,0.0,0.0
World,2102816.0,20444.0,136119.0,1559.0,525439.0,1441258.0,51110.0,270.0,17.5,0.0,0.0
USA,644806.0,717.0,28572.0,43.0,48710.0,567524.0,13487.0,1948.0,86.0,3265169.0,9864.0
Spain,182816.0,2157.0,19130.0,318.0,74797.0,88889.0,7371.0,3910.0,409.0,930230.0,19896.0
Italy,165155.0,0.0,21645.0,0.0,38092.0,105418.0,3079.0,2732.0,358.0,1117404.0,18481.0
France,147863.0,0.0,17167.0,0.0,30955.0,99741.0,6457.0,2265.0,263.0,333807.0,5114.0
Germany,135383.0,630.0,3850.0,46.0,77000.0,54533.0,4288.0,1616.0,46.0,1728357.0,20629.0
UK,98476.0,0.0,12868.0,0.0,0.0,85264.0,1559.0,1451.0,190.0,398916.0,5876.0
Iran,77995.0,1606.0,4869.0,92.0,52229.0,20897.0,3594.0,929.0,58.0,310340.0,3695.0
Turkey,69392.0,0.0,1518.0,0.0,5674.0,62200.0,1820.0,823.0,18.0,477716.0,5664.0
Belgium,34809.0,1236.0,4857.0,417.0,7562.0,22390.0,1182.0,3003.0,419.0,134303.0,11588.0
Netherlands,29214.0,1061.0,3315.0,181.0,250.0,25649.0,1279.0,1705.0,193.0,147948.0,8634.0
Brazil,29015.0,405.0,1760.0,3.0,14026.0,13229.0,296.0,137.0,8.0,62985.0,296.0
Canada,28379.0,0.0,1010.0,0.0,8979.0,18390.0,557.0,752.0,27.0,467736.0,12393.0
Russia,27938.0,3448.0,232.0,34.0,2304.0,25402.0,8.0,191.0,2.0,1613413.0,11056.0
Switzerland,26732.0,396.0,1269.0,30.0,15400.0,10063.0,386.0,3089.0,147.0,199000.0,22993.0
Portugal,18841.0,750.0,629.0,30.0,493.0,17719.0,229.0,1848.0,62.0,208314.0,20430.0
Austria,14412.0,62.0,393.0,0.0,8098.0,5921.0,232.0,1600.0,44.0,156801.0,17410.0
