Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
Asia,333197.0,11846.0,12068.0,344.0,160069.0,161060.0,6478.0,0.0,0.0,0.0,0.0
North America,692558.0,32701.0,34291.0,2826.0,60717.0,597550.0,14595.0,0.0,0.0,0.0,0.0
Europe,970757.0,33469.0,88319.0,4601.0,257966.0,624472.0,28603.0,0.0,0.0,0.0,0.0
South America,63302.0,5613.0,2797.0,286.0,22378.0,38127.0,1218.0,0.0,0.0,0.0,0.0
Oceania,7924.0,67.0,72.0,2.0,4415.0,3437.0,81.0,0.0,0.0,0.0,0.0
Africa,17827.0,955.0,913.0,37.0,3862.0,13052.0,178.0,0.0,0.0,0.0,0.0
0,721.0,0.0,14.0,0.0,639.0,68.0,7.0,0.0,0.0,0.0,0.0
World,2086286.0,84651.0,138474.0,8096.0,510046.0,1437766.0,51160.0,268.0,17.8,0.0,0.0
China,82295.0,46.0,3342.0,1.0,77816.0,1137.0,113.0,57.0,2.0,0.0,0.0
USA,648003.0,30342.0,32443.0,2618.0,48701.0,566859.0,13487.0,1958.0,98.0,3258879.0,9845.0
Spain,180659.0,6599.0,18812.0,557.0,70853.0,90994.0,7371.0,3864.0,402.0,650755.0,13918.0
Italy,165155.0,2667.0,21645.0,578.0,38092.0,105418.0,3079.0,2732.0,358.0,1117404.0,18481.0
France,147863.0,4560.0,17167.0,1438.0,30955.0,99741.0,6457.0,2265.0,263.0,333807.0,5114.0
Germany,134753.0,2543.0,3804.0,309.0,72600.0,58349.0,4288.0,1608.0,45.0,1728357.0,20629.0
UK,98476.0,4603.0,12868.0,761.0,0.0,85264.0,1559.0,1451.0,190.0,398916.0,5876.0
Iran,76389.0,1512.0,4777.0,94.0,49933.0,21679.0,3643.0,909.0,57.0,299204.0,3562.0
Turkey,69392.0,4281.0,1518.0,115.0,5674.0,62200.0,1820.0,823.0,18.0,477716.0,5664.0
Belgium,33573.0,2454.0,4440.0,283.0,7107.0,22026.0,1204.0,2897.0,383.0,128132.0,11056.0
Brazil,28610.0,3348.0,1757.0,225.0,14026.0,12827.0,296.0,135.0,8.0,62985.0,296.0
Canada,28379.0,1316.0,1010.0,107.0,8979.0,18390.0,557.0,752.0,27.0,467736.0,12393.0
Netherlands,28153.0,734.0,3134.0,189.0,250.0,24769.0,1279.0,1643.0,183.0,140845.0,8220.0
Switzerland,26336.0,400.0,1239.0,65.0,15400.0,9697.0,386.0,3043.0,143.0,199000.0,22993.0
Russia,24490.0,3388.0,198.0,28.0,1986.0,22306.0,8.0,168.0,1.0,1517992.0,10402.0
Portugal,18091.0,643.0,599.0,32.0,383.0,17109.0,208.0,1774.0,59.0,208314.0,20430.0
Austria,14350.0,124.0,393.0,9.0,8098.0,5859.0,232.0,1593.0,44.0,156801.0,17410.0
Ireland,12547.0,1068.0,444.0,38.0,77.0,12026.0,158.0,2541.0,90.0,90646.0,18358.0
Israel,12501.0,455.0,130.0,7.0,2563.0,9808.0,180.0,1444.0,15.0,117339.0,13557.0
India,12370.0,883.0,422.0,29.0,1508.0,10440.0,0.0,9.0,0.3,244893.0,177.0
Sweden,11927.0,482.0,1203.0,170.0,381.0,10343.0,954.0,1181.0,119.0,74600.0,7387.0
Peru,11475.0,1172.0,254.0,24.0,3108.0,8113.0,146.0,348.0,8.0,109385.0,3318.0
S. Korea,10591.0,27.0,225.0,3.0,7616.0,2750.0,55.0,207.0,4.0,534552.0,10426.0
Japan,8626.0,741.0,178.0,32.0,901.0,7547.0,168.0,68.0,1.0,94236.0,745.0
Chile,8273.0,356.0,94.0,2.0,2937.0,5242.0,389.0,433.0,5.0,91873.0,4806.0
Ecuador,7858.0,255.0,388.0,19.0,780.0,6690.0,135.0,445.0,22.0,26093.0,1479.0
Poland,7582.0,380.0,286.0,23.0,668.0,6628.0,160.0,200.0,8.0,156493.0,4135.0
Romania,7216.0,337.0,372.0,21.0,1217.0,5627.0,245.0,375.0,19.0,74827.0,3890.0
Norway,6797.0,174.0,150.0,11.0,32.0,6615.0,64.0,1254.0,28.0,130216.0,24020.0
Denmark,6681.0,170.0,309.0,10.0,2748.0,3624.0,89.0,1153.0,53.0,77712.0,13417.0
Australia,6447.0,47.0,63.0,2.0,3686.0,2698.0,76.0,253.0,2.0,371377.0,14564.0
Pakistan,6383.0,546.0,111.0,15.0,1446.0,4826.0,46.0,29.0,0.5,73439.0,332.0
Czechia,6301.0,190.0,166.0,5.0,819.0,5316.0,84.0,588.0,16.0,137672.0,12856.0
Saudi Arabia,5862.0,493.0,79.0,6.0,931.0,4852.0,71.0,168.0,2.0,150000.0,4309.0
Philippines,5453.0,230.0,349.0,14.0,353.0,4751.0,1.0,50.0,3.0,45486.0,415.0
Mexico,5399.0,385.0,406.0,74.0,2125.0,2868.0,207.0,42.0,3.0,40091.0,311.0
UAE,5365.0,432.0,33.0,5.0,1034.0,4298.0,1.0,542.0,3.0,767000.0,77550.0
Indonesia,5136.0,297.0,469.0,10.0,446.0,4221.0,0.0,19.0,2.0,36000.0,132.0
Malaysia,5072.0,85.0,83.0,1.0,2647.0,2342.0,56.0,157.0,3.0,87183.0,2694.0
Serbia,4873.0,408.0,99.0,5.0,400.0,4374.0,128.0,558.0,11.0,26278.0,3008.0
Ukraine,3764.0,392.0,108.0,10.0,143.0,3513.0,45.0,86.0,2.0,39084.0,894.0
Panama,3751.0,177.0,103.0,8.0,75.0,3573.0,106.0,869.0,24.0,16854.0,3906.0
