Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
China,81093.0,39.0,3270.0,9.0,72703.0,5120.0,1749.0,56.0,2.0
Italy,63927.0,4789.0,6077.0,601.0,7432.0,50418.0,3204.0,1057.0,101.0
USA,43734.0,10168.0,553.0,140.0,295.0,42886.0,1040.0,132.0,2.0
Spain,35136.0,6368.0,2311.0,539.0,3355.0,29470.0,2355.0,751.0,49.0
Germany,29056.0,4183.0,123.0,29.0,453.0,28480.0,23.0,347.0,1.0
Iran,23049.0,1411.0,1812.0,127.0,8376.0,12861.0,0.0,274.0,22.0
France,19856.0,3838.0,860.0,186.0,2200.0,16796.0,2082.0,304.0,13.0
S. Korea,8961.0,64.0,111.0,7.0,3166.0,5684.0,59.0,175.0,2.0
Switzerland,8795.0,1321.0,120.0,22.0,131.0,8544.0,141.0,1016.0,14.0
UK,6650.0,967.0,335.0,54.0,135.0,6180.0,20.0,98.0,5.0
Netherlands,4749.0,545.0,213.0,34.0,2.0,4534.0,435.0,277.0,12.0
Austria,4474.0,892.0,21.0,5.0,9.0,4444.0,14.0,497.0,2.0
Belgium,3743.0,342.0,88.0,13.0,401.0,3254.0,322.0,323.0,8.0
Norway,2625.0,240.0,10.0,3.0,6.0,2609.0,41.0,484.0,2.0
Canada,2091.0,621.0,24.0,4.0,320.0,1747.0,1.0,55.0,0.6
Portugal,2060.0,460.0,23.0,9.0,14.0,2023.0,47.0,202.0,2.0
Sweden,2046.0,112.0,27.0,6.0,16.0,2003.0,104.0,203.0,3.0
Brazil,1924.0,378.0,34.0,9.0,2.0,1888.0,18.0,9.0,0.2
Australia,1887.0,278.0,7.0,0.0,118.0,1762.0,11.0,74.0,0.3
Turkey,1529.0,293.0,37.0,7.0,0.0,1492.0,0.0,18.0,0.4
Malaysia,1518.0,212.0,14.0,4.0,159.0,1345.0,57.0,47.0,0.4
Denmark,1460.0,65.0,24.0,11.0,1.0,1435.0,55.0,252.0,4.0
Israel,1442.0,371.0,1.0,0.0,41.0,1400.0,29.0,167.0,0.1
Czechia,1236.0,116.0,1.0,0.0,7.0,1228.0,19.0,115.0,0.09
Japan,1128.0,27.0,42.0,1.0,235.0,851.0,49.0,9.0,0.3
Ireland,1125.0,219.0,6.0,2.0,5.0,1114.0,29.0,228.0,1.0
Ecuador,981.0,192.0,18.0,4.0,3.0,960.0,2.0,56.0,1.0
Luxembourg,875.0,77.0,8.0,0.0,6.0,861.0,3.0,1398.0,13.0
Pakistan,875.0,99.0,6.0,1.0,13.0,856.0,0.0,4.0,0.03
Poland,749.0,115.0,8.0,1.0,13.0,728.0,3.0,20.0,0.2
Chile,746.0,114.0,2.0,1.0,11.0,733.0,7.0,39.0,0.1
Thailand,721.0,122.0,1.0,0.0,52.0,668.0,7.0,10.0,0.01
Diamond Princess,712.0,0.0,8.0,0.0,567.0,137.0,15.0,0.0,0.0
Finland,700.0,74.0,1.0,0.0,10.0,689.0,13.0,126.0,0.2
Greece,695.0,71.0,17.0,2.0,29.0,649.0,35.0,67.0,2.0
Iceland,588.0,20.0,1.0,0.0,51.0,536.0,14.0,1723.0,3.0
Indonesia,579.0,65.0,49.0,1.0,30.0,500.0,0.0,2.0,0.2
Romania,576.0,143.0,7.0,4.0,73.0,496.0,15.0,30.0,0.4
Saudi Arabia,562.0,51.0,0.0,0.0,19.0,543.0,0.0,16.0,0.0
Singapore,509.0,54.0,2.0,0.0,152.0,355.0,14.0,87.0,0.3
Qatar,501.0,7.0,0.0,0.0,33.0,468.0,6.0,174.0,0.0
India,499.0,103.0,10.0,3.0,34.0,455.0,0.0,0.4,0.01
Philippines,462.0,82.0,33.0,8.0,18.0,411.0,1.0,4.0,0.3
Slovenia,442.0,28.0,3.0,1.0,0.0,439.0,12.0,213.0,1.0
Russia,438.0,71.0,1.0,0.0,17.0,420.0,0.0,3.0,0.01
South Africa,402.0,128.0,0.0,0.0,4.0,398.0,0.0,7.0,0.0
Peru,395.0,32.0,5.0,0.0,1.0,389.0,19.0,12.0,0.2
Bahrain,377.0,43.0,2.0,0.0,164.0,211.0,3.0,222.0,1.0
Egypt,366.0,39.0,19.0,5.0,68.0,279.0,0.0,4.0,0.2
Hong Kong,357.0,39.0,4.0,0.0,100.0,253.0,4.0,48.0,0.5
Estonia,352.0,26.0,0.0,0.0,4.0,348.0,4.0,265.0,0.0
Panama,345.0,32.0,6.0,3.0,1.0,338.0,33.0,80.0,1.0
Mexico,316.0,65.0,3.0,1.0,4.0,309.0,1.0,2.0,0.02
Croatia,315.0,61.0,1.0,0.0,5.0,309.0,5.0,77.0,0.2
Argentina,301.0,35.0,4.0,0.0,51.0,246.0,0.0,7.0,0.09
Colombia,277.0,46.0,3.0,1.0,3.0,271.0,0.0,5.0,0.06
Lebanon,267.0,19.0,4.0,0.0,8.0,255.0,4.0,39.0,0.6
Iraq,266.0,33.0,23.0,3.0,62.0,181.0,0.0,7.0,0.6
Serbia,249.0,27.0,3.0,1.0,3.0,243.0,12.0,28.0,0.3
Dominican Republic,245.0,43.0,3.0,0.0,3.0,239.0,0.0,23.0,0.3
Armenia,235.0,41.0,0.0,0.0,2.0,233.0,6.0,79.0,0.0
Algeria,230.0,29.0,17.0,0.0,65.0,148.0,0.0,5.0,0.4
Bulgaria,201.0,14.0,3.0,0.0,3.0,195.0,8.0,29.0,0.4
UAE,198.0,45.0,2.0,0.0,41.0,155.0,2.0,20.0,0.2
Taiwan,195.0,26.0,2.0,0.0,28.0,165.0,0.0,8.0,0.08
Kuwait,189.0,1.0,0.0,0.0,30.0,159.0,5.0,44.0,0.0
San Marino,187.0,12.0,20.0,0.0,4.0,163.0,13.0,5511.0,589.0
Slovakia,186.0,1.0,0.0,0.0,7.0,179.0,2.0,34.0,0.0
Latvia,180.0,41.0,0.0,0.0,1.0,179.0,0.0,95.0,0.0
Lithuania,179.0,36.0,1.0,0.0,1.0,177.0,1.0,66.0,0.4
Hungary,167.0,36.0,8.0,2.0,21.0,138.0,6.0,17.0,0.8
Uruguay,162.0,4.0,0.0,0.0,0.0,162.0,3.0,47.0,0.0
Costa Rica,158.0,24.0,2.0,0.0,2.0,154.0,2.0,31.0,0.4
Morocco,143.0,28.0,4.0,0.0,5.0,134.0,1.0,4.0,0.1
North Macedonia,136.0,21.0,2.0,1.0,1.0,133.0,1.0,65.0,1.0
Bosnia and Herzegovina,136.0,10.0,1.0,0.0,2.0,133.0,1.0,41.0,0.3
Andorra,133.0,20.0,1.0,0.0,1.0,131.0,2.0,1721.0,13.0
Jordan,127.0,15.0,0.0,0.0,1.0,126.0,0.0,12.0,0.0
Vietnam,123.0,10.0,0.0,0.0,17.0,106.0,2.0,1.0,0.0
Faeroe Islands,118.0,3.0,0.0,0.0,23.0,95.0,0.0,2415.0,0.0
Cyprus,116.0,21.0,1.0,0.0,3.0,112.0,3.0,96.0,0.8
Moldova,109.0,15.0,1.0,0.0,2.0,106.0,3.0,27.0,0.2
Malta,107.0,17.0,0.0,0.0,2.0,105.0,1.0,242.0,0.0
Albania,104.0,15.0,4.0,2.0,2.0,98.0,2.0,36.0,1.0
New Zealand,102.0,0.0,0.0,0.0,0.0,102.0,0.0,21.0,0.0
Burkina Faso,99.0,24.0,4.0,0.0,5.0,90.0,0.0,5.0,0.2
