Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
Asia,298736.0,11552.0,11002.0,405.0,146508.0,141226.0,6609.0,0.0,0.0,0.0,0.0
North America,598295.0,29346.0,23476.0,1684.0,42223.0,532596.0,12761.0,0.0,0.0,0.0,0.0
Europe,881110.0,28211.0,76768.0,3143.0,221548.0,582794.0,29929.0,0.0,0.0,0.0,0.0
South America,50581.0,2513.0,2081.0,134.0,5681.0,42819.0,1206.0,0.0,0.0,0.0,0.0
Oceania,7732.0,30.0,63.0,3.0,3810.0,3859.0,87.0,0.0,0.0,0.0,0.0
Africa,15082.0,862.0,791.0,46.0,2922.0,11369.0,174.0,0.0,0.0,0.0,0.0
0,721.0,0.0,13.0,0.0,619.0,89.0,10.0,0.0,0.0,0.0,0.0
World,1852257.0,72514.0,114194.0,5415.0,423311.0,1314752.0,50776.0,238.0,14.7,0.0,0.0
China,82052.0,99.0,3339.0,0.0,77575.0,1138.0,139.0,57.0,2.0,0.0,0.0
USA,560300.0,27421.0,22105.0,1528.0,32634.0,505561.0,11766.0,1693.0,67.0,2832258.0,8557.0
Spain,166831.0,3804.0,17209.0,603.0,62391.0,87231.0,7371.0,3568.0,368.0,355000.0,7593.0
Italy,156363.0,4092.0,19899.0,431.0,34211.0,102253.0,3343.0,2586.0,329.0,1010193.0,16708.0
France,132591.0,2937.0,14393.0,561.0,27186.0,91012.0,6845.0,2031.0,221.0,333807.0,5114.0
Germany,127854.0,2402.0,3022.0,151.0,60300.0,64532.0,4895.0,1526.0,36.0,1317887.0,15730.0
UK,84279.0,5288.0,10612.0,737.0,0.0,73323.0,1559.0,1241.0,156.0,352974.0,5200.0
Iran,71686.0,1657.0,4474.0,117.0,43894.0,23318.0,3930.0,853.0,53.0,263388.0,3136.0
Turkey,56956.0,4789.0,1198.0,97.0,3446.0,52312.0,1665.0,675.0,14.0,376100.0,4459.0
Belgium,29647.0,1629.0,3600.0,254.0,6463.0,19584.0,1223.0,2558.0,311.0,102151.0,8814.0
Netherlands,25587.0,1174.0,2737.0,94.0,250.0,22600.0,1384.0,1493.0,160.0,101534.0,5926.0
Switzerland,25415.0,308.0,1106.0,70.0,12700.0,11609.0,386.0,2937.0,128.0,193800.0,22393.0
Canada,24383.0,1065.0,717.0,64.0,7172.0,16494.0,557.0,646.0,19.0,422200.0,11186.0
Brazil,22192.0,1230.0,1223.0,83.0,173.0,20796.0,296.0,104.0,6.0,62985.0,296.0
Portugal,16585.0,598.0,504.0,34.0,277.0,15804.0,228.0,1627.0,49.0,163616.0,16046.0
Russia,15770.0,2186.0,130.0,24.0,1291.0,14349.0,8.0,108.0,0.9,1200000.0,8223.0
Austria,13945.0,139.0,350.0,13.0,6987.0,6608.0,243.0,1548.0,39.0,144877.0,16086.0
Israel,11145.0,402.0,103.0,2.0,1627.0,9415.0,183.0,1288.0,12.0,117339.0,13557.0
S. Korea,10512.0,32.0,214.0,3.0,7368.0,2930.0,55.0,205.0,4.0,514621.0,10038.0
Sweden,10483.0,332.0,899.0,12.0,381.0,9203.0,839.0,1038.0,89.0,54700.0,5416.0
Ireland,9655.0,727.0,334.0,14.0,25.0,9296.0,194.0,1955.0,68.0,53000.0,10734.0
India,9205.0,759.0,331.0,43.0,1080.0,7794.0,0.0,7.0,0.2,189111.0,137.0
Peru,7519.0,671.0,193.0,12.0,1798.0,5528.0,134.0,228.0,6.0,76506.0,2320.0
Ecuador,7466.0,209.0,333.0,18.0,501.0,6632.0,184.0,423.0,19.0,23635.0,1340.0
Japan,7370.0,622.0,123.0,15.0,784.0,6463.0,129.0,58.0,1.0,77381.0,612.0
Chile,7213.0,286.0,80.0,7.0,2059.0,5074.0,387.0,377.0,4.0,82271.0,4304.0
Poland,6674.0,318.0,232.0,24.0,439.0,6003.0,160.0,176.0,6.0,138007.0,3646.0
Norway,6525.0,116.0,128.0,9.0,32.0,6365.0,59.0,1204.0,24.0,126486.0,23332.0
Australia,6313.0,10.0,59.0,3.0,3338.0,2916.0,81.0,248.0,2.0,353941.0,13880.0
Romania,6300.0,310.0,316.0,25.0,852.0,5132.0,204.0,327.0,16.0,62328.0,3240.0
Denmark,6174.0,178.0,273.0,13.0,2123.0,3778.0,104.0,1066.0,47.0,70125.0,12107.0
Czechia,5991.0,89.0,138.0,9.0,464.0,5389.0,87.0,559.0,13.0,125126.0,11684.0
Pakistan,5230.0,219.0,91.0,5.0,1028.0,4111.0,37.0,24.0,0.4,61801.0,280.0
Malaysia,4683.0,153.0,76.0,3.0,2108.0,2499.0,66.0,145.0,2.0,77491.0,2394.0
Philippines,4648.0,220.0,297.0,50.0,197.0,4154.0,1.0,42.0,3.0,33814.0,309.0
Saudi Arabia,4462.0,429.0,59.0,7.0,761.0,3642.0,67.0,128.0,2.0,115585.0,3320.0
Indonesia,4241.0,399.0,373.0,46.0,359.0,3509.0,0.0,16.0,1.0,27075.0,99.0
Mexico,4219.0,375.0,273.0,40.0,1772.0,2174.0,89.0,33.0,2.0,35479.0,275.0
