Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80832.0,18.0,3177.0,0.0,64184.0,13471.0,4020.0,56.2
 Italy ,17660.0,2547.0,1266.0,250.0,1439.0,14955.0,1328.0,292.1
 Iran ,11364.0,1289.0,514.0,85.0,3529.0,7321.0,0.0,135.3
 S. Korea ,8086.0,217.0,72.0,6.0,714.0,7300.0,59.0,157.7
 Spain ,5232.0,2086.0,133.0,47.0,193.0,4906.0,272.0,111.9
 Germany ,3675.0,930.0,8.0,2.0,46.0,3621.0,9.0,43.9
 France ,3661.0,785.0,79.0,18.0,12.0,3570.0,154.0,56.1
 USA ,2287.0,590.0,49.0,8.0,41.0,2197.0,10.0,6.9
 Switzerland ,1139.0,271.0,11.0,4.0,4.0,1124.0,0.0,131.6
 Norway ,996.0,196.0,1.0,0.0,1.0,994.0,27.0,183.7
 Sweden ,814.0,127.0,1.0,0.0,1.0,812.0,2.0,80.6
 Netherlands ,804.0,190.0,10.0,5.0,2.0,792.0,45.0,46.9
 Denmark ,804.0,130.0,0.0,0.0,1.0,803.0,2.0,138.8
 UK ,798.0,208.0,11.0,1.0,18.0,769.0,20.0,11.8
 Japan ,734.0,43.0,21.0,2.0,118.0,595.0,29.0,5.8
 Diamond Princess ,696.0,0.0,7.0,0.0,325.0,364.0,32.0,0.0
 Belgium ,559.0,160.0,3.0,0.0,1.0,555.0,2.0,48.2
 Austria ,504.0,143.0,1.0,0.0,6.0,497.0,1.0,56.0
 Qatar ,320.0,58.0,0.0,0.0,0.0,320.0,0.0,111.1
 Bahrain ,210.0,13.0,0.0,0.0,44.0,166.0,1.0,123.4
 Singapore ,200.0,13.0,0.0,0.0,97.0,103.0,11.0,34.2
 Australia ,199.0,43.0,3.0,0.0,26.0,170.0,1.0,7.8
 Canada ,198.0,56.0,1.0,0.0,11.0,186.0,1.0,5.2
 Malaysia ,197.0,39.0,0.0,0.0,32.0,165.0,4.0,6.1
 Greece ,190.0,73.0,1.0,0.0,2.0,187.0,2.0,18.2
 Finland ,155.0,46.0,0.0,0.0,1.0,154.0,0.0,28.0
 Brazil ,151.0,74.0,0.0,0.0,1.0,150.0,2.0,0.7
 Israel ,143.0,34.0,0.0,0.0,4.0,139.0,3.0,16.5
 Czechia ,141.0,25.0,0.0,0.0,0.0,141.0,2.0,13.2
 Slovenia ,141.0,45.0,0.0,0.0,0.0,141.0,4.0,67.8
 Iceland ,134.0,17.0,0.0,0.0,0.0,134.0,0.0,0.0
