Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,564946.0,28105.0,21670.0,1848.0,36942.0,506334.0,12048.0,0.0,0.0,0.0,0.0
Europe,851663.0,31554.0,73490.0,3427.0,210127.0,568046.0,29981.0,0.0,0.0,0.0,0.0
Asia,286441.0,11400.0,10588.0,364.0,142458.0,133395.0,6618.0,0.0,0.0,0.0,0.0
South America,47422.0,2446.0,1905.0,96.0,5207.0,40310.0,1234.0,0.0,0.0,0.0,0.0
Oceania,7702.0,94.0,60.0,4.0,3688.0,3954.0,85.0,0.0,0.0,0.0,0.0
Africa,14212.0,673.0,745.0,48.0,2457.0,11010.0,158.0,0.0,0.0,0.0,0.0
0,721.0,0.0,13.0,0.0,619.0,89.0,10.0,0.0,0.0,0.0,0.0
World,1773107.0,74272.0,108471.0,5787.0,401498.0,1263138.0,50134.0,227.0,13.9,0.0,0.0
USA,529154.0,26278.0,20460.0,1713.0,29442.0,479252.0,11059.0,1599.0,62.0,2655662.0,8023.0
Spain,163027.0,4754.0,16606.0,525.0,59109.0,87312.0,7371.0,3487.0,355.0,355000.0,7593.0
Italy,152271.0,4694.0,19468.0,619.0,32534.0,100269.0,3381.0,2518.0,322.0,963473.0,15935.0
France,129654.0,4785.0,13832.0,635.0,26391.0,89431.0,6883.0,1986.0,212.0,333807.0,5114.0
Germany,124288.0,2117.0,2736.0,0.0,57400.0,64152.0,4895.0,1483.0,33.0,1317887.0,15730.0
UK,78991.0,5233.0,9875.0,917.0,344.0,68772.0,1559.0,1164.0,145.0,334974.0,4934.0
Iran,70029.0,1837.0,4357.0,125.0,41947.0,23725.0,3987.0,834.0,52.0,251703.0,2997.0
Turkey,52167.0,5138.0,1101.0,95.0,2965.0,48101.0,1626.0,619.0,13.0,340380.0,4036.0
Belgium,28018.0,1351.0,3346.0,327.0,5986.0,18686.0,1262.0,2418.0,289.0,102151.0,8814.0
Switzerland,25107.0,556.0,1036.0,34.0,12100.0,11971.0,386.0,2901.0,120.0,190000.0,21954.0
Netherlands,24413.0,1316.0,2643.0,132.0,250.0,21520.0,1384.0,1425.0,154.0,101534.0,5926.0
Canada,23318.0,1170.0,653.0,84.0,6309.0,16356.0,557.0,618.0,17.0,401552.0,10639.0
Brazil,20727.0,938.0,1124.0,56.0,173.0,19430.0,296.0,98.0,5.0,62985.0,296.0
