Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,623785.0,25490.0,24937.0,1461.0,45970.0,552878.0,13863.0,0.0,0.0,0.0,0.0
Europe,905960.0,24850.0,79784.0,3016.0,231937.0,594239.0,29793.0,0.0,0.0,0.0,0.0
Asia,309992.0,11256.0,11331.0,329.0,150596.0,148065.0,6649.0,0.0,0.0,0.0,0.0
South America,54544.0,3963.0,2244.0,163.0,6995.0,45305.0,1142.0,0.0,0.0,0.0,0.0
Oceania,7799.0,67.0,66.0,3.0,4041.0,3692.0,84.0,0.0,0.0,0.0,0.0
Africa,15878.0,796.0,837.0,46.0,3034.0,12007.0,178.0,0.0,0.0,0.0,0.0
0,721.0,0.0,13.0,0.0,619.0,89.0,10.0,0.0,0.0,0.0,0.0
World,1918679.0,66422.0,119212.0,5018.0,443192.0,1356275.0,51719.0,246.0,15.3,0.0,0.0
USA,583870.0,23570.0,23485.0,1380.0,35755.0,524630.0,12772.0,1764.0,71.0,2934571.0,8866.0
Spain,169628.0,2797.0,17628.0,419.0,64727.0,87273.0,7371.0,3628.0,377.0,600000.0,12833.0
Italy,159516.0,3153.0,20465.0,566.0,35435.0,103616.0,3260.0,2638.0,338.0,1046910.0,17315.0
France,136779.0,4188.0,14967.0,574.0,27718.0,94094.0,6821.0,2095.0,229.0,333807.0,5114.0
Germany,129207.0,1353.0,3118.0,96.0,64300.0,61789.0,4895.0,1542.0,37.0,1317887.0,15730.0
UK,88621.0,4342.0,11329.0,717.0,0.0,76948.0,1559.0,1305.0,167.0,367667.0,5416.0
Iran,73303.0,1617.0,4585.0,111.0,45983.0,22735.0,3877.0,873.0,55.0,275427.0,3279.0
Turkey,61049.0,4093.0,1296.0,98.0,3957.0,55796.0,1786.0,724.0,15.0,410556.0,4868.0
Belgium,30589.0,942.0,3903.0,303.0,6707.0,19979.0,1234.0,2639.0,337.0,102151.0,8814.0
Netherlands,26551.0,964.0,2823.0,86.0,250.0,23478.0,1358.0,1550.0,165.0,115992.0,6769.0
Switzerland,25688.0,273.0,1138.0,32.0,13700.0,10850.0,386.0,2968.0,131.0,193800.0,22393.0
Canada,25552.0,1169.0,767.0,50.0,7666.0,17119.0,557.0,677.0,20.0,422200.0,11186.0
Brazil,23430.0,1238.0,1328.0,105.0,173.0,21929.0,296.0,110.0,6.0,62985.0,296.0
Russia,18328.0,2558.0,148.0,18.0,1470.0,16710.0,8.0,126.0,1.0,1300000.0,8908.0
Portugal,16934.0,349.0,535.0,31.0,277.0,16122.0,188.0,1661.0,52.0,182707.0,17918.0
Austria,14041.0,96.0,368.0,18.0,7343.0,6330.0,239.0,1559.0,41.0,148412.0,16479.0
Israel,11586.0,441.0,116.0,13.0,1855.0,9615.0,181.0,1339.0,13.0,117339.0,13557.0
Sweden,10948.0,465.0,919.0,20.0,381.0,9648.0,859.0,1084.0,91.0,54700.0,5416.0
