Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
Israel,433.0,0.0,0.0,0.0,11.0,422.0,6.0,50.0
Greece,418.0,0.0,5.0,0.0,14.0,399.0,13.0,40.0
Ireland,366.0,0.0,2.0,0.0,5.0,359.0,6.0,74.0
Finland,359.0,0.0,0.0,0.0,10.0,349.0,2.0,65.0
Singapore,313.0,0.0,0.0,0.0,117.0,196.0,14.0,54.0
Pakistan,307.0,0.0,2.0,0.0,13.0,292.0,0.0,1.0
Poland,287.0,0.0,5.0,0.0,13.0,269.0,3.0,8.0
Slovenia,286.0,0.0,1.0,0.0,0.0,285.0,6.0,138.0
Romania,260.0,0.0,0.0,0.0,19.0,241.0,5.0,14.0
Estonia,258.0,0.0,0.0,0.0,1.0,257.0,1.0,194.0
Bahrain,256.0,0.0,1.0,0.0,95.0,160.0,3.0,150.0
Iceland,250.0,0.0,0.0,0.0,5.0,245.0,1.0,733.0
Saudi Arabia,238.0,0.0,0.0,0.0,6.0,232.0,0.0,7.0
Chile,238.0,0.0,0.0,0.0,0.0,238.0,3.0,12.0
Indonesia,227.0,0.0,19.0,0.0,11.0,197.0,0.0,0.8
Thailand,212.0,0.0,1.0,0.0,42.0,169.0,1.0,3.0
Egypt,210.0,0.0,6.0,0.0,28.0,176.0,0.0,2.0
Luxembourg,203.0,0.0,2.0,0.0,0.0,201.0,1.0,324.0
Philippines,202.0,0.0,17.0,0.0,7.0,178.0,1.0,2.0
Hong Kong,193.0,0.0,4.0,0.0,95.0,94.0,4.0,26.0
Turkey,191.0,0.0,2.0,0.0,0.0,189.0,0.0,2.0
India,169.0,0.0,3.0,0.0,14.0,152.0,0.0,0.1
Ecuador,168.0,0.0,3.0,0.0,1.0,164.0,2.0,10.0
Iraq,164.0,0.0,12.0,0.0,41.0,111.0,0.0,4.0
Russia,147.0,0.0,0.0,0.0,8.0,139.0,0.0,1.0
Peru,145.0,0.0,0.0,0.0,1.0,144.0,8.0,4.0
Kuwait,142.0,0.0,0.0,0.0,15.0,127.0,4.0,33.0
San Marino,140.0,0.0,14.0,0.0,4.0,122.0,11.0,4126.0
Lebanon,133.0,0.0,4.0,0.0,4.0,125.0,3.0,19.0
South Africa,116.0,0.0,0.0,0.0,0.0,116.0,0.0,2.0
UAE,113.0,0.0,0.0,0.0,26.0,87.0,2.0,11.0
Armenia,110.0,0.0,0.0,0.0,1.0,109.0,2.0,37.0
Panama,109.0,0.0,1.0,0.0,0.0,108.0,7.0,25.0
Slovakia,105.0,0.0,0.0,0.0,0.0,105.0,2.0,19.0
Taiwan,100.0,0.0,1.0,0.0,22.0,77.0,0.0,4.0
Argentina,97.0,0.0,2.0,0.0,3.0,92.0,1.0,2.0
Mexico,93.0,0.0,0.0,0.0,4.0,89.0,1.0,0.7
Colombia,93.0,0.0,0.0,0.0,1.0,92.0,0.0,2.0
Bulgaria,92.0,0.0,2.0,0.0,0.0,90.0,0.0,13.0
Croatia,89.0,0.0,0.0,0.0,5.0,84.0,0.0,22.0
Serbia,89.0,0.0,0.0,0.0,1.0,88.0,4.0,10.0
Uruguay,79.0,0.0,0.0,0.0,0.0,79.0,0.0,23.0
Vietnam,76.0,0.0,0.0,0.0,16.0,60.0,0.0,0.8
Algeria,75.0,0.0,7.0,0.0,32.0,36.0,0.0,2.0
Latvia,71.0,0.0,0.0,0.0,1.0,70.0,0.0,38.0
Costa Rica,69.0,0.0,1.0,0.0,0.0,68.0,2.0,14.0
Brunei ,68.0,0.0,0.0,0.0,0.0,68.0,2.0,155.0
Albania,59.0,0.0,2.0,0.0,0.0,57.0,2.0,21.0
Hungary,58.0,0.0,1.0,0.0,2.0,55.0,4.0,6.0
Cyprus,58.0,0.0,0.0,0.0,0.0,58.0,1.0,48.0
Faeroe Islands,58.0,0.0,0.0,0.0,1.0,57.0,0.0,1187.0
Jordan,56.0,0.0,0.0,0.0,1.0,55.0,0.0,5.0
Morocco,54.0,0.0,2.0,0.0,1.0,51.0,1.0,1.0
Andorra,53.0,0.0,0.0,0.0,1.0,52.0,0.0,686.0
Belarus,51.0,0.0,0.0,0.0,5.0,46.0,0.0,5.0
Sri Lanka,51.0,0.0,0.0,0.0,3.0,48.0,0.0,2.0
Malta,48.0,0.0,0.0,0.0,2.0,46.0,0.0,109.0
Palestine,44.0,0.0,0.0,0.0,0.0,44.0,0.0,9.0
North Macedonia,43.0,0.0,0.0,0.0,1.0,42.0,1.0,21.0
Oman,39.0,0.0,0.0,0.0,13.0,26.0,0.0,8.0
Bosnia and Herzegovina,39.0,0.0,0.0,0.0,2.0,37.0,0.0,12.0
Georgia,38.0,0.0,0.0,0.0,1.0,37.0,1.0,10.0
Cambodia,37.0,0.0,0.0,0.0,1.0,36.0,0.0,2.0
Moldova,36.0,0.0,1.0,0.0,1.0,34.0,2.0,9.0
Senegal,36.0,0.0,0.0,0.0,2.0,34.0,0.0,2.0
Kazakhstan,36.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0
Venezuela,36.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0
Dominican Republic,34.0,0.0,2.0,0.0,0.0,32.0,0.0,3.0
Azerbaijan,34.0,0.0,1.0,0.0,7.0,26.0,0.0,3.0
Lithuania,34.0,0.0,0.0,0.0,1.0,33.0,1.0,12.0
Guadeloupe,33.0,0.0,0.0,0.0,0.0,33.0,0.0,82.0
Tunisia,29.0,0.0,0.0,0.0,1.0,28.0,2.0,2.0
New Zealand,28.0,8.0,0.0,0.0,0.0,28.0,0.0,6.0
Liechtenstein,28.0,0.0,0.0,0.0,0.0,28.0,0.0,734.0
Martinique,23.0,0.0,1.0,0.0,0.0,22.0,0.0,61.0
Afghanistan,22.0,0.0,0.0,0.0,1.0,21.0,0.0,0.6
Burkina Faso,20.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0
Uzbekistan,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.5
Macao,17.0,0.0,0.0,0.0,10.0,7.0,0.0,26.0
Ukraine,16.0,0.0,2.0,0.0,0.0,14.0,0.0,0.4
Jamaica,15.0,0.0,1.0,0.0,2.0,12.0,0.0,5.0
French Guiana,15.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0
Bangladesh,14.0,0.0,1.0,0.0,3.0,10.0,0.0,0.09
Réunion,14.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0
Cameroon,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.5
Maldives,13.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0
Bolivia,12.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
Paraguay,11.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0
Rwanda,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.8
Cuba,10.0,0.0,1.0,0.0,0.0,9.0,0.0,0.9
Monaco,9.0,0.0,0.0,0.0,0.0,9.0,0.0,229.0
Ivory Coast,9.0,0.0,0.0,0.0,1.0,8.0,0.0,0.3
Honduras,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9
Guatemala,8.0,0.0,1.0,0.0,0.0,7.0,0.0,0.4
Nigeria,8.0,0.0,0.0,0.0,1.0,7.0,0.0,0.04
Gibraltar,8.0,0.0,0.0,0.0,2.0,6.0,0.0,237.0
Guam,8.0,0.0,0.0,0.0,0.0,8.0,0.0,47.0
Montenegro,8.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0
Channel Islands,7.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0
DRC,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.08
Ghana,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2
Kenya,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1
Trinidad and Tobago,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0
Ethiopia,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.05
Mongolia,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
Puerto Rico,6.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
Seychelles,6.0,0.0,0.0,0.0,0.0,6.0,0.0,61.0
French Polynesia,5.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0
Guyana,4.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0
Aruba,4.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0
Equatorial Guinea,4.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0
Curaçao,3.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0
Gabon,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
Kyrgyzstan,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5
Mauritius,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Mayotte,3.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0
St. Barth,3.0,0.0,0.0,0.0,0.0,3.0,0.0,304.0
Saint Martin,3.0,0.0,0.0,0.0,0.0,3.0,0.0,78.0
Tanzania,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05
Sudan,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05
Barbados,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
Benin,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2
Bermuda,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0
Greenland,2.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0
Liberia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
Mauritania,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4
Namibia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8
New Caledonia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
Saint Lucia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0
U.S. Virgin Islands,2.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0
Zambia,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1
Cayman Islands,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
Nepal,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03
Antigua and Barbuda,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0
Bahamas,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Bhutan,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CAR,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
Congo,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
Djibouti,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gambia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4
Guinea,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08
Vatican City,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.0
Montserrat,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
St. Vincent Grenadines,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Sint Maarten,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0
Somalia,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06
Suriname,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Eswatini,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9
Togo,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
