Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop
 China ,80815.0,22.0,3177.0,8.0,64152.0,13486.0,4020.0,56.1
 Italy ,15113.0,0.0,1016.0,0.0,1258.0,12839.0,1153.0,250.0
 Iran ,11364.0,1289.0,514.0,85.0,3529.0,7321.0,0.0,135.3
 S. Korea ,7979.0,110.0,71.0,5.0,510.0,7398.0,93.0,155.6
 Spain ,4209.0,1063.0,120.0,34.0,189.0,3900.0,190.0,90.0
 Germany ,3117.0,372.0,7.0,1.0,46.0,3064.0,9.0,37.2
 France ,2876.0,0.0,61.0,0.0,12.0,2803.0,129.0,44.1
 USA ,1832.0,135.0,41.0,0.0,31.0,1760.0,10.0,5.5
 Switzerland ,1135.0,267.0,7.0,0.0,4.0,1124.0,0.0,131.1
 Norway ,895.0,95.0,1.0,0.0,1.0,893.0,27.0,165.1
 Netherlands ,804.0,190.0,10.0,5.0,2.0,792.0,1.0,46.9
 Sweden ,801.0,114.0,1.0,0.0,1.0,799.0,2.0,79.3
 Denmark ,785.0,111.0,0.0,0.0,1.0,784.0,2.0,135.5
 Japan ,701.0,10.0,19.0,0.0,118.0,564.0,29.0,5.5
 Diamond Princess ,696.0,0.0,7.0,0.0,325.0,364.0,32.0,0.0
 UK ,609.0,19.0,10.0,0.0,18.0,581.0,20.0,9.0
 Belgium ,556.0,157.0,3.0,0.0,1.0,552.0,2.0,48.0
 Austria ,428.0,67.0,1.0,0.0,6.0,421.0,1.0,47.5
 Qatar ,262.0,0.0,0.0,0.0,0.0,262.0,0.0,90.9
 Bahrain ,210.0,13.0,0.0,0.0,44.0,166.0,1.0,123.4
 Singapore ,200.0,13.0,0.0,0.0,97.0,103.0,11.0,34.2
 Australia ,199.0,43.0,3.0,0.0,26.0,170.0,1.0,7.8
 Canada ,158.0,16.0,1.0,0.0,11.0,146.0,1.0,4.2
 Malaysia ,158.0,0.0,0.0,0.0,32.0,126.0,3.0,4.9
 Finland ,155.0,46.0,0.0,0.0,1.0,154.0,0.0,28.0
 Slovenia ,141.0,45.0,0.0,0.0,0.0,141.0,4.0,67.8
 Hong Kong ,132.0,1.0,4.0,1.0,77.0,51.0,4.0,17.6
 Israel ,126.0,17.0,0.0,0.0,4.0,122.0,2.0,14.6
 Czechia ,120.0,4.0,0.0,0.0,0.0,120.0,2.0,11.2
 Greece ,117.0,0.0,1.0,0.0,2.0,114.0,2.0,11.2
 Iceland ,117.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0
 Portugal ,112.0,34.0,0.0,0.0,1.0,111.0,1.0,11.0
 Kuwait ,100.0,20.0,0.0,0.0,5.0,95.0,4.0,23.4
 Brazil ,85.0,8.0,0.0,0.0,0.0,85.0,2.0,0.4
 UAE ,85.0,0.0,0.0,0.0,20.0,65.0,2.0,8.6
 Iraq ,83.0,0.0,8.0,0.0,24.0,51.0,0.0,2.1
 India ,81.0,7.0,1.0,0.0,4.0,76.0,0.0,0.1
 San Marino ,80.0,8.0,5.0,0.0,2.0,73.0,3.0,0.0
 Egypt ,80.0,0.0,2.0,0.0,27.0,51.0,0.0,0.8
 Lebanon ,77.0,9.0,3.0,0.0,1.0,73.0,3.0,11.3
 Thailand ,75.0,5.0,1.0,0.0,35.0,39.0,1.0,1.1
 Romania ,75.0,16.0,0.0,0.0,7.0,68.0,1.0,3.9
 Ireland ,70.0,0.0,1.0,0.0,0.0,69.0,6.0,14.2
 Indonesia ,69.0,35.0,4.0,3.0,5.0,60.0,0.0,0.3
 Poland ,64.0,13.0,1.0,0.0,0.0,63.0,3.0,1.7
 Saudi Arabia ,62.0,17.0,0.0,0.0,1.0,61.0,0.0,1.8
 Philippines ,52.0,0.0,5.0,0.0,2.0,45.0,1.0,0.5
 Taiwan ,50.0,1.0,1.0,0.0,20.0,29.0,0.0,2.1
 Russia ,45.0,11.0,0.0,0.0,8.0,37.0,0.0,0.3
 Vietnam ,44.0,0.0,0.0,0.0,16.0,28.0,0.0,0.5
 Estonia ,41.0,14.0,0.0,0.0,0.0,41.0,0.0,30.9
 Brunei ,37.0,12.0,0.0,0.0,0.0,37.0,0.0,0.0
 Palestine ,35.0,4.0,0.0,0.0,0.0,35.0,0.0,6.9
 Albania ,33.0,10.0,1.0,0.0,0.0,32.0,0.0,11.5
 Chile ,33.0,0.0,0.0,0.0,0.0,33.0,0.0,1.7
 Argentina ,31.0,0.0,1.0,0.0,0.0,30.0,1.0,0.7
 Croatia ,31.0,4.0,0.0,0.0,1.0,30.0,0.0,7.6
 Serbia ,31.0,7.0,0.0,0.0,0.0,31.0,1.0,3.5
 Slovakia ,30.0,9.0,0.0,0.0,0.0,30.0,0.0,5.5
 Panama ,27.0,13.0,1.0,0.0,0.0,26.0,0.0,6.3
 Algeria ,26.0,0.0,2.0,0.0,10.0,14.0,0.0,0.6
 Luxembourg ,26.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0
 Georgia ,25.0,0.0,0.0,0.0,0.0,25.0,1.0,6.3
 South Africa ,24.0,8.0,0.0,0.0,0.0,24.0,0.0,0.4
 Bulgaria ,23.0,0.0,1.0,0.0,0.0,22.0,0.0,3.3
 Costa Rica ,23.0,0.0,0.0,0.0,0.0,23.0,1.0,4.5
