Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
Asia,483226.0,10951.0,17588.0,345.0,236575.0,229063.0,5981.0,0.0,0.0,0.0,0.0
North America,1090796.0,26193.0,61549.0,1594.0,168606.0,860641.0,15449.0,0.0,0.0,0.0,0.0
Europe,1298702.0,21894.0,123997.0,2112.0,446464.0,728241.0,24907.0,0.0,0.0,0.0,0.0
South America,144174.0,6254.0,6730.0,441.0,51611.0,85833.0,9772.0,0.0,0.0,0.0,0.0
Oceania,8291.0,5.0,102.0,1.0,6844.0,1345.0,46.0,0.0,0.0,0.0,0.0
Africa,34036.0,1357.0,1468.0,39.0,10575.0,21993.0,138.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,3059946.0,66654.0,211449.0,4532.0,921320.0,1927177.0,56297.0,393.0,27.1,0.0,0.0
China,82830.0,3.0,4633.0,1.0,77474.0,723.0,52.0,58.0,3.0,0.0,0.0
USA,1010356.0,23196.0,56797.0,1384.0,138990.0,814569.0,14186.0,3052.0,172.0,5696928.0,17211.0
Spain,229422.0,2793.0,23521.0,331.0,120832.0,85069.0,7764.0,4907.0,503.0,1345560.0,28779.0
Italy,199414.0,1739.0,26977.0,333.0,66624.0,105813.0,1956.0,3298.0,446.0,1789662.0,29600.0
France,163273.0,1173.0,23293.0,437.0,45513.0,94467.0,4608.0,2501.0,357.0,463662.0,7103.0
Germany,158758.0,988.0,6126.0,150.0,114500.0,38132.0,2409.0,1895.0,73.0,2072669.0,24738.0
UK,157149.0,4309.0,21092.0,360.0,0.0,135713.0,1559.0,2315.0,311.0,719910.0,10605.0
Turkey,112261.0,2131.0,2900.0,95.0,33791.0,75570.0,1736.0,1331.0,34.0,918885.0,10895.0
Iran,91472.0,991.0,5806.0,96.0,70933.0,14733.0,3011.0,1089.0,69.0,432329.0,5147.0
Russia,87147.0,6198.0,794.0,47.0,7346.0,79007.0,2300.0,597.0,5.0,3019434.0,20690.0
Brazil,66501.0,3642.0,4543.0,272.0,31142.0,30816.0,8318.0,313.0,21.0,291922.0,1373.0
Canada,48500.0,1605.0,2707.0,147.0,18268.0,27525.0,557.0,1285.0,72.0,717451.0,19009.0
Belgium,46687.0,553.0,7207.0,113.0,10878.0,28602.0,903.0,4028.0,622.0,214042.0,18468.0
Netherlands,38245.0,400.0,4518.0,43.0,0.0,33477.0,905.0,2232.0,264.0,193950.0,11319.0
India,29451.0,1561.0,939.0,58.0,7137.0,21375.0,0.0,21.0,0.7,665819.0,482.0
Switzerland,29164.0,103.0,1665.0,55.0,22200.0,5299.0,185.0,3370.0,192.0,245300.0,28343.0
Peru,28699.0,1182.0,782.0,54.0,8425.0,19492.0,598.0,870.0,24.0,239563.0,7266.0
Portugal,24027.0,163.0,928.0,25.0,1357.0,21742.0,176.0,2356.0,91.0,360155.0,35321.0
Ecuador,23240.0,521.0,663.0,87.0,1557.0,21020.0,146.0,1317.0,38.0,61529.0,3487.0
Ireland,19648.0,386.0,1102.0,15.0,9233.0,9313.0,146.0,3979.0,223.0,127319.0,25785.0
Sweden,18926.0,286.0,2274.0,80.0,1005.0,15647.0,399.0,1874.0,225.0,94500.0,9357.0
Saudi Arabia,18811.0,1289.0,144.0,5.0,2531.0,16136.0,117.0,540.0,4.0,200000.0,5745.0
Israel,15555.0,112.0,204.0,3.0,7200.0,8151.0,129.0,1797.0,24.0,302691.0,34971.0
Austria,15274.0,49.0,549.0,7.0,12362.0,2363.0,140.0,1696.0,61.0,232537.0,25819.0
Mexico,14677.0,835.0,1351.0,46.0,8354.0,4972.0,378.0,114.0,10.0,67635.0,525.0
Singapore,14423.0,799.0,14.0,2.0,1095.0,13314.0,20.0,2465.0,2.0,121774.0,20815.0
Pakistan,13915.0,587.0,292.0,11.0,3029.0,10594.0,111.0,63.0,1.0,150756.0,682.0
Chile,13813.0,482.0,198.0,9.0,7327.0,6288.0,426.0,723.0,10.0,161235.0,8434.0
Japan,13614.0,165.0,385.0,13.0,1899.0,11330.0,300.0,108.0,3.0,150692.0,1191.0
Poland,11902.0,285.0,562.0,27.0,2466.0,8874.0,160.0,314.0,15.0,297859.0,7870.0
Romania,11339.0,303.0,641.0,22.0,3141.0,7557.0,227.0,589.0,33.0,143834.0,7477.0
Belarus,11289.0,826.0,75.0,3.0,1740.0,9474.0,92.0,1195.0,8.0,153845.0,16281.0
Qatar,11244.0,957.0,10.0,0.0,1066.0,10168.0,72.0,3903.0,3.0,85709.0,29749.0
UAE,10839.0,490.0,82.0,6.0,2090.0,8667.0,1.0,1096.0,8.0,1057326.0,106904.0
S. Korea,10738.0,10.0,243.0,1.0,8764.0,1731.0,55.0,209.0,5.0,601660.0,11735.0
Indonesia,9096.0,214.0,765.0,22.0,1151.0,7180.0,0.0,33.0,3.0,75157.0,275.0
Ukraine,9009.0,392.0,220.0,11.0,864.0,7925.0,110.0,206.0,5.0,93519.0,2138.0
Denmark,8698.0,123.0,427.0,5.0,5959.0,2312.0,72.0,1502.0,74.0,155810.0,26900.0
Serbia,8275.0,233.0,162.0,6.0,1209.0,6904.0,85.0,947.0,19.0,67917.0,7773.0
Philippines,7777.0,198.0,511.0,10.0,932.0,6334.0,31.0,71.0,5.0,89889.0,820.0
Norway,7599.0,72.0,205.0,4.0,32.0,7362.0,52.0,1402.0,38.0,164316.0,30310.0
Czechia,7445.0,41.0,223.0,3.0,2826.0,4396.0,73.0,695.0,21.0,218474.0,20401.0
Australia,6720.0,4.0,83.0,0.0,5586.0,1051.0,43.0,264.0,3.0,517063.0,20277.0
Dominican Republic,6293.0,158.0,282.0,4.0,993.0,5018.0,144.0,580.0,26.0,22498.0,2074.0
Bangladesh,5913.0,497.0,152.0,7.0,131.0,5630.0,1.0,36.0,0.9,50401.0,306.0
Malaysia,5820.0,40.0,99.0,1.0,3957.0,1764.0,37.0,180.0,3.0,144686.0,4470.0
Panama,5779.0,241.0,165.0,6.0,369.0,5245.0,85.0,1339.0,38.0,26642.0,6175.0
Colombia,5597.0,218.0,253.0,9.0,1210.0,4134.0,118.0,110.0,5.0,90899.0,1786.0
South Africa,4793.0,247.0,90.0,3.0,1473.0,3230.0,36.0,81.0,2.0,178470.0,3009.0
Egypt,4782.0,248.0,337.0,20.0,1236.0,3209.0,0.0,47.0,3.0,90000.0,879.0
Finland,4695.0,119.0,193.0,3.0,2500.0,2002.0,56.0,847.0,35.0,82437.0,14878.0
Morocco,4120.0,55.0,162.0,1.0,695.0,3263.0,1.0,112.0,4.0,29254.0,793.0
Argentina,4003.0,111.0,197.0,5.0,1140.0,2666.0,144.0,89.0,4.0,49905.0,1104.0
Luxembourg,3729.0,6.0,88.0,0.0,3123.0,518.0,20.0,5957.0,141.0,39102.0,62465.0
Algeria,3517.0,135.0,432.0,7.0,1558.0,1527.0,40.0,80.0,10.0,6500.0,148.0
Moldova,3481.0,73.0,102.0,6.0,925.0,2454.0,212.0,863.0,25.0,11763.0,2916.0
Kuwait,3288.0,213.0,22.0,2.0,1012.0,2254.0,64.0,770.0,5.0,0.0,0.0
Thailand,2931.0,9.0,52.0,1.0,2609.0,270.0,61.0,42.0,0.7,178083.0,2551.0
Kazakhstan,2835.0,118.0,25.0,0.0,720.0,2090.0,35.0,151.0,1.0,205560.0,10948.0
Bahrain,2723.0,76.0,8.0,0.0,1218.0,1497.0,2.0,1600.0,5.0,117374.0,68980.0
Hungary,2583.0,83.0,280.0,8.0,498.0,1805.0,61.0,267.0,29.0,65625.0,6793.0
Greece,2534.0,17.0,136.0,2.0,577.0,1821.0,43.0,243.0,13.0,66094.0,6341.0
Oman,2049.0,51.0,10.0,0.0,364.0,1675.0,3.0,401.0,2.0,0.0,0.0
Croatia,2039.0,9.0,59.0,4.0,1166.0,814.0,21.0,497.0,14.0,32817.0,7994.0
