Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,908269.0,28402.0,50651.0,2215.0,101978.0,755640.0,15269.0,0.0,0.0,0.0,0.0
Europe,1167590.0,27539.0,111137.0,3231.0,360790.0,695663.0,25509.0,0.0,0.0,0.0,0.0
Asia,421848.0,11588.0,15836.0,327.0,198588.0,207424.0,6169.0,0.0,0.0,0.0,0.0
South America,96284.0,5024.0,4558.0,246.0,41322.0,50404.0,9499.0,0.0,0.0,0.0,0.0
Oceania,8201.0,11.0,88.0,4.0,6016.0,2097.0,51.0,0.0,0.0,0.0,0.0
Africa,26503.0,1092.0,1239.0,42.0,7242.0,18022.0,174.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2629416.0,73656.0,183524.0,6065.0,716580.0,1729312.0,56678.0,337.0,23.5,0.0,0.0
USA,844478.0,25734.0,47231.0,1913.0,83759.0,713488.0,14014.0,2551.0,143.0,4305949.0,13009.0
Spain,208389.0,4211.0,21717.0,435.0,85915.0,100757.0,7705.0,4457.0,464.0,930230.0,19896.0
Italy,187327.0,3370.0,25085.0,437.0,54543.0,107699.0,2384.0,3098.0,415.0,1513251.0,25028.0
France,159877.0,1827.0,21340.0,544.0,40657.0,97880.0,5218.0,2449.0,327.0,463662.0,7103.0
Germany,150062.0,1609.0,5250.0,164.0,99400.0,45412.0,2908.0,1791.0,63.0,1728357.0,20629.0
UK,133495.0,4451.0,18100.0,763.0,0.0,115051.0,1559.0,1966.0,267.0,559935.0,8248.0
Turkey,98674.0,3083.0,2376.0,117.0,16477.0,79821.0,1814.0,1170.0,28.0,750944.0,8904.0
Iran,85996.0,1194.0,5391.0,94.0,63113.0,17492.0,3311.0,1024.0,64.0,377396.0,4493.0
Russia,57999.0,5236.0,513.0,57.0,4420.0,53066.0,700.0,397.0,4.0,2250000.0,15418.0
Brazil,45757.0,2678.0,2906.0,165.0,25318.0,17533.0,8318.0,215.0,14.0,291922.0,1373.0
Belgium,41889.0,933.0,6262.0,264.0,9433.0,26194.0,1020.0,3614.0,540.0,171400.0,14789.0
Canada,39813.0,1391.0,1966.0,132.0,13647.0,24200.0,557.0,1055.0,52.0,569878.0,15099.0
Netherlands,34842.0,708.0,4054.0,138.0,0.0,30538.0,1050.0,2033.0,237.0,171415.0,10004.0
Switzerland,28268.0,205.0,1509.0,31.0,19900.0,6859.0,386.0,3266.0,174.0,227554.0,26293.0
Portugal,21982.0,603.0,785.0,23.0,1143.0,20054.0,207.0,2156.0,77.0,284741.0,27925.0
India,21370.0,1290.0,681.0,36.0,4370.0,16319.0,0.0,15.0,0.5,462621.0,335.0
Peru,19250.0,1413.0,530.0,46.0,7027.0,11693.0,396.0,584.0,16.0,170400.0,5168.0
