Country/Other,#,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Population
North America,0.0,1847177.0,22628.0,113140.0,1510.0,549402.0,1184635.0,18248.0,0.0,0.0,0.0,0.0,0.0
South America,0.0,596771.0,18584.0,30228.0,867.0,223511.0,343032.0,10809.0,0.0,0.0,0.0,0.0,0.0
Europe,0.0,1885857.0,17691.0,169275.0,856.0,863132.0,853450.0,10363.0,0.0,0.0,0.0,0.0,0.0
Asia,0.0,936310.0,24274.0,27056.0,382.0,545863.0,363391.0,13798.0,0.0,0.0,0.0,0.0,0.0
Africa,0.0,108747.0,2902.0,3263.0,59.0,43885.0,61599.0,302.0,0.0,0.0,0.0,0.0,0.0
Oceania,0.0,8719.0,16.0,123.0,1.0,8050.0,546.0,6.0,0.0,0.0,0.0,0.0,0.0
0,0.0,721.0,0.0,15.0,0.0,651.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0
World,0.0,5384302.0,86095.0,343100.0,3675.0,2234494.0,2806708.0,53530.0,691.0,44.0,0.0,0.0,0.0
USA,1.0,1662507.0,17413.0,98560.0,913.0,444465.0,1119482.0,17111.0,5026.0,298.0,14249839.0,43077.0,330795837.0
Brazil,2.0,341048.0,10158.0,21682.0,634.0,135430.0,183936.0,8318.0,1606.0,102.0,735224.0,3462.0,212397420.0
Russia,3.0,335882.0,9434.0,3388.0,139.0,107936.0,224558.0,2300.0,2302.0,23.0,8402747.0,57581.0,145927974.0
Spain,4.0,282370.0,466.0,28678.0,50.0,196958.0,56734.0,1152.0,6040.0,613.0,3037840.0,64977.0,46752901.0
UK,5.0,257154.0,2959.0,36675.0,282.0,0.0,0.0,1559.0,3790.0,541.0,3348507.0,49353.0,67848130.0
Italy,6.0,229327.0,669.0,32735.0,119.0,138840.0,57752.0,572.0,3792.0,541.0,3391188.0,56080.0,60470956.0
France,7.0,182469.0,250.0,28332.0,43.0,64547.0,89590.0,1665.0,2796.0,434.0,1384633.0,21218.0,65258400.0
Germany,8.0,179986.0,273.0,8366.0,14.0,159900.0,11720.0,919.0,2149.0,100.0,3595059.0,42923.0,83755775.0
Turkey,9.0,155686.0,1186.0,4308.0,32.0,117602.0,33776.0,775.0,1848.0,51.0,1807673.0,21459.0,84239988.0
Iran,10.0,133521.0,1869.0,7359.0,59.0,104072.0,22090.0,2633.0,1592.0,88.0,781286.0,9315.0,83874391.0
India,11.0,131423.0,6629.0,3868.0,142.0,54385.0,73170.0,8944.0,95.0,3.0,2834798.0,2056.0,1378529934.0
Peru,12.0,115754.0,4056.0,3373.0,129.0,47915.0,64466.0,901.0,3516.0,102.0,788341.0,23947.0,32920920.0
Canada,13.0,83593.0,1113.0,6352.0,102.0,43222.0,34019.0,502.0,2217.0,168.0,1420505.0,37673.0,37706381.0
Saudi Arabia,14.0,70161.0,2442.0,379.0,15.0,41236.0,28546.0,339.0,2019.0,11.0,684615.0,19699.0,34753259.0
Chile,15.0,65393.0,3536.0,673.0,43.0,26546.0,38174.0,1062.0,3424.0,35.0,457332.0,23946.0,19098478.0
Mexico,16.0,62527.0,2960.0,6989.0,479.0,42725.0,12813.0,378.0,486.0,54.0,201838.0,1567.0,128785048.0
Belgium,17.0,56810.0,299.0,9237.0,25.0,15155.0,32418.0,259.0,4904.0,797.0,768706.0,66358.0,11584289.0
Pakistan,18.0,52437.0,1743.0,1101.0,34.0,16653.0,34683.0,111.0,238.0,5.0,460692.0,2090.0,220403741.0
Netherlands,19.0,45064.0,176.0,5811.0,23.0,0.0,0.0,227.0,2631.0,339.0,313755.0,18315.0,17130906.0
Qatar,20.0,42213.0,1732.0,21.0,2.0,8513.0,33679.0,177.0,14680.0,7.0,184794.0,64263.0,2875579.0
Ecuador,21.0,36258.0,430.0,3096.0,40.0,3557.0,29605.0,208.0,2059.0,176.0,105462.0,5988.0,17613161.0
Belarus,22.0,35244.0,941.0,194.0,4.0,13528.0,21522.0,92.0,3730.0,21.0,434618.0,45993.0,9449644.0
Sweden,23.0,33188.0,379.0,3992.0,67.0,4971.0,24225.0,265.0,3288.0,396.0,209900.0,20798.0,10092543.0
Bangladesh,24.0,32078.0,1873.0,452.0,20.0,6486.0,25140.0,1.0,195.0,3.0,234675.0,1427.0,164510959.0
Singapore,25.0,31068.0,642.0,23.0,0.0,13882.0,17163.0,8.0,5315.0,4.0,294414.0,50367.0,5845390.0
Switzerland,26.0,30725.0,18.0,1905.0,2.0,28000.0,820.0,51.0,3553.0,220.0,367037.0,42443.0,8647829.0
Portugal,27.0,30471.0,271.0,1302.0,13.0,7705.0,21464.0,80.0,2987.0,128.0,689705.0,67620.0,10199740.0
UAE,28.0,28704.0,812.0,244.0,3.0,14495.0,13965.0,1.0,2906.0,25.0,1600923.0,162082.0,9877270.0
Ireland,29.0,24582.0,76.0,1604.0,12.0,21060.0,1918.0,54.0,4984.0,325.0,295626.0,59943.0,4931752.0
