Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,761143.0,1388.0,39515.0,93.0,77314.0,644314.0,14622.0,0.0,0.0,0.0,0.0
Europe,1047294.0,18080.0,97907.0,1679.0,294151.0,655236.0,28750.0,0.0,0.0,0.0,0.0
Asia,364652.0,6468.0,14206.0,140.0,173401.0,177045.0,6351.0,0.0,0.0,0.0,0.0
South America,73483.0,952.0,3364.0,46.0,26900.0,43219.0,7574.0,0.0,0.0,0.0,0.0
Oceania,8084.0,45.0,80.0,4.0,5046.0,2958.0,60.0,0.0,0.0,0.0,0.0
Africa,20963.0,544.0,1031.0,11.0,5071.0,14861.0,133.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2276340.0,27477.0,156118.0,1973.0,582527.0,1537695.0,57497.0,292.0,20.0,0.0,0.0
USA,710272.0,537.0,37175.0,21.0,63510.0,609587.0,13509.0,2146.0,112.0,3579797.0,10815.0
Spain,191726.0,887.0,20043.0,41.0,74797.0,96886.0,7371.0,4101.0,429.0,930230.0,19896.0
Italy,172434.0,0.0,22745.0,0.0,42727.0,106962.0,2812.0,2852.0,376.0,1244108.0,20577.0
France,147969.0,0.0,18681.0,0.0,34420.0,94868.0,6027.0,2267.0,286.0,463662.0,7103.0
Germany,142210.0,813.0,4381.0,29.0,85400.0,52429.0,5013.0,1697.0,52.0,1728357.0,20629.0
UK,114217.0,5525.0,15464.0,888.0,0.0,98409.0,1559.0,1682.0,228.0,460437.0,6783.0
Iran,80868.0,1374.0,5031.0,73.0,55987.0,19850.0,3513.0,963.0,60.0,330137.0,3931.0
Turkey,78546.0,0.0,1769.0,0.0,8631.0,68146.0,1845.0,931.0,21.0,558413.0,6621.0
Belgium,37183.0,1045.0,5453.0,290.0,8348.0,23382.0,1119.0,3208.0,471.0,145997.0,12597.0
Russia,36793.0,4785.0,313.0,40.0,3057.0,33423.0,8.0,252.0,2.0,1831892.0,12553.0
Brazil,34485.0,803.0,2181.0,40.0,14026.0,18278.0,6634.0,162.0,10.0,62985.0,296.0
Canada,31927.0,0.0,1310.0,0.0,10543.0,20074.0,557.0,846.0,35.0,507701.0,13452.0
Netherlands,31589.0,1140.0,3601.0,142.0,250.0,27738.0,1279.0,1844.0,210.0,154911.0,9041.0
Switzerland,27404.0,326.0,1344.0,17.0,16400.0,9660.0,386.0,3166.0,155.0,216400.0,25004.0
Portugal,19685.0,663.0,687.0,30.0,610.0,18388.0,228.0,1931.0,67.0,234207.0,22969.0
India,14792.0,440.0,488.0,2.0,2045.0,12259.0,0.0,11.0,0.4,335123.0,243.0
Austria,14671.0,76.0,443.0,12.0,10214.0,4014.0,208.0,1629.0,49.0,175932.0,19534.0
Ireland,13980.0,0.0,530.0,0.0,77.0,13373.0,294.0,2831.0,107.0,90646.0,18358.0
Sweden,13822.0,606.0,1511.0,111.0,550.0,11761.0,1054.0,1369.0,150.0,74600.0,7387.0
Peru,13489.0,0.0,300.0,0.0,6541.0,6648.0,137.0,409.0,9.0,127513.0,3867.0
Israel,13107.0,125.0,158.0,7.0,3247.0,9702.0,167.0,1514.0,18.0,187250.0,21634.0
S. Korea,10653.0,18.0,232.0,2.0,7937.0,2484.0,55.0,208.0,5.0,546463.0,10659.0
Japan,9787.0,0.0,190.0,0.0,935.0,8662.0,193.0,77.0,2.0,100703.0,796.0
Chile,9252.0,0.0,116.0,0.0,3621.0,5515.0,384.0,484.0,6.0,103873.0,5434.0
Poland,8563.0,184.0,339.0,7.0,981.0,7243.0,160.0,226.0,9.0,192960.0,5098.0
Ecuador,8450.0,0.0,421.0,0.0,838.0,7191.0,168.0,479.0,24.0,27868.0,1580.0
Romania,8418.0,351.0,417.0,6.0,1730.0,6271.0,248.0,438.0,22.0,90991.0,4730.0
Saudi Arabia,8274.0,1132.0,92.0,5.0,1329.0,6853.0,78.0,238.0,3.0,150000.0,4309.0
Pakistan,7638.0,613.0,143.0,8.0,1832.0,5663.0,46.0,35.0,0.6,92548.0,419.0
Denmark,7242.0,169.0,346.0,10.0,3847.0,3049.0,76.0,1250.0,60.0,91437.0,15786.0
Norway,7036.0,99.0,163.0,2.0,32.0,6841.0,63.0,1298.0,30.0,139668.0,25763.0
Mexico,6875.0,578.0,546.0,60.0,2125.0,4204.0,207.0,53.0,4.0,48365.0,375.0
Australia,6565.0,32.0,69.0,4.0,4163.0,2333.0,55.0,257.0,3.0,406510.0,15942.0
Czechia,6553.0,4.0,176.0,3.0,1183.0,5194.0,86.0,612.0,16.0,162533.0,15177.0
UAE,6302.0,0.0,37.0,0.0,1188.0,5077.0,1.0,637.0,4.0,767000.0,77550.0
Indonesia,6248.0,325.0,535.0,15.0,631.0,5082.0,0.0,23.0,2.0,39422.0,144.0
Philippines,6087.0,209.0,397.0,10.0,516.0,5174.0,1.0,56.0,4.0,56048.0,511.0
Serbia,5994.0,304.0,117.0,7.0,637.0,5240.0,126.0,686.0,13.0,36028.0,4123.0
Singapore,5992.0,942.0,11.0,0.0,708.0,5273.0,22.0,1024.0,2.0,94796.0,16203.0
Malaysia,5305.0,54.0,88.0,2.0,3102.0,2115.0,49.0,164.0,3.0,100794.0,3114.0
Ukraine,5106.0,444.0,133.0,8.0,275.0,4698.0,45.0,117.0,3.0,52534.0,1201.0
Qatar,5008.0,345.0,8.0,1.0,510.0,4490.0,37.0,1738.0,3.0,60139.0,20874.0
Belarus,4779.0,0.0,42.0,0.0,342.0,4395.0,65.0,506.0,4.0,86813.0,9187.0
Panama,4210.0,194.0,116.0,7.0,122.0,3972.0,96.0,976.0,27.0,18559.0,4301.0
Dominican Republic,4126.0,0.0,200.0,0.0,268.0,3658.0,146.0,380.0,18.0,13282.0,1224.0
