Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Tot Deaths/1M pop
USA,245442.0,565.0,6098.0,28.0,10411.0,228933.0,5421.0,742.0,18.0
Spain,117710.0,5645.0,10935.0,587.0,30513.0,76262.0,6416.0,2518.0,234.0
Italy,115242.0,0.0,13915.0,0.0,18278.0,83049.0,4053.0,1906.0,230.0
Germany,85903.0,1109.0,1122.0,15.0,22440.0,62341.0,3936.0,1025.0,13.0
France,59105.0,0.0,5387.0,0.0,12428.0,41290.0,6399.0,905.0,83.0
Iran,53183.0,2715.0,3294.0,134.0,17935.0,31954.0,4035.0,633.0,39.0
UK,33718.0,0.0,2921.0,0.0,135.0,30662.0,163.0,497.0,43.0
Switzerland,19303.0,476.0,573.0,37.0,4846.0,13884.0,348.0,2230.0,66.0
Turkey,18135.0,0.0,356.0,0.0,415.0,17364.0,1101.0,215.0,4.0
Belgium,16770.0,1422.0,1143.0,132.0,2872.0,12755.0,1205.0,1447.0,99.0
Netherlands,15723.0,1026.0,1487.0,148.0,250.0,13986.0,1182.0,918.0,87.0
Austria,11350.0,221.0,168.0,10.0,2022.0,9160.0,245.0,1260.0,19.0
Canada,11283.0,0.0,173.0,0.0,1979.0,9131.0,120.0,299.0,5.0
S. Korea,10062.0,86.0,174.0,5.0,6021.0,3867.0,55.0,196.0,3.0
Portugal,9886.0,852.0,246.0,37.0,68.0,9572.0,245.0,970.0,24.0
Brazil,8076.0,32.0,327.0,3.0,127.0,7622.0,296.0,38.0,2.0
Israel,7030.0,173.0,39.0,3.0,338.0,6653.0,115.0,812.0,5.0
Sweden,6078.0,510.0,333.0,25.0,103.0,5642.0,469.0,602.0,33.0
Australia,5350.0,36.0,28.0,3.0,585.0,4737.0,85.0,210.0,1.0
Norway,5296.0,149.0,54.0,4.0,32.0,5210.0,96.0,977.0,10.0
Russia,4149.0,601.0,34.0,4.0,281.0,3834.0,8.0,28.0,0.2
Czechia,3869.0,11.0,46.0,2.0,71.0,3752.0,77.0,361.0,4.0
Ireland,3849.0,0.0,98.0,0.0,5.0,3746.0,109.0,779.0,20.0
