Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,540812.0,3971.0,19998.0,176.0,35358.0,485456.0,11936.0,0.0,0.0,0.0,0.0
Europe,838007.0,17898.0,71886.0,1823.0,202038.0,564083.0,30260.0,0.0,0.0,0.0,0.0
Asia,280470.0,5429.0,10436.0,212.0,141515.0,128519.0,6655.0,0.0,0.0,0.0,0.0
South America,45670.0,694.0,1826.0,17.0,4985.0,38859.0,1209.0,0.0,0.0,0.0,0.0
Oceania,7702.0,94.0,60.0,4.0,3688.0,3954.0,85.0,0.0,0.0,0.0,0.0
Africa,13728.0,189.0,704.0,7.0,2319.0,10705.0,159.0,0.0,0.0,0.0,0.0
0,721.0,0.0,13.0,0.0,619.0,89.0,10.0,0.0,0.0,0.0,0.0
World,1727110.0,28275.0,104923.0,2239.0,390522.0,1231665.0,50314.0,222.0,13.5,0.0,0.0
USA,506008.0,3132.0,18883.0,136.0,28210.0,458915.0,10947.0,1529.0,57.0,2558253.0,7729.0
Spain,161852.0,3579.0,16353.0,272.0,59109.0,86390.0,7371.0,3462.0,350.0,355000.0,7593.0
Italy,147577.0,0.0,18849.0,0.0,30455.0,98273.0,3497.0,2441.0,312.0,906864.0,14999.0
France,124869.0,0.0,13197.0,0.0,24932.0,86740.0,7004.0,1913.0,202.0,333807.0,5114.0
Germany,122855.0,684.0,2736.0,0.0,53913.0,66206.0,4895.0,1466.0,33.0,1317887.0,15730.0
UK,78991.0,5233.0,9875.0,917.0,344.0,68772.0,1559.0,1164.0,145.0,334974.0,4934.0
Iran,70029.0,1837.0,4357.0,125.0,41947.0,23725.0,3987.0,834.0,52.0,251703.0,2997.0
Turkey,47029.0,0.0,1006.0,0.0,2423.0,43600.0,1667.0,558.0,12.0,307210.0,3643.0
Belgium,28018.0,1351.0,3346.0,327.0,5986.0,18686.0,1262.0,2418.0,289.0,102151.0,8814.0
Switzerland,24900.0,349.0,1015.0,13.0,11100.0,12785.0,386.0,2877.0,117.0,190000.0,21954.0
Netherlands,24413.0,1316.0,2643.0,132.0,250.0,21520.0,1424.0,1425.0,154.0,101534.0,5926.0
Canada,22559.0,411.0,569.0,0.0,6013.0,15977.0,557.0,598.0,15.0,383322.0,10156.0
Brazil,20022.0,233.0,1075.0,7.0,173.0,18774.0,296.0,94.0,5.0,62985.0,296.0
Portugal,15987.0,515.0,470.0,35.0,266.0,15251.0,233.0,1568.0,46.0,140863.0,13815.0
Austria,13789.0,229.0,337.0,18.0,6604.0,6848.0,246.0,1531.0,37.0,140975.0,15653.0
Russia,13584.0,1667.0,106.0,12.0,1045.0,12433.0,8.0,93.0,0.7,1184442.0,8116.0
Israel,10525.0,117.0,96.0,1.0,1258.0,9171.0,180.0,1216.0,11.0,117339.0,13557.0
S. Korea,10480.0,30.0,211.0,3.0,7243.0,3026.0,55.0,204.0,4.0,510479.0,9957.0
Sweden,10151.0,466.0,887.0,17.0,381.0,8883.0,774.0,1005.0,88.0,54700.0,5416.0
Ireland,8089.0,0.0,287.0,0.0,25.0,7777.0,194.0,1638.0,58.0,53000.0,10734.0
India,8063.0,463.0,249.0,0.0,774.0,7040.0,0.0,6.0,0.2,189111.0,137.0
Ecuador,7161.0,0.0,297.0,0.0,368.0,6496.0,171.0,406.0,17.0,21568.0,1222.0
Chile,6927.0,426.0,73.0,8.0,1864.0,4990.0,383.0,362.0,4.0,76374.0,3995.0
Norway,6360.0,46.0,114.0,1.0,32.0,6214.0,67.0,1173.0,21.0,124279.0,22924.0
Australia,6303.0,65.0,56.0,2.0,3265.0,2982.0,80.0,247.0,2.0,351380.0,13780.0
Poland,6088.0,133.0,195.0,14.0,375.0,5518.0,160.0,161.0,5.0,129560.0,3423.0
Japan,6005.0,0.0,99.0,0.0,762.0,5144.0,109.0,47.0,0.8,64387.0,509.0
Denmark,5996.0,177.0,260.0,13.0,1955.0,3781.0,106.0,1035.0,45.0,67771.0,11700.0
Romania,5990.0,523.0,282.0,12.0,758.0,4950.0,208.0,311.0,15.0,59272.0,3081.0
Peru,5897.0,0.0,169.0,0.0,1569.0,4159.0,130.0,179.0,5.0,56681.0,1719.0
Czechia,5735.0,3.0,123.0,4.0,370.0,5242.0,92.0,536.0,11.0,120285.0,11232.0
Pakistan,4970.0,275.0,77.0,11.0,762.0,4131.0,50.0,22.0,0.3,57836.0,262.0
Malaysia,4530.0,184.0,73.0,3.0,1995.0,2462.0,72.0,140.0,2.0,71897.0,2221.0
Philippines,4428.0,233.0,247.0,26.0,157.0,4024.0,1.0,40.0,2.0,24500.0,224.0
Saudi Arabia,4033.0,382.0,52.0,5.0,720.0,3261.0,57.0,116.0,1.0,115585.0,3320.0
Mexico,3844.0,403.0,233.0,39.0,633.0,2978.0,89.0,30.0,2.0,31492.0,244.0
Indonesia,3842.0,330.0,327.0,21.0,286.0,3229.0,0.0,14.0,1.0,19452.0,71.0
UAE,3736.0,376.0,20.0,4.0,588.0,3128.0,1.0,378.0,2.0,593095.0,59967.0
Serbia,3380.0,275.0,74.0,3.0,118.0,3188.0,145.0,387.0,8.0,16399.0,1877.0
Luxembourg,3223.0,0.0,54.0,0.0,500.0,2669.0,30.0,5149.0,86.0,28273.0,45166.0
Panama,2974.0,0.0,74.0,0.0,17.0,2883.0,104.0,689.0,17.0,11776.0,2729.0
Finland,2905.0,136.0,49.0,1.0,300.0,2556.0,80.0,524.0,9.0,44354.0,8005.0
Qatar,2728.0,216.0,6.0,0.0,247.0,2475.0,37.0,947.0,2.0,47751.0,16574.0
Dominican Republic,2620.0,0.0,126.0,0.0,98.0,2396.0,147.0,242.0,12.0,7936.0,732.0
Thailand,2518.0,45.0,35.0,2.0,1135.0,1348.0,61.0,36.0,0.5,71860.0,1030.0
Ukraine,2511.0,308.0,73.0,4.0,79.0,2359.0,45.0,57.0,2.0,26577.0,608.0
Colombia,2473.0,0.0,80.0,0.0,197.0,2196.0,85.0,49.0,2.0,37593.0,739.0
Singapore,2299.0,191.0,8.0,1.0,528.0,1763.0,31.0,393.0,1.0,72680.0,12423.0
Belarus,2226.0,245.0,23.0,4.0,172.0,2031.0,72.0,236.0,2.0,53000.0,5609.0
Greece,2081.0,70.0,93.0,1.0,269.0,1719.0,77.0,200.0,9.0,35532.0,3409.0
South Africa,2003.0,0.0,24.0,0.0,410.0,1569.0,7.0,34.0,0.4,73028.0,1231.0
Argentina,1975.0,0.0,83.0,1.0,440.0,1452.0,115.0,44.0,2.0,16379.0,362.0
Egypt,1794.0,0.0,135.0,0.0,384.0,1275.0,0.0,18.0,1.0,25000.0,244.0
Algeria,1761.0,0.0,256.0,0.0,405.0,1100.0,46.0,40.0,6.0,3359.0,77.0
Iceland,1689.0,14.0,7.0,0.0,841.0,841.0,11.0,4950.0,21.0,34635.0,101497.0
Moldova,1560.0,122.0,30.0,1.0,75.0,1455.0,80.0,387.0,7.0,6271.0,1555.0
Croatia,1534.0,39.0,21.0,0.0,323.0,1190.0,32.0,374.0,5.0,15691.0,3822.0
Morocco,1527.0,79.0,110.0,3.0,141.0,1276.0,1.0,41.0,3.0,7734.0,210.0
New Zealand,1312.0,29.0,4.0,2.0,422.0,886.0,5.0,272.0,0.8,58746.0,12182.0
Hungary,1310.0,120.0,85.0,8.0,115.0,1110.0,17.0,136.0,9.0,31961.0,3308.0
Estonia,1304.0,46.0,24.0,0.0,93.0,1187.0,11.0,983.0,18.0,29456.0,22205.0
Iraq,1279.0,0.0,70.0,0.0,550.0,659.0,0.0,32.0,2.0,32158.0,800.0
Slovenia,1188.0,28.0,50.0,5.0,148.0,990.0,37.0,571.0,24.0,34279.0,16489.0
Kuwait,1154.0,161.0,1.0,0.0,133.0,1020.0,27.0,270.0,0.2,0.0,0.0
Lithuania,1026.0,27.0,23.0,1.0,54.0,949.0,14.0,377.0,8.0,38472.0,14132.0
Bahrain,1016.0,91.0,6.0,0.0,551.0,459.0,3.0,597.0,4.0,60425.0,35511.0
Hong Kong,1001.0,11.0,4.0,0.0,336.0,661.0,14.0,134.0,0.5,96709.0,12900.0
Azerbaijan,991.0,0.0,10.0,0.0,159.0,822.0,27.0,98.0,1.0,61342.0,6050.0
Armenia,977.0,40.0,13.0,1.0,173.0,791.0,30.0,330.0,4.0,6484.0,2188.0
Bosnia and Herzegovina,935.0,34.0,37.0,1.0,139.0,759.0,4.0,285.0,11.0,6911.0,2106.0
