Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,780689.0,20934.0,40759.0,1337.0,78438.0,661492.0,14655.0,0.0,0.0,0.0,0.0
Europe,1056507.0,27293.0,99165.0,2937.0,298699.0,658643.0,26386.0,0.0,0.0,0.0,0.0
Asia,368701.0,10517.0,14336.0,270.0,175538.0,178827.0,6398.0,0.0,0.0,0.0,0.0
South America,77578.0,5047.0,3623.0,305.0,27627.0,46328.0,7530.0,0.0,0.0,0.0,0.0
Oceania,8084.0,45.0,80.0,4.0,5046.0,2958.0,60.0,0.0,0.0,0.0,0.0
Africa,21617.0,1198.0,1055.0,35.0,5305.0,15257.0,133.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2313897.0,65034.0,159033.0,4888.0,591297.0,1563567.0,55169.0,297.0,20.4,0.0,0.0
USA,728293.0,18558.0,38244.0,1090.0,63955.0,626094.0,13544.0,2200.0,116.0,3663315.0,11067.0
Spain,191726.0,887.0,20043.0,41.0,74797.0,96886.0,7371.0,4101.0,429.0,930230.0,19896.0
Italy,175925.0,3491.0,23227.0,482.0,44927.0,107771.0,2733.0,2910.0,384.0,1305833.0,21598.0
France,151793.0,3824.0,19323.0,642.0,35983.0,96487.0,5833.0,2325.0,296.0,463662.0,7103.0
Germany,142872.0,1475.0,4426.0,74.0,85400.0,53046.0,2922.0,1705.0,53.0,1728357.0,20629.0
UK,114217.0,5525.0,15464.0,888.0,0.0,98409.0,1559.0,1682.0,228.0,460437.0,6783.0
Turkey,82329.0,3783.0,1890.0,121.0,10453.0,69986.0,1894.0,976.0,22.0,598933.0,7101.0
Iran,80868.0,1374.0,5031.0,73.0,55987.0,19850.0,3513.0,963.0,60.0,330137.0,3931.0
Belgium,37183.0,1045.0,5453.0,290.0,8348.0,23382.0,1119.0,3208.0,471.0,145997.0,12597.0
Russia,36793.0,4785.0,313.0,40.0,3057.0,33423.0,8.0,252.0,2.0,1831892.0,12553.0
Brazil,36599.0,2917.0,2347.0,206.0,14026.0,20226.0,6634.0,172.0,11.0,62985.0,296.0
Canada,33180.0,1253.0,1466.0,156.0,11141.0,20573.0,557.0,879.0,39.0,507701.0,13452.0
Netherlands,31589.0,1140.0,3601.0,142.0,250.0,27738.0,1279.0,1844.0,210.0,154911.0,9041.0
Switzerland,27404.0,326.0,1368.0,41.0,17100.0,8936.0,386.0,3166.0,158.0,216400.0,25004.0
Portugal,19685.0,663.0,687.0,30.0,610.0,18388.0,228.0,1931.0,67.0,235878.0,23133.0
India,14792.0,440.0,488.0,2.0,2045.0,12259.0,0.0,11.0,0.4,335123.0,243.0
Ireland,14758.0,778.0,571.0,41.0,77.0,14110.0,294.0,2989.0,116.0,90646.0,18358.0
Austria,14671.0,76.0,443.0,12.0,10214.0,4014.0,208.0,1629.0,49.0,175932.0,19534.0
Peru,14420.0,931.0,348.0,48.0,6684.0,7388.0,117.0,437.0,11.0,135895.0,4122.0
Sweden,13822.0,606.0,1511.0,111.0,550.0,11761.0,1054.0,1369.0,150.0,74600.0,7387.0
Israel,13265.0,283.0,164.0,13.0,3456.0,9645.0,164.0,1533.0,19.0,187250.0,21634.0
S. Korea,10653.0,18.0,232.0,2.0,7937.0,2484.0,55.0,208.0,5.0,546463.0,10659.0
Japan,9787.0,0.0,190.0,0.0,935.0,8662.0,193.0,77.0,2.0,100703.0,796.0
Chile,9730.0,478.0,126.0,10.0,4035.0,5569.0,360.0,509.0,7.0,108891.0,5696.0
Ecuador,9022.0,572.0,456.0,35.0,1008.0,7558.0,168.0,511.0,26.0,30922.0,1753.0
