Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1466264.0,23514.0,88633.0,1543.0,290196.0,1087435.0,17965.0,0.0,0.0,0.0,0.0
Europe,1605756.0,24500.0,151756.0,1242.0,646909.0,807091.0,14354.0,0.0,0.0,0.0,0.0
South America,286764.0,4589.0,14712.0,135.0,99825.0,172227.0,10074.0,0.0,0.0,0.0,0.0
Asia,650762.0,15931.0,21834.0,333.0,358512.0,270416.0,5023.0,0.0,0.0,0.0,0.0
Africa,61330.0,2280.0,2211.0,50.0,21419.0,37700.0,225.0,0.0,0.0,0.0,0.0
Oceania,8525.0,17.0,118.0,0.0,7599.0,808.0,22.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,4080122.0,70831.0,279279.0,3303.0,1425105.0,2375738.0,47667.0,523.0,35.8,0.0,0.0
USA,1341281.0,19496.0,79823.0,1208.0,232360.0,1029098.0,16796.0,4052.0,241.0,8571364.0,25895.0
Spain,262783.0,2666.0,26478.0,179.0,173157.0,63148.0,1741.0,5620.0,566.0,2467761.0,52781.0
Italy,218268.0,1083.0,30395.0,194.0,103031.0,84842.0,1034.0,3610.0,503.0,2514234.0,41584.0
UK,215260.0,3896.0,31587.0,346.0,0.0,183329.0,1559.0,3171.0,465.0,1728443.0,25461.0
Russia,198676.0,10817.0,1827.0,104.0,31916.0,164933.0,2300.0,1361.0,13.0,5221964.0,35783.0
France,176658.0,579.0,26310.0,80.0,56038.0,94310.0,2812.0,2706.0,403.0,1384633.0,21213.0
Germany,171264.0,676.0,7543.0,33.0,143300.0,20421.0,1650.0,2044.0,90.0,2755770.0,32891.0
Brazil,148670.0,2778.0,10100.0,108.0,59297.0,79273.0,8318.0,699.0,48.0,339552.0,1597.0
Turkey,137115.0,1546.0,3739.0,50.0,89480.0,43896.0,1168.0,1626.0,44.0,1334411.0,15822.0
Iran,106220.0,1529.0,6589.0,48.0,85064.0,14567.0,2696.0,1265.0,78.0,573220.0,6825.0
Canada,67619.0,1185.0,4690.0,121.0,30980.0,31949.0,502.0,1792.0,124.0,1032088.0,27346.0
India,62808.0,3113.0,2101.0,116.0,19301.0,41406.0,0.0,46.0,2.0,1523213.0,1104.0
Peru,61847.0,0.0,1714.0,0.0,19012.0,41121.0,730.0,1876.0,52.0,473190.0,14351.0
Belgium,52596.0,585.0,8581.0,60.0,13411.0,30604.0,502.0,4538.0,740.0,540643.0,46649.0
Netherlands,42382.0,289.0,5422.0,63.0,0.0,36710.0,541.0,2473.0,316.0,249655.0,14570.0
Saudi Arabia,37136.0,1704.0,239.0,10.0,10144.0,26753.0,140.0,1067.0,7.0,433500.0,12452.0
Mexico,31522.0,1906.0,3160.0,199.0,20314.0,8048.0,378.0,244.0,25.0,123446.0,957.0
Switzerland,30251.0,44.0,1830.0,7.0,26100.0,2321.0,101.0,3495.0,211.0,306223.0,35383.0
Ecuador,29071.0,253.0,1717.0,13.0,3433.0,23921.0,181.0,1648.0,97.0,83657.0,4742.0
Pakistan,28736.0,2301.0,636.0,37.0,7809.0,20291.0,111.0,130.0,3.0,270025.0,1222.0
Portugal,27406.0,138.0,1126.0,12.0,2499.0,23781.0,120.0,2688.0,110.0,517660.0,50767.0
Chile,27219.0,1247.0,304.0,10.0,12667.0,14248.0,544.0,1424.0,16.0,267904.0,14015.0
Sweden,25921.0,656.0,3220.0,45.0,4971.0,17730.0,425.0,2567.0,319.0,148500.0,14704.0
Ireland,22760.0,219.0,1446.0,17.0,17110.0,4204.0,72.0,4609.0,293.0,214761.0,43493.0
Singapore,22460.0,753.0,20.0,0.0,2296.0,20144.0,23.0,3839.0,3.0,175604.0,30016.0
Belarus,22052.0,951.0,126.0,5.0,6050.0,15876.0,92.0,2334.0,13.0,251771.0,26644.0
Qatar,21331.0,1130.0,13.0,1.0,2449.0,18869.0,72.0,7404.0,5.0,124554.0,43232.0
