Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,816575.0,25169.0,43176.0,1639.0,85723.0,687676.0,14634.0,0.0,0.0,0.0,0.0
Europe,1086641.0,26605.0,101922.0,2644.0,309495.0,675224.0,25395.0,0.0,0.0,0.0,0.0
Asia,383155.0,12371.0,14786.0,385.0,180612.0,187757.0,6403.0,0.0,0.0,0.0,0.0
South America,81948.0,3975.0,3834.0,181.0,28205.0,49909.0,7534.0,0.0,0.0,0.0,0.0
Oceania,8140.0,35.0,83.0,2.0,5159.0,2898.0,68.0,0.0,0.0,0.0,0.0
Africa,22669.0,928.0,1123.0,41.0,5836.0,15710.0,174.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,644.0,62.0,7.0,0.0,0.0,0.0,0.0
World,2399849.0,69083.0,164939.0,4892.0,615674.0,1619236.0,54215.0,308.0,21.2,0.0,0.0
USA,761379.0,22587.0,40419.0,1405.0,69929.0,651031.0,13556.0,2300.0,122.0,3838321.0,11596.0
Spain,196664.0,2248.0,20595.0,552.0,77357.0,98712.0,7371.0,4206.0,440.0,930230.0,19896.0
Italy,178972.0,3047.0,23660.0,433.0,47055.0,108257.0,2635.0,2960.0,391.0,1356541.0,22436.0
France,152894.0,1101.0,19718.0,395.0,36578.0,96598.0,5744.0,2342.0,302.0,463662.0,7103.0
Germany,145184.0,1460.0,4586.0,48.0,88000.0,52598.0,2889.0,1733.0,55.0,1728357.0,20629.0
UK,120067.0,5850.0,16060.0,596.0,0.0,103663.0,1559.0,1769.0,237.0,482063.0,7101.0
Turkey,86306.0,3977.0,2017.0,127.0,11976.0,72313.0,1922.0,1023.0,24.0,634277.0,7521.0
Iran,82211.0,1343.0,5118.0,87.0,57023.0,20070.0,3456.0,979.0,61.0,341662.0,4068.0
Russia,42853.0,6060.0,361.0,48.0,3291.0,39201.0,8.0,294.0,2.0,1940000.0,13294.0
Brazil,38654.0,1932.0,2462.0,101.0,14026.0,22166.0,6634.0,182.0,12.0,62985.0,296.0
Belgium,38496.0,1313.0,5683.0,230.0,8757.0,24056.0,1081.0,3322.0,490.0,153778.0,13269.0
Canada,34813.0,1430.0,1583.0,113.0,11807.0,21423.0,557.0,922.0,42.0,536062.0,14203.0
Netherlands,32655.0,1066.0,3684.0,83.0,250.0,28721.0,1176.0,1906.0,215.0,154911.0,9041.0
Switzerland,27740.0,336.0,1393.0,25.0,17800.0,8547.0,386.0,3205.0,161.0,221263.0,25566.0
Portugal,20206.0,521.0,714.0,27.0,610.0,18882.0,224.0,1982.0,70.0,235878.0,23133.0
India,17615.0,1250.0,559.0,38.0,2854.0,14202.0,0.0,13.0,0.4,401586.0,291.0
Peru,15628.0,1208.0,400.0,52.0,6811.0,8417.0,167.0,474.0,12.0,143745.0,4360.0
Ireland,15251.0,493.0,610.0,39.0,77.0,14564.0,294.0,3089.0,124.0,90646.0,18358.0
Austria,14749.0,78.0,452.0,9.0,10501.0,3796.0,204.0,1638.0,50.0,179243.0,19902.0
Sweden,14385.0,563.0,1540.0,29.0,550.0,12295.0,450.0,1424.0,152.0,74600.0,7387.0
Israel,13491.0,226.0,172.0,8.0,3754.0,9565.0,146.0,1559.0,20.0,187250.0,21634.0
Japan,10797.0,501.0,236.0,14.0,1159.0,9402.0,217.0,85.0,2.0,112816.0,892.0
S. Korea,10661.0,8.0,234.0,2.0,8042.0,2385.0,55.0,208.0,5.0,559109.0,10905.0
Chile,10088.0,358.0,133.0,7.0,4338.0,5617.0,360.0,528.0,7.0,113649.0,5945.0
Ecuador,9468.0,446.0,474.0,18.0,1061.0,7933.0,124.0,537.0,27.0,31809.0,1803.0
Saudi Arabia,9362.0,1088.0,97.0,5.0,1398.0,7867.0,97.0,269.0,3.0,180000.0,5170.0
Poland,9287.0,545.0,360.0,13.0,1040.0,7887.0,160.0,245.0,10.0,204246.0,5397.0
Romania,8746.0,328.0,451.0,30.0,1892.0,6403.0,256.0,455.0,23.0,93611.0,4866.0
Pakistan,8348.0,710.0,168.0,25.0,1868.0,6312.0,46.0,38.0,0.8,98522.0,446.0
Mexico,7497.0,622.0,650.0,104.0,2627.0,4220.0,207.0,58.0,5.0,49167.0,381.0
