Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,1039609.0,4595.0,58807.0,208.0,144588.0,836214.0,16369.0,0.0,0.0,0.0,0.0
Europe,1264774.0,12277.0,120535.0,417.0,409268.0,734971.0,25342.0,0.0,0.0,0.0,0.0
Asia,467871.0,7207.0,17062.0,111.0,223397.0,227412.0,6048.0,0.0,0.0,0.0,0.0
South America,131530.0,381.0,6028.0,24.0,48001.0,77501.0,9690.0,0.0,0.0,0.0,0.0
Oceania,8282.0,25.0,101.0,3.0,6749.0,1432.0,45.0,0.0,0.0,0.0,0.0
Africa,31909.0,807.0,1397.0,18.0,9775.0,20737.0,139.0,0.0,0.0,0.0,0.0
0,721.0,0.0,15.0,0.0,645.0,61.0,4.0,0.0,0.0,0.0,0.0
World,2944696.0,25292.0,203945.0,781.0,842423.0,1898328.0,57637.0,378.0,26.2,0.0,0.0
USA,963747.0,3096.0,54364.0,108.0,118336.0,791047.0,15110.0,2912.0,164.0,5314839.0,16057.0
Spain,223759.0,0.0,22902.0,0.0,95708.0,105149.0,7705.0,4786.0,490.0,930230.0,19896.0
Italy,195351.0,0.0,26384.0,0.0,63120.0,105847.0,2102.0,3231.0,436.0,1707743.0,28245.0
France,161488.0,0.0,22614.0,0.0,44594.0,94280.0,4725.0,2474.0,346.0,463662.0,7103.0
Germany,157026.0,513.0,5880.0,3.0,109800.0,41346.0,2570.0,1874.0,70.0,2072669.0,24738.0
UK,148377.0,0.0,20319.0,0.0,0.0,127714.0,1559.0,2186.0,299.0,640792.0,9439.0
Turkey,107773.0,0.0,2706.0,0.0,25582.0,79485.0,1782.0,1278.0,32.0,868565.0,10298.0
Iran,90481.0,1153.0,5710.0,60.0,69657.0,15114.0,3079.0,1077.0,68.0,421313.0,5016.0
Russia,80949.0,6361.0,747.0,66.0,6767.0,73435.0,2300.0,555.0,5.0,2877699.0,19719.0
Brazil,59479.0,283.0,4062.0,17.0,29160.0,26257.0,8318.0,280.0,19.0,291922.0,1373.0
Belgium,46134.0,809.0,7094.0,177.0,10785.0,28255.0,891.0,3981.0,612.0,189067.0,16313.0
Canada,45354.0,0.0,2465.0,0.0,16425.0,26464.0,557.0,1202.0,65.0,684271.0,18130.0
Netherlands,37845.0,655.0,4475.0,66.0,0.0,33120.0,934.0,2209.0,261.0,193950.0,11319.0
Switzerland,29061.0,167.0,1607.0,8.0,21300.0,6154.0,204.0,3358.0,186.0,245300.0,28343.0
India,26917.0,634.0,826.0,1.0,5939.0,20152.0,0.0,20.0,0.6,625309.0,453.0
Peru,25331.0,0.0,700.0,0.0,7797.0,16834.0,545.0,768.0,21.0,218195.0,6618.0
Portugal,23864.0,472.0,903.0,23.0,1329.0,21632.0,182.0,2340.0,89.0,330512.0,32414.0
Ecuador,22719.0,0.0,576.0,0.0,1366.0,20777.0,127.0,1288.0,33.0,56513.0,3203.0
Sweden,18640.0,463.0,2194.0,2.0,1005.0,15441.0,399.0,1846.0,217.0,94500.0,9357.0
Ireland,18561.0,0.0,1063.0,0.0,9233.0,8265.0,142.0,3759.0,215.0,127319.0,25785.0
Saudi Arabia,17522.0,1223.0,139.0,3.0,2357.0,15026.0,115.0,503.0,4.0,200000.0,5745.0
Israel,15398.0,100.0,199.0,0.0,6602.0,8597.0,132.0,1779.0,23.0,302691.0,34971.0
Austria,15225.0,77.0,542.0,6.0,12282.0,2401.0,145.0,1690.0,60.0,227631.0,25274.0
Mexico,13842.0,970.0,1305.0,84.0,7149.0,5388.0,378.0,107.0,10.0,65500.0,508.0
Singapore,13624.0,931.0,12.0,0.0,1002.0,12610.0,24.0,2329.0,2.0,121774.0,20815.0
Japan,13231.0,0.0,360.0,0.0,1656.0,11215.0,287.0,105.0,3.0,147454.0,1166.0
Chile,12858.0,0.0,181.0,0.0,6746.0,5931.0,418.0,673.0,9.0,149212.0,7806.0
Pakistan,12723.0,0.0,269.0,0.0,2866.0,9588.0,111.0,58.0,1.0,144365.0,654.0
Poland,11395.0,122.0,526.0,2.0,2265.0,8604.0,160.0,301.0,14.0,290633.0,7679.0
