Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop 
North America,500902.0,682.0,17694.0,28.0,32303.0,450905.0,10968.0,0.0,0.0,0.0,0.0
Europe,792028.0,13176.0,67054.0,1236.0,190559.0,534415.0,30367.0,0.0,0.0,0.0,0.0
Asia,267773.0,3876.0,10096.0,200.0,133080.0,124597.0,6502.0,0.0,0.0,0.0,0.0
South America,39662.0,57.0,1620.0,5.0,4129.0,33913.0,1128.0,0.0,0.0,0.0,0.0
Oceania,7573.0,96.0,55.0,3.0,3515.0,4003.0,79.0,0.0,0.0,0.0,0.0
Africa,13097.0,217.0,653.0,21.0,2058.0,10386.0,154.0,0.0,0.0,0.0,0.0
0,721.0,0.0,13.0,0.0,619.0,89.0,10.0,0.0,0.0,0.0,0.0
World,1621756.0,18104.0,97185.0,1493.0,366263.0,1158308.0,49208.0,208.0,12.5,0.0,0.0
USA,468895.0,329.0,16697.0,6.0,25928.0,426270.0,10011.0,1417.0,50.0,2376977.0,7181.0
Spain,157022.0,3800.0,15843.0,396.0,55668.0,85511.0,7371.0,3358.0,339.0,355000.0,7593.0
Italy,143626.0,0.0,18279.0,0.0,28470.0,96877.0,3605.0,2375.0,302.0,853369.0,14114.0
Germany,118235.0,0.0,2607.0,0.0,52407.0,63221.0,4895.0,1411.0,31.0,1317887.0,15730.0
France,117749.0,0.0,12210.0,0.0,23206.0,82333.0,7066.0,1804.0,187.0,333807.0,5114.0
Iran,68192.0,1972.0,4232.0,122.0,35465.0,28495.0,3969.0,812.0,50.0,242568.0,2888.0
UK,65077.0,0.0,7978.0,0.0,135.0,56964.0,1559.0,959.0,118.0,298169.0,4392.0
Turkey,42282.0,0.0,908.0,0.0,2142.0,39232.0,1552.0,501.0,11.0,276338.0,3277.0
Belgium,26667.0,1684.0,3019.0,496.0,5568.0,18080.0,1278.0,2301.0,260.0,84248.0,7269.0
Switzerland,24172.0,121.0,958.0,10.0,10600.0,12614.0,386.0,2793.0,111.0,178500.0,20625.0
Netherlands,23097.0,1335.0,2511.0,115.0,250.0,20336.0,1424.0,1348.0,147.0,101534.0,5926.0
Canada,20765.0,0.0,509.0,0.0,5311.0,14945.0,518.0,550.0,13.0,370315.0,9812.0
Brazil,18176.0,31.0,957.0,3.0,173.0,17046.0,296.0,86.0,5.0,62985.0,296.0
Portugal,15472.0,1516.0,435.0,26.0,233.0,14804.0,226.0,1517.0,43.0,144000.0,14122.0
Austria,13453.0,209.0,319.0,24.0,6064.0,7070.0,261.0,1494.0,35.0,134743.0,14961.0
